,User,Pesan,Jam,Tanggal,Status,Saham
296,Faliq H,"Membalas : Fundamental ptpp oke lah, bagi dividen juga. Tunggu beberapa bulan lg juga naik pak
rugi mau bagi dividen apa? wkwk",2:25:10 PM,Tuesday March 30 2021,Negatif,PTPP
297,Kirana L,"Membalas : Baca kalau closing merah sih sptinya parah tuh bandar kasar mainnya
Agak sulit tp mungkin saja pak...
Andaikata dimerahin ARTO sasaran berikutnya  ",2:25:05 PM,Tuesday March 30 2021,Negatif,"ARTO,BACA"
298,Jafar Sim,Baca kalau closing merah sih sptinya parah tuh bandar kasar mainnya,2:24:13 PM,Tuesday March 30 2021,Negatif,BACA
299,Mas Bro,"Lihat BBCA tuh, kesian amat mati2an nahan indeks sendirian woyyy     tolongin napa    ",2:22:03 PM,Tuesday March 30 2021,Negatif,BBCA
300,Lee Khong Huan,"Wahaha..ngamati agrs ngeri, hati  yg ginian..angka bidnya palsu, tadi ribuan begitu dianjlokin hilang semua",2:13:52 PM,Tuesday March 30 2021,Negatif,AGRS
301,Daniel Bong,Wskt kembali ke asal mari kita berdoa spy g tiap hr ARB,2:10:04 PM,Tuesday March 30 2021,Negatif,"MARI,WSKT"
302,Tommy Hermes,CTRA arb di support,2:09:45 PM,Tuesday March 30 2021,Negatif,CTRA
303,Benhan,SAME runtuh ya supportnya,2:08:57 PM,Tuesday March 30 2021,Negatif,SAME
304,Johny,"Membalas : https://www.cnbcindonesia.com/market/20210330133606-17-233985/duh-bp-jamsostek-bakal-kurangi-investasi-saham-reksa-dana besok me
pgas makin ambles",2:07:59 PM,Tuesday March 30 2021,Negatif,PGAS
305,Kirana L,"Mungkin ibu bapak tidak mengenal saya tapi uang yang nyangkut di saham2 minibank lebih baik digunakan utk kepentingan lain ya sedekah misalnya atau zakat..

Risk sangat besar dibandingkan dengan expected return.. deviasi dari saham2 minibank yg berkisar antara 27-36% sangat jelas memperlihatkan bahwa itu semua permainan sekelompok orang / institusi pemegang dana besar...

Salam profit kita semua  ",2:07:58 PM,Tuesday March 30 2021,Negatif,UANG
306,            ,Same terjun bebas,2:07:32 PM,Tuesday March 30 2021,Negatif,SAME
307,Sumitro Saadah,"Membalas : ini BBRI div 2% kurang yah kok dibanting?
BBRI mau tutup gep di 3700",1:58:37 PM,Tuesday March 30 2021,Negatif,BBRI
308,Andre Salim,ini BBRI div 2% kurang yah kok dibanting?,1:58:05 PM,Tuesday March 30 2021,Negatif,BBRI
309,Benhan,RI nya simpang siur soalnyaz HMETD BBYB juga ga nongol hari ini,1:53:03 PM,Tuesday March 30 2021,Negatif,BBYB
310,Murr,"Offer tebel d BBRI dah ilang, akankah reversal?",1:44:25 PM,Tuesday March 30 2021,Negatif,BBRI
311,Eru Yagami,"Membalas : Butuh keberanian ini
Baca lapkeu Q4 tinggal nunggu bangkrut aja",1:44:20 PM,Tuesday March 30 2021,Negatif,BACA
312,Muhammag kuncoro,"Membalas : kalau ga nyampe mau terus menunggu bang?
Gak mesti lah mas kita cuma ngarep Doang kalo di kasih bagus.
Ada info menarik Gaes coba Pantao saham Bsim kayak nya minggu ini saagat menarik kali Minimal 1 ARA dech tapi ini bukan ajak beli atao jual...",12:59:04 PM,Tuesday March 30 2021,Negatif,BSIM
313,Dita Rissa,"Membalas : Dan kemungkinan ARB nya lebih dr ARTO juga.....
Lah ya smw itu ARB wajar, masalahnya masuknya ya jgn dipucuk... Masuk nya sekarang pas msh murah klo masuk ntar pas 10 rb ya telat wkwkwk",12:38:59 PM,Tuesday March 30 2021,Negatif,ARTO
314,Kaanz',"Membalas : ANTM kira kira bisa ke 3.500 ngga pak?
Ke 2700 aja belum mampu pak  , masih tektokan",12:37:49 PM,Tuesday March 30 2021,Negatif,ANTM
315,Jim,"Membalas : Aset lbh dr ARTO, Profitnya msh ok, reputasi ok, kesiapan infra lbh ok dan ini OVO + Grab yg size-nya lbh besar menurut data unt
Dan kemungkinan ARB nya lebih dr ARTO juga.....",12:36:37 PM,Tuesday March 30 2021,Negatif,ARTO
316,GoesWan,"Kondisi IHSG skrg, kurang bagus nahan barang lama. Main On Day Trading aja.",12:34:25 PM,Tuesday March 30 2021,Negatif,MAIN
317,Fadli,"Membalas : BACA masih bisa masuk ga yah
kalo turun siap ga pak",12:31:23 PM,Tuesday March 30 2021,Negatif,BACA
318,widhi,"ramaikan BSIM dong yok, sedih bgt sepi ",12:21:26 PM,Tuesday March 30 2021,Negatif,BSIM
319,Calvin irawan,"Membalas : ERAA yang mau stocksplit juga tak bergeming.
Market nya gk kondusif pak  ",11:38:08 AM,Tuesday March 30 2021,Negatif,ERAA
320,rigeladitya,ERAA yang mau stocksplit juga tak bergeming.,11:37:18 AM,Tuesday March 30 2021,Negatif,ERAA
321,Yudha,"PTPP perusahaan bagus dibanding wskt, tapi ikutan arb  ",10:49:23 AM,Tuesday March 30 2021,Negatif,PTPP
322,Humam,Cent ayo turun lagi,10:36:31 AM,Tuesday March 30 2021,Negatif,CENT
323,Faliq H,ayo CENT turunin lagiii,10:34:38 AM,Tuesday March 30 2021,Negatif,CENT
324,Puspita Wardani,"Membalas : Swf gagal? Sekelas opung luhut masa ngeprank   *saya gapunya barang
Kan kpn hr abis di prank soal TESLA   bkn gk mgkn SWF jg prank  ",10:16:50 AM,Tuesday March 30 2021,Negatif,MASA
325,Rocky Thohir,Gila bbri ambrol,10:15:20 AM,Tuesday March 30 2021,Negatif,BBRI
326,Yudha,Swf gagal? Sekelas opung luhut masa ngeprank   *saya gapunya barang,10:14:51 AM,Tuesday March 30 2021,Negatif,MASA
327,Vincent HH,"Wskt besok arb lg
Ni pasti udah mentok dia arb",10:10:24 AM,Tuesday March 30 2021,Negatif,WSKT
328,Lee Khong Huan,WSKT dikasih ke ma200 nggak ya? Masih kurang turun 14%an lagi...alias 2x ARB   ,9:47:59 AM,Tuesday March 30 2021,Negatif,WSKT
329,Dharma Djiauw  ,"Membalas : Iyaa...ud 2 mg hidup segan mati tak mau   nyangkut di 205
Kalo masih dalam plan ya blm nyangkut itu, definisi nyangkut kalo udh lewat batas SL tp ga di SL turun trs",9:37:40 AM,Tuesday March 30 2021,Negatif,PLAN
330,Luky,"Membalas : Wskt : was was mikirin harta
abs CL barusan, masuk gara2 kena php kmarin di 1300an... wkwkwkwk",9:37:19 AM,Tuesday March 30 2021,Negatif,WSKT
331,Aliong,Wskt : was was mikirin harta,9:36:39 AM,Tuesday March 30 2021,Negatif,WSKT
332,RBTAN59,"Membalas : CNBC Indonesia https://www.cnbcindonesia.com/market/20210329220801-17-233813/duh-3-tahun-saham-matahari-ramayana-cs-gak-pernah-c
nah berita sentimen negative ini bisa kebalikan dr wskt kita saksikan sebentar lg  ",8:54:50 AM,Tuesday March 30 2021,Negatif,WSKT
333,Daniel Bong,"Membalas : Photo
Ini cuma analisa pribadi tapi waktulah yang membuktikan
Bebas saja semua orang bisa berasumsi tapi kalau ruginya begitu ini sangat berbahaya
Hanya org yg kelebihan uang yg mau serok",8:05:54 AM,Tuesday March 30 2021,Negatif,UANG
334,Daniel Bong,"WSKT kmr byk yg rekomen buy termasuk para analis hs ,elen may dll.  Pertanyaannya koq bisa ga tau begitu parahnya keuangan WSKT saya yakin byk bgt korban berjatuhan",7:56:23 AM,Tuesday March 30 2021,Negatif,WSKT
335,Jay Jay,"Membalas : Sy sbnrnya mau trading di WSKT ini. Kdg bingung jg mau CL tau2 malah dibawa naek. Belakangan ini pola EM trade juga begitu. Yg s
Kuat tahan lama ga? Jeleknya pemerintah ga ada duit. Mo bantu paling dikit. Berharap jualan tol ke luar atau ina. Proyek ga akan banyak dulu, pendanaan susah, kecuali dpt surat jaminan dari pemerintah. 

Perbaikan akan ada, tapi lambat",7:48:32 AM,Tuesday March 30 2021,Negatif,"POLA,WSKT"
336,Hauw,"Membalas : Pagi hu. Wskt sy nyangkut 15%. Baiknya CL saja apa gimana ya? Klo semalam ntn live EM suruh invest aja katanya. Jd bingung...
Jangan invest di WSKT
1200 itu dia ada gap, hari ini mungkin ada pantulan",7:42:04 AM,Tuesday March 30 2021,Negatif,WSKT
337,CHR27,"Membalas : Bapak niatnya bgmn, trading atau investasi? Kalau trading harusnya dr awal sudah pasang stoploss, ga akan lg ada kata nyangkut s
Sy sbnrnya mau trading di WSKT ini. Kdg bingung jg mau CL tau2 malah dibawa naek. Belakangan ini pola EM trade juga begitu. Yg swing kena level stoploss, lalu klo gak mau stoploss ya jadi investing aja. Cm yg jd mslh dgn ada berita begini jd bingung apakah layak wskt ini di invest?",7:41:43 AM,Tuesday March 30 2021,Negatif,"POLA,WSKT"
338,Yudha,"Membalas : Pagi hu. Wskt sy nyangkut 15%. Baiknya CL saja apa gimana ya? Klo semalam ntn live EM suruh invest aja katanya. Jd bingung...
Bapak niatnya bgmn, trading atau investasi? Kalau trading harusnya dr awal sudah pasang stoploss, ga akan lg ada kata nyangkut selama stoploss belum terpenuhi, sekalipun sudah terkena SL yasudah, risk trading sebelumnya harus sudah ditentukan seberapa dalam yang bisa diterima jika posisi yang diambil salah..",7:37:31 AM,Tuesday March 30 2021,Negatif,WSKT
339,Ary,"Membalas : Photo
Biasanya kalo pas kemaren saya perhatikan arb dari bank bvic dan bgtg sama inpc pada nyesel jual arb tapi ya emang pait banget bisa sampe lossnya di 40%,karena ketika lot order di akum bandar itu bisa naik lagi dari arb sampe 10%, banyak yang average pas bandar akum jadi lossnya bisa ketutup.
Membalas : Biasanya kalo pas kemaren saya perhatikan arb dari bank bvic dan bgtg sama inpc pada nyesel jual arb tapi ya emang pait banget b
3 bank tersebut diakum sehari sama MG
",10:58:03 PM,Monday March 29 2021,Negatif,"BANK,BGTG,BVIC,INPC"
340,Jimi Yang,"Membalas : Photo
Kalau pakai uang dingin hold aja, karena ada sentimen swf",2:00:14 PM,Tuesday March 30 2021,Netral,UANG
341,Lord [IHSG] - 5700-5900 ( Bearish ),"WSKT

Walaupun
Sakit
Kita
Tetap #HOLD 

Credit by : #RITELNYANGKUTERS",1:19:31 PM,Tuesday March 30 2021,Netral,WSKT
342,stefanus,"Membalas : Jangan dulu kak, seminggu lagi lah ditahan dulu ...   
CENT dluan ya yg ath ",9:56:41 PM,Sunday April 4 2021,Positif,CENT
343,Kaanz',"Membalas : Saya tetap di saham dulu kak, belum 1 tahun, masi bayi merangkak ini, mau nekunin disini dulu saja
SAME menuju ATH ci  
Semoga breakout pekan ini  @RuiAuxilia
",9:53:49 PM,Sunday April 4 2021,Positif,SAME
344,Lee Khong Huan,"Membalas : Besok kira"" msh rme hunter dividen g ya.,PTBA rups.,  
Ptba biasanya dividennya lumayan",8:52:18 PM,Sunday April 4 2021,Positif,PTBA
345,Andre Salim,ntar bbca tanda2 reversal baru rame lagi,8:43:54 PM,Sunday April 4 2021,Positif,BBCA
346,Jee Satya MantabBro,"Membalas :   Semoga besok rebound kenceng ya Bu....
Harus tuh, gila bener market d sini kalo gak rebon",7:39:40 PM,Sunday April 4 2021,Positif,SINI
347,Benanta,"Membalas : Jujur saya juga buta bgt karena ga mau belajar.. Padahal bos saya dlu beli BTC waktu masih 12 jutaan via bank BCA dlu ga tau gmn
Ebusett,, skrg uda brp itu ya   tapi klo liat cuannya ya gtu bukan ratusan % lagi 3 Bln bisa ribuan %",6:25:58 PM,Sunday April 4 2021,Positif,BANK
348,Benanta,"Membalas : Lihat dr chart sebelum ada isu gabung gojek saja sudah kliatan pak. Emiten begitu tapi ajib gorengnya dari 200- 5000 bolak balik
Tiap taun ada aja ya yg mega cuan ya pak seblum arto dulu ada tcpi yg joss juga dari 100an ke 8000  ",1:00:39 PM,Sunday April 4 2021,Positif,"ARTO,MEGA,TCPI"
349,Charles Prop,"Membalas : ARTO itu ada yg serap RI di 138
Lihat dr chart sebelum ada isu gabung gojek saja sudah kliatan pak. Emiten begitu tapi ajib gorengnya dari 200- 5000 bolak balik. 
",12:16:49 PM,Sunday April 4 2021,Positif,ARTO
350,Hauw,"ARTO itu ada yg serap RI di 138
Mereka yg skrg bandarin",12:12:55 PM,Sunday April 4 2021,Positif,ARTO
351,darno Ketagihan richeese nabati,"Saya hanya bilang aja kalau sebentar lagi meroket ngajak cuan bareng  ,

Kalau BBRI jebol 3.960 stop los aja ",7:21:39 AM,Sunday April 4 2021,Positif,BBRI
352,darno Ketagihan richeese nabati,"Investor retail mari kita serok ,mau bagi deviden",12:42:53 AM,Sunday April 4 2021,Positif,MARI
353,Kaanz',"Membalas : CENT dluan ya yg ath 
Besok turun dulu ya om 
",9:57:44 PM,Sunday April 4 2021,Negatif,CENT
354,Fajar Oktavaria,"Membalas : Nah itu, tar kayak dmas, dalem jatuhnya. Tp itmg terakhir dividen yg lalu ga dibanting.
Iya itmg ga kebanting banget tapi kalau ptba langganannya kebanting saat ex date",9:00:37 PM,Sunday April 4 2021,Negatif,"ITMG,PTBA"
355,Lee Khong Huan,"Membalas : Tapi setiap bagi dividen, koreksinya lumayan juga jadi entrynya mesti bener tapi kalau memang tujuannya invest atau minimal hold
Nah itu, tar kayak dmas, dalem jatuhnya. Tp itmg terakhir dividen yg lalu ga dibanting.",8:59:19 PM,Sunday April 4 2021,Negatif,ITMG
356,Erich,arb lgsg ini grup   kayak bri dikepret agro kmrn  ,8:02:13 PM,Sunday April 4 2021,Negatif,AGRO
357,Arif Robani,"Membalas : Crypto = gorengan 24jam Yg arb 7% aja ga kuat, jgn harap bisa bobo kl main crypto. Taunya pas bobo diguyur aja hmmmm
Nah, tadi pagi dibanting abis.. untung malemnya udah tp",6:57:44 PM,Sunday April 4 2021,Negatif,MAIN
358,apieth,"Crypto = gorengan 24jam
Yg arb 7% aja ga kuat, jgn harap bisa bobo kl main crypto. Taunya pas bobo diguyur aja hmmmm",6:56:52 PM,Sunday April 4 2021,Negatif,MAIN
359,Benhan,"Membalas : Tergantung merknya pak  
Kalau UNVR bandarnya main short sell terus...  ",10:50:19 AM,Sunday April 4 2021,Negatif,"MAIN,UNVR"
360,Rui :rocket: :speedboat::dancer: ,"Membalas : SAME menuju ATH ci   Semoga breakout pekan ini  @RuiAuxilia
Jangan dulu kak, seminggu lagi lah ditahan dulu ...   ",9:55:58 PM,Sunday April 4 2021,Netral,SAME
361,Kang Ngomel,Saatnya pindahin uang ke rdpu dan waktunya liburan sambil investasi leher keatas lagi  ,10:26:50 PM,Monday April 5 2021,Positif,UANG
362,Rays_Man,"Membalas : KONTAN.CO.ID - JAKARTA. PT Bukit Asam Tbk (PTBA) memutuskan akan membagikan dividen sebesar Rp 835 miliar. Jumlah ini setara 35%
lgs kabur pindah ITMG  ",9:46:46 PM,Monday April 5 2021,Positif,ITMG
363,Kaanz',"Membalas : ga usa buru2..tutup aja smua gap dlo sampai yg plg bawah     duit iseng2 taro koin dlo..
Coin mana coin?  Lagi hot topic ",8:44:33 PM,Monday April 5 2021,Positif,KOIN
364,Evi Berliana,Pakde @hmasori apakah right issue SMRA akan bernasib baik seperti SAME ? Share sedikit insight nya Pak... ,8:36:19 PM,Monday April 5 2021,Positif,"SAME,SMRA"
365,Ahmad Rifai,Kelamaan pindah ke yg laen aj bsde udh mulai akum,8:04:37 PM,Monday April 5 2021,Positif,BSDE
366,Evi Berliana,"SMRA mau right issue, gimana pendapat para suhu? Menarik kah ditengah keringnya IHSG?
Ini adalah foto",7:57:43 PM,Monday April 5 2021,Positif,SMRA
367,41056 (Rizki Putra Perdana),"Membalas : Bisa ndelosor lagi nihh, volume nya biasanya diatas 15T hari ini cuma 8T.
gimana gak lari ke koin.., satu koin tier 2 aja sehari value transaksi nya bisa 16 Trilyun  ",4:42:44 PM,Monday April 5 2021,Positif,"KOIN,SATU"
368,David,Smua ke koin haha,4:23:45 PM,Monday April 5 2021,Positif,KOIN
369,Nanang Eko,"Membalas : anak pungut, pak   suka dibedain sama bandar
Bandarnya cash out jg mungkin pak migrasi ke coin jg 
Membalas : hari ini tetangga ijo loh  
Rumput tetangga lebih hijau dan lebat pak carik ",4:05:39 PM,Monday April 5 2021,Positif,CASH
370,Eru Yagami,ICBP PTBA PGAS masih murah2.,2:58:56 PM,Monday April 5 2021,Positif,"ICBP,PGAS,PTBA"
371,Dave Sa'id,"LPPF kalau berhasil break ema50
Ini adalah foto",2:52:12 PM,Monday April 5 2021,Positif,LPPF
372,Kris,"Bjbr, bjtm kalau mau invest oke Pak.. Dlu sy juga nyangkut waktu crash dan bs balik + dividen yg lumayan.. Utk unvr cons good sy lbh oke SIDO.. hmsp ini yg berat.. Maybe kalau ada perubahan uandang2 ttg cukai rokok ada titik terang nya.. Sisa nya gak bs komen pak, krn blm pernah",2:36:50 PM,Monday April 5 2021,Positif,"BJTM,GOOD,HMSP,UNVR"
373,RBTAN59,ayo om pillay.. ara kan mppa nya spy cepet balik piutang nya jg dah deket puasa bakal rame pengunjung matahari nya    ,1:58:11 PM,Monday April 5 2021,Positif,MPPA
374,Benhan,"Pintar ya EMTK, habis akuisisi SAME dipakai buat cari modal untuk jual EMC punya dia... keren abis eksekusinya.
Cek aja modal dia keluar berapa dan dapatnya berapa dlm bentuk aset maupun market cap",1:29:05 PM,Monday April 5 2021,Positif,SAME
375,Andreas Teddy,"Membalas : Benhan itu SAME sdh keluar info mau RI lagi, hayuk2 rapatkan barisan, kita diskusi lagi
loh iya ya? wah coba ikutan ah kali ini, kemarin2 cuma buat swing trade aja di SAME  ",1:26:56 PM,Monday April 5 2021,Positif,SAME
376,Rui :rocket: :speedboat::dancer: ,"Benhan itu SAME sdh keluar info mau RI lagi, hayuk2 rapatkan barisan, kita diskusi lagi   
",1:04:44 PM,Monday April 5 2021,Positif,SAME
377,William Limanto,"Membalas : Bbri bole serok suhu?  
Supportnya klo di fibo saya 4150, Resistnya 4270",12:34:52 PM,Monday April 5 2021,Positif,BBRI
378,F. Setiawan,Bbri bole serok suhu?  ,12:32:30 PM,Monday April 5 2021,Positif,BBRI
379,William Limanto,"Membalas : Liat di ipot hari ini sih cum date nya, sudah ada nominal nya juga
Wah, terima kasih infonya, saya bbri brusan beli kmaren jumat gtw klo hri ini cumdatenya",12:31:47 PM,Monday April 5 2021,Positif,BBRI
380,Andreas Teddy,"Membalas : Oiya bbri cumdate hri ini?
Liat di ipot hari ini sih cum date nya, sudah ada nominal nya juga",12:30:00 PM,Monday April 5 2021,Positif,BBRI
381,William Limanto,Oiya bbri cumdate hri ini?,12:29:36 PM,Monday April 5 2021,Positif,BBRI
382,Taufiq,wskt td pas minus 4 persen yp msh dikit banget. Pas mulai minus 5/6 persen tiba2 yp langsung diatas 10 m. Nih bolpen pa siapa ya.,12:21:27 PM,Monday April 5 2021,Positif,WSKT
383,Jimmy,"Membalas : WSKT udah avg down bbrp kali smpe 30% dr total porto...biasanya 1saham 10% dr porsi total...skrg minus 17%     ancur2an wskt...
Sabar dikit lagi WSKT   Angka 1055 ini bagus untuk diperhatikan. Moga moga ga nembus ke bawahnya.",11:28:56 AM,Monday April 5 2021,Positif,WSKT
384,Erich,sudah rapat kan itmg hari ini,11:13:24 AM,Monday April 5 2021,Positif,ITMG
385,Syrf Maulana,"Membalas : Banyak pengungsi dari PTBA pak 
Oalahh pantesan ITMG lancar laju nya  ",11:10:45 AM,Monday April 5 2021,Positif,"ITMG,PTBA"
386,Hanief Abdur Rahman,"Membalas : ITMG tumben nih   
Banyak pengungsi dari PTBA pak ",11:09:47 AM,Monday April 5 2021,Positif,"ITMG,PTBA"
387,Syrf Maulana,ITMG tumben nih   ,11:09:08 AM,Monday April 5 2021,Positif,ITMG
388,Jafar Sim,"PTBA dividen sekitar 72.45 perak
Dividen payout ratio 35%
Yield sekitar 2.7%

maish belum fix yah",11:08:58 AM,Monday April 5 2021,Positif,PTBA
389,Lee Khong Huan,itmg kok beraksi sendirian dari grup coal? ada news apa ya?,11:08:57 AM,Monday April 5 2021,Positif,ITMG
390,Carlo Micelli,"Membalas : buset ptba nya dibuang2 divnya jelek paling
Gpp, ntar juga naek lagi Q3-4 sesuai harga coal, hehe",10:58:17 AM,Monday April 5 2021,Positif,PTBA
391,Jimmy,WSKT kenangan masa lalu. Sempet 100% lebih awal tahun.  Biarkan jadi kenangan indah  ,10:35:43 AM,Monday April 5 2021,Positif,"MASA,WSKT"
392,Mas Bro,ITMG diam2 to the moon  ,10:03:25 AM,Monday April 5 2021,Positif,ITMG
393,45$$3 Chandera Husin,Sepertinya EXCL mau mulai terbang..... Guys........ YU sudah akum seminggu..... beli terus...,9:59:51 AM,Monday April 5 2021,Positif,EXCL
394,Ninonino:ambulance::ambulance:,Mari same essa opms naiknya signifikan bgt ya om,9:53:36 AM,Monday April 5 2021,Positif,"ESSA,MARI,OPMS,SAME"
395,Mic,MLPL FLY THE MOON,9:39:10 AM,Monday April 5 2021,Positif,MLPL
396,Ninonino:ambulance::ambulance:,"Membalas : Om om disini saya masih 17 tahun, mau nanya boleh ga om?
Prospek tfas gmna ya om? Dulu beli tfas di 600an alhamdulillah naik smpe skrng, cmn masi bingung. Gmna prospeknya, cuman baca berita bgini begitu  ",9:26:17 AM,Monday April 5 2021,Positif,"BACA,TFAS"
397,Aliong,Ntah kenapa setiap mau mencet buy tp kalo bbri lewat itu hati jadi deg2 an,9:02:16 AM,Monday April 5 2021,Positif,BBRI
398,SC,"Membalas : Bandar ihsg gocekan nya serem, alhasil pada pindah ke koin2an?
Iya. Gocekan bandar ihsg bkin mules.  trading di koin enak. Murni TA. Bru 30 mnt cuan 20% di koin",8:04:44 AM,Monday April 5 2021,Positif,KOIN
399,Aliong,"Bursa asia sama eropa beberapa libur, kang copet pd maen koin semua ini, banyak koin yg all time high :rocket:

Meanwhile ihsg : :money_with_wings:",10:41:11 PM,Monday April 5 2021,Negatif,KOIN
400,nathan,Itmg juga kecil pak di bawah 1% ,9:47:19 PM,Monday April 5 2021,Negatif,ITMG
401,Severinus Utomo,"Membalas : SMRA di antara emiten property yg laen lg d distribusi udh 5 harian ga tau knp, semoga bsok stop distribusi -_-
Distribusi lagi dong masih mau nawar lebih murah lagi wkwkwk",8:02:58 PM,Monday April 5 2021,Negatif,SMRA
402,Ahmad Rifai,"SMRA di antara emiten property yg laen lg d distribusi udh 5 harian ga tau knp, semoga bsok stop distribusi -_-",8:02:15 PM,Monday April 5 2021,Negatif,SMRA
403,atmajaya terry,"WSKT, PTPP mau kemana ini? After Gentlement talk malah loyo",3:52:59 PM,Monday April 5 2021,Negatif,PTPP
404,Eru Yagami,sekarang saham2 blue chip lagi pada downtrend semua. saya kurang tau penyebabnya,3:08:11 PM,Monday April 5 2021,Negatif,BLUE
405,Ronny,"Membalas : Iya saya juga sempat baca, jika mau invest harus pilih saham, untuk apa invest jangka panjang jika profit yg didapat tidak seban
Pbv nya unvr udah ketinggian. Susah buat naek lg. Alihin yg lain aja.
Kondisi market begini jgn dilawan, makin trading malah makin boncos nanti",2:57:28 PM,Monday April 5 2021,Negatif,UNVR
406,Jafar Sim,"Ihsg oohh ihsg saya tidak kuat mental, barusan saya CL dmmx di 430",2:52:55 PM,Monday April 5 2021,Negatif,DMMX
407,DapurEka,"Membalas : Waduh @DapurEka saya berharap kondisi cepat pulih Tp menurut sya kalo seandainya worst case butuh waktu 2 tahun utk balikin mod
Tidak ada yg tau nasib kedepan seperti apa, saya pun juga tidak tau bagaimana dunia persahaman karena baru join 2021, maka dari itu saya bertanya adakah masukan dari para senior di dunia persahaman jika menggunakan uang dingin + memiliki saham yg minusnya sudah dalam, apakah untuk dijadikan investasi jangka panjang akan baik

Untuk UNVR sendiri meski minus sudah dalam memang tidak ada pikiran untuk CL, karena saham bluechip jadi lebih aman untuk investasi jangka panjang. Hanya saja saya khawatir dengan TINS",2:38:49 PM,Monday April 5 2021,Negatif,"AMAN,TINS,UANG,UNVR"
408,Petro,"Tins lapkeu jelek, yg punya hati2, lapkeu jelek pada diturunin",2:34:22 PM,Monday April 5 2021,Negatif,TINS
409,Researcher,"Membalas : Photo
kalo trading beli di pucuk baru jual sekarang boncosnya gede, kalo invest juga fundamentalnya wskt ancur  ",1:12:16 PM,Monday April 5 2021,Negatif,WSKT
410,Hauw,"Membalas : Photo
Lha tp uda dibilang kmrn2 kan di sini
Realisasi SWF jelek, out
Makanya ini alasan analisa fundamental aliran kaca spion suka kalah pas angka di laporan keuangan bagus semua harganya udah sampe langit",1:11:16 PM,Monday April 5 2021,Negatif,SINI
411,Adion,"Membalas : WSKT udah avg down bbrp kali smpe 30% dr total porto...biasanya 1saham 10% dr porsi total...skrg minus 17%     ancur2an wskt...
Ke makan swf dlu skrg -39%",11:19:21 AM,Monday April 5 2021,Negatif,WSKT
412,Panji Wirawan,WSKT udah avg down bbrp kali smpe 30% dr total porto...biasanya 1saham 10% dr porsi total...skrg minus 17%     ancur2an wskt...,11:18:38 AM,Monday April 5 2021,Negatif,WSKT
413,Bagger Hunter,"Membalas : PTBA dividen sekitar 72.45 perak Dividen payout ratio 35% Yield sekitar 2.7% maish belum fix yah
Pantesan merah lumayan",11:10:02 AM,Monday April 5 2021,Negatif,PTBA
414,Andreas Teddy,BBRI cum date dividen hari ini tapi malah dibuang ya  ,11:09:56 AM,Monday April 5 2021,Negatif,BBRI
415,D F,"DPR PTBA tahun ini ternyata anjlok jadi hanya 35%, dividennya hanya sekitar Rp 72/lembar dan itu berarti dividen yieldnya hanya sekitar 2,7%.  

Mungkin bandar udah tau info ini jauh lebih dulu yaa, makanya dia distribusi terus.  
Ini adalah foto",11:06:34 AM,Monday April 5 2021,Negatif,PTBA
416,Billy,"Membalas : PTBA pun digebuki?
kecil dividendnya menurut rumor",11:06:02 AM,Monday April 5 2021,Negatif,PTBA
417,hery,PTBA pun digebuki?,11:04:35 AM,Monday April 5 2021,Negatif,PTBA
418,Andre Salim,buset ptba nya dibuang2 divnya jelek paling,10:56:20 AM,Monday April 5 2021,Negatif,PTBA
419,Dito,"FILM dibuka hampir ARA, tetapi sekarang menuju ARB  begitulah nasibnya kalo ada si VVIP tukang guyur  ",10:42:18 AM,Monday April 5 2021,Negatif,FILM
420,Doni Tata,"buat yg punya WSKT hati"". konstruksi BUMN yg paling ancur. rugi 7T itu benar adanya. di lapangan byk proyek yg mangkrak dan gaji pernah telat 2 minggu #infolapangan",10:38:07 AM,Monday April 5 2021,Negatif,WSKT
421,Yudha,WIKA yang terlihat strong kemarin ikut kebantai hari ini. Gapunya barang di konstruksi sih tp tega bgt ini bandarnya guyur   semoga yg didalem diberikan kesabaran,10:33:29 AM,Monday April 5 2021,Negatif,WIKA
422,Erich,pindahkan ptpp sm wskt ke bursa crypto aja    ,10:24:14 AM,Monday April 5 2021,Negatif,"PTPP,WSKT"
423,Puspita Wardani,"Membalas : Cent ga jebol"" 300 ya om
Sdh saatnya turun dulu, kemarin2 dikasih naik trs tiap hr, skrg dy lg istirahat dulu  ",10:23:59 AM,Monday April 5 2021,Negatif,CENT
424,Chai Lie,PTPP WSKT masuk kubur,10:22:54 AM,Monday April 5 2021,Negatif,"PTPP,WSKT"
425,hery,PTPP WSKT masuk kandang,10:20:43 AM,Monday April 5 2021,Negatif,"PTPP,WSKT"
426,Mimi,"Membalas : Sedih bgt liat wskt   
Ga kuat naik dh -24% sy  ",10:16:08 AM,Monday April 5 2021,Negatif,WSKT
427,CHR27,Sedih bgt liat wskt   ,10:14:23 AM,Monday April 5 2021,Negatif,WSKT
428,"IHSGUYURAN BLM NGEPRANK, APRIL MOP HATI2 PREPARE IF MARKET CRASH","Kan sdh sy warning film kmarin hti2 blm ad distribusi situ yg nafsuan salah sndri jgn salahkan pom2.lg ya...tu bakal di arb 50% dr harga high..

Klo ga tau cra masuk dan keluar ga ush ikt2 deh nnt dah nyangkut bru sibuk..

Klo saya si sambil ngopi sambil nonton dan nunggu bgitu ihsg stabil fil kembali ke angka 300an.. /250 baru sy pertimbangkan",10:03:51 AM,Monday April 5 2021,Negatif,FILM
