,Data,User,Pesan,Saham,Jam,Tanggal,Status
366,367,Hauw,"Terserah mau percaya mau nggak percaya. Saya taunya setelah konversi. Sebelum itu saya cuma copet2in MLPL nya. Cuan terus, hat trick udah
Ini adalah foto",MLPL,8:04:08 AM,Friday April 9 2021,Hapus
367,368,Poniman,"Membalas : Kalo menurut saya konversi itu tidak mungkin dilakukan, dia akan beli MPPA jadi dia ngutang ama dirinya sendiri, tapi saya yakin
Lah kan tadi nya MPPA utang ke anderson, sekarang sebagian utang sdh dikonversi ke saham . Sudah dilaksakan!!!!",MPPA,8:01:57 AM,Friday April 9 2021,Hapus
368,369,Hauw,"Kalo menurut saya konversi itu tidak mungkin dilakukan, dia akan beli MPPA jadi dia ngutang ama dirinya sendiri, tapi saya yakin narasi2 yang paling menjual yang akan dikeluarkan
Akan dibawa2 narasi ""lanjut ke harga konversi Temasek""
Atau kalo pake story Gojek ""Gojek + Toped means Matahari akan jadi basis operasional offline Gojek""
Selain karena harga konversi nya terlalu tinggi jumlah sahamnya terlalu banyak jadi akan sulit sekali dijual di harga pasar. Kita perlu inget obligasi konversi Temasek ini diterbitkan saat Matahari masih sehat
https://koran.tempo.co/amp/ekonomi-dan-bisnis/300063/temasek-mengakuisisi-saham-matahari-putra-prima",MPPA,7:58:55 AM,Friday April 9 2021,Bingung
369,370,Poniman,"Langkah perbaikan MPPA 
1. Konversi utang ke saham
2. Pembeli strategis
3. RI
4........dst",MPPA,7:56:49 AM,Friday April 9 2021,Hapus
370,371,Poniman,"Masalahnya lippo grup keuangnya terbatas, kalau MPPA saham dan perusahaannya membaik, apa ruginya bagi lippo?",MPPA,7:53:14 AM,Friday April 9 2021,Positif
371,372,Hauw,"Total aset MPPA 4,6T hanya beda 100M dengan harga konversi Temasek, kenapa Temasek harus konversi di harga sangat atas?
Tapi sekali lagi di market ini semua bisa terjadi kita nggak boleh membatasi pola pikir kita. Bisa aja kok MPPA naik. Kalo market makernya manfaatkan momentum ya naik","MPPA,POLA",7:51:17 AM,Friday April 9 2021,Hapus
372,373,Hauw,"Membalas : 1. Lihat track record Temasek di Danamon dan Indosat. 2. ini duit rp 4,5 T bukan 100-200 M 3. Temasek, cukup dana untuk memperba
Karena total saham beredar MPPA 3,4 miliar lembar sementara hak konversi Temasek hanya 1,4 miliar lembar. Tanpa persetujuan Riady clan ya Temasek tidak bisa mengendalikan perusahaan. At least harus diupayakan jalan tengah agar kondisi MPPA membaik dan Temasek gain sesuatu dari situ dan itu lebih mudah kalo kedua pihak sepakat
","AGAR,MPPA",7:50:25 AM,Friday April 9 2021,Hapus
373,374,Poniman,"Membalas : Ato tinggal gausa ditukar Pak, hutangnya default
1. Lihat track record Temasek di Danamon dan Indosat.
2. ini duit rp 4,5 T bukan 100-200 M
3. Temasek, cukup dana untuk memperbaiki MPPA. Kenapa harus jual rugi !
4. Saya liat Temasek nya , bukan Lippo nya
5. Kesimpulan , ngapain di hair cut, kalau temasek mau tinggal beli saham di masyarakat 1,25 m lembar x rp 100 = rp 125 m. Trus pompom !!!!","MPPA,TRUS",7:48:09 AM,Friday April 9 2021,Hapus
374,375,VIVIE,"Good morning,

Futures rise slightly after S&P 500 hits fresh record

U.S. stock futures moved higher in overnight trading on Thursday after the S&P 500 notched a fresh record in the regular session.

Dow.......33504   +57.3      +0.17%
Nasdaq.13829   +140.5    +1.03%
S&P 500..4097   +17.2       +0.42%
 
FTSE...... .6942   +56.9       +0.83%
Dax........15203   +26.3       +0.17%
CAC........6166     +35.1       +0.57%

Nikkei...29709    -21.8          -0.07%
HSI........29008   +333.3      +1.16%
Shanghai .3483  +2.9          +0.08%
ST Times..3186  -9.4           -0.29%

IDX.....6071.72   +35.11   +0.58%
LQ45.....906.62  +2.48      +0.27%

JAKMIND...1000.10    -2.50       -0.25%
JAKCONS....1691.51 +10.52     +0.63%
JAKTRADE...876.48   +1.43       +0.16%
JAKBIND......975.58   +6.15       +0.43%
JAKAGRI...1441.11    +0.14        -0.01%
JAKFIN.. ....1381.79   +8.72       +0.64%
JAKPROP......363.38   +4.61       +1.29%
JAKINFR...1047.13     -4.05         -0.39%
JAKMANU..1287.63   +8.91       +0.70%   
JAKMINE....1846.53   +29.60     +1.63%
 
*Indo10Yr..6.6709   -0.0260     -0.39% *
*ICBI....312.0236    +0.2061     +0.07% *
US10Yr....1.6320    -0.0210      -1.27%
*VIX............16.o5   -0.21           -1.22% :bangbang:*
  
USDIndx .....92.0590  -0.3790 -0.41%
Como Indx...187.37   +1.06     +0.57%
(Core Commodity CRB)
BCOMIN..... .146.55  +1.39     +0.96%

*IndoCDS.....85.2209  +1.3866  +1.65%*
 (5-yr INOCD5)  
 
*IDR.....14535.00 +40         +0.28%:bangbang:*
*Jisdor....14580   +67          +0.46%:bangbang:*


Euro.........1.1914  +0.0047   +0.40%


TLKM........23.37    -0.06       -0.26%
(3407)
EIDO..........21.69    +0.03     +0.14%
EEM...........54.01    +0.44     +0.82%

Oil.............59.76       -0.01       -0.02%
Gold ......1756.30     +14.70   +0.84%
Timah....25765.00   -10.00     -0.04%
Nickel...16820.00   +190.00  +1.14%
 
Coal price.....93.80   -0.90     -0.96%
(Apr/Newcastle) 
*Coal price.....85.45   -3.05   -3.45%*
(May/Newcastle)
*Coal price.....67.20   -1.60   -2.32%*
(Apr/Rotterdam) 
*Coal price.....66.95   -1.85    -2.69%*
(May/ Rotterdam)
 
CPO(Jun)....3788      -57         -1.48%
(Source: bursamalaysia.com)             
Corn..........579.75    +19.25   +3.43%
SoybeanOil...51.41  +0.41     +0.80%
Wheat....... 626.75   +12.05   +2.03%

Wood pulp.5512.50 +12.50  +0.23%

( *DE*/ *Phintraco(AT)*  09-04-21)
    
*****","GOLD,GOOD,HITS,INDX,RISE,TLKM,WOOD",7:45:35 AM,Friday April 9 2021,Hapus
375,376,Petro,"Membalas : jumat hari TP   
1 bln trakhir jumat ijo trus, ga tau hri ini  ",TRUS,7:36:19 AM,Friday April 9 2021,Positif
376,377,Eko Bawono,"Grup lippo sdh. Grup HT kapan? 
#MNCN. apakah bagus?
Ini adalah foto
Membalas : Pagi juga pak guru...
Pagi pak Dimas",MNCN,7:19:19 AM,Friday April 9 2021,Hapus
377,378,Dimas Irawan,"BNII ada 2 chart pennat sekaligus...  
Ini adalah foto",BNII,7:16:34 AM,Friday April 9 2021,Hapus
378,379,Aho Lie,Cumen ada 2 setiap peluang ada uangdan ada yg kehilangan uang /nyangkuters  ,UANG,7:05:08 AM,Friday April 9 2021,Hapus
379,380,Mini Me,"Membalas : wow.. kelar juga mbaca seribu lebih  .. DOID, SAME, ASSA, CENT, LPPF, DMMX, RAJA.. wah banyak y SP bbrp hari ini.. tinggal pi
Makasih ya sudah di rangkum  ","ASSA,CENT,DMMX,DOID,LPPF,RAJA,SAME",7:03:53 AM,Friday April 9 2021,Hapus
380,381,Hauw,"Pokoknya diinget aja kalo avg Anda udah paling tinggi ya jgn serakah
Awalnya saya blg SoS, beli di 404 harga beli
Tapi karena ada rights issue itu invalidated semua
Ya BISA aja sih rights issuenya di harga atas... Temasek disuruh naikin biar banyak org yg nebus. Kalo harga MPPA dinaikin sampe 1000 harga tebus 400 ya pada tebus. Terus Temasek exit. Lippo exit. Ujungnya ritel yg dikorbankan demi kerugian utang Temasek 4,5T",MPPA,5:13:03 AM,Friday April 9 2021,Bingung
381,382,Hauw,"Membalas : sudah baca pemaparan hu hauw tadi sore? siap sell on news
Itu pemaparan nya tanggal 7 April malemnya Pak
Begitu news keluar saya blg SOS... Wkkwkw",BACA,5:11:53 AM,Friday April 9 2021,Hapus
382,383,Hauw,"Membalas : 1. Anderson ( Temasek ) terpaksa menukar usd 300 jt = rp 4.5 T dengan saham MPPA sebanyak 1.4 milyar lembar pada harga rp 100 p
Ato tinggal gausa ditukar Pak, hutangnya default
Dapet aset-aset Lippo
Kena haircut
Haircut maksudnya asetnya 100M cuma bisa dijual 70M
Tapi ya bisa aja cocokmology dipake Pak
Karena sekali lagi ini barng banyaaaaaaaaaaaaak sekali institusi sangkut ya Pak dari Sbang sampe Merauke",MPPA,5:10:40 AM,Friday April 9 2021,Bingung
383,384,hery,"Membalas : ada arsenal main om
no wonder  ",MAIN,3:17:52 AM,Friday April 9 2021,Hapus
384,385,Achilles JoKer,ada arsenal main om,MAIN,3:17:08 AM,Friday April 9 2021,Hapus
385,386,krm nugraha,"kalo lihat chart,menurut saya lebih seru mlpl dari pd mppa
  ","MLPL,MPPA",3:07:11 AM,Friday April 9 2021,Positif
386,387,Benhan,"Wah canggih ya bot tele
Balik ke nobar Pakdhe haha",TELE,3:02:59 AM,Friday April 9 2021,Hapus
387,388,Benhan,"Salah kamar, itu ada The Traders yg satu lagi",SATU,2:59:20 AM,Friday April 9 2021,Hapus
388,389,Rays_Man,"pethakilan utk menurunkan AVG INCO akhirnya bisa BEP.. 
daan.. di saat sudah BEP, belom re-entry, harga komoditas nya naik.. alamat besok ngejar kereta ngegas ini   
Ini adalah foto",INCO,2:17:06 AM,Friday April 9 2021,Hapus
389,390,Rays_Man,"wow..
kelar juga mbaca seribu lebih  .. 
DOID, SAME, ASSA, CENT, LPPF, DMMX, RAJA.. wah banyak y SP bbrp hari ini.. 
tinggal pilih mana yg suka, atau pilih semua..     
kalo saya perhatikan, sektor finance lagi reversal, meski bca msh di dump.. 
mining juga mulai naik, seiring nikel sdh tembus resist 1 bln terakhir.. ANTM inco mulai aktif bbrp hari ini.. 
semoga scr jangka menengah uptrend.. 
makin cintah ama grup ini.. 
banyak pembelajaran dr berbagai bidang keilmuan.. 
grup pertama yg kuikuti dan Alhamdulillah msh tetap yg the best          
terimakasih semua Guru dan kawan disini.. semoga ilmu yg Anda share disini menjadi berkah yg akan terus mengalir sepanjang masa","ANTM,ASSA,BEST,CENT,DMMX,DOID,INCO,LPPF,MASA,RAJA,SAME",2:14:01 AM,Friday April 9 2021,Positif
390,391,Maimunah,"Membalas : kembali semua pemahaman nya kemana dan bebas menentukan pilihan dgn resiko masing
Sekali lagi chart vs doku ttp Doku juragan nya,ampun bang jago
Klu kuasai ritel bahaya temasek bisa sekelas Indosat kdpn bisa 1800 keatas prospek besar dengan link mrk gunakan tapi ya gitu deh sblm saham ini melempem
Ya sudah kembali kemasing2",LINK,2:03:20 AM,Friday April 9 2021,Hapus
391,392,Maimunah,"Membalas : temasek bukan jadi bumper tp ada kepentingan selamatkan uang nya yg usd 300jt di bayar dgn lembar saham yg nilainya cuma 140m
Kemahalan   
Yg ambil 100 perak ok lah masih lama itu baliknya , masih all media pula news nya",UANG,1:59:45 AM,Friday April 9 2021,Hapus
392,393,Eviros,"Membalas : temasek bukan jadi bumper tp ada kepentingan selamatkan uang nya yg usd 300jt di bayar dgn lembar saham yg nilainya cuma 140m
Niat investasi tpi mlah boncos ",UANG,1:58:47 AM,Friday April 9 2021,Hapus
393,394,RBTAN59,"Membalas : Tidak sedikit yg brani masuk ratusan juta pula kmrn2 luar biasa, sy kira bisa kah sekelas temasek dibuat bumper?
temasek bukan jadi bumper tp ada kepentingan selamatkan uang nya yg usd 300jt di bayar dgn lembar saham yg nilainya cuma 140m ",UANG,1:58:09 AM,Friday April 9 2021,Hapus
394,395,RBTAN59,"Membalas : Klo temasek oke oke aja, GCG lama yg bkin waspada
spt nya mlpl akan tunduk  kepada kehendak   temasek  untuk kerek hrg dan malah jd menguntungkan buat mlpl jg ( gak perlu modalin utk tingkat kan nilai aset nya di mppa)  
pinter nya om james ryadi   
pinter ma licik beda tipis sih   
timing nya pas jg bisa di hubung 2kan dgn bulan puasa dan idulfitri . jd ada katalis buat bandar kerek hrg    ",MLPL,1:40:47 AM,Friday April 9 2021,Hapus
395,396,Eviros,G punya MPPA,MPPA,1:08:41 AM,Friday April 9 2021,Hapus
396,397,Eviros,"Tau sendiri lippo grub gmna, nunggu prospektus ajalah, bnyak saham RI kok, ada AMRT juga",AMRT,1:04:54 AM,Friday April 9 2021,Netral
397,398,Maimunah,"Semua paparan yg bilang digoreng dan yg bilang otw 3000 sama sama kust argumen para ahli disini
Membalas : MPPA mau RI 
Disitu menarik nya",MPPA,12:57:47 AM,Friday April 9 2021,Hapus
398,399,Eviros,"Membalas : 1. Anderson ( Temasek ) terpaksa menukar usd 300 jt = rp 4.5 T dengan saham MPPA sebanyak 1.4 milyar lembar pada harga rp 100 p
MPPA mau RI ",MPPA,12:57:28 AM,Friday April 9 2021,Hapus
399,400,Maimunah,"Membalas : 1. Anderson ( Temasek ) terpaksa menukar usd 300 jt = rp 4.5 T dengan saham MPPA sebanyak 1.4 milyar lembar pada harga rp 100 p
Hmmmm 
Membalas : Jadi MPPA masih panjang rally nya?
Seru ini group masing2 keluarin argumen  
Membalas : Tentu masih panjang, tahap awal RI dulu. Jangka panjang Anderson ( Temasek) harus menebus kerugian mereka. Ingat ini TEMASEK BRO
Seru seru
Membalas : Siapapun yg belinya di 404, cukup gila... Tp kita ga pernah tau rencana gila apa di belakangnya yg akan terjadi. Yg pasti, pric
Kemahalan, kenapa mau, ada apa, apa mungkin temasek kgk kerja cmn duduk manis? Luar biasa ini emiten dari 89 perak naik begini, gurita ritel, knp bisa begini? Yg pinter emang Lippo dan temasek bukan anak kmrn sore ",MPPA,12:38:37 AM,Friday April 9 2021,Bingung
400,401,Self Off,"Sebenernya kurang lebih sih udh hit target, tapi kalo liat volume nya kayanya masih ada potensi buat masih lanjut di kemudian hari dgn target 575.

Tawaran pertama 495.
Kalau gak mau akum, break 495 CL dulu. 
Kalau mau akum, entry buy setiap ada sinyal candle rebound. 
Yg penting jgn lupa kombinasikan dgn analisa volumenya. 

 
Ini adalah foto
Membalas : Photo
DMMX dah kemaren 
Membalas : https://20.detik.com/detikflash/20210408-210408137/kemenhub-larang-semua-moda-transportasi-beroperasi-6-17-mei awas longsor GIAA
Weleh","DMMX,GIAA",11:54:47 PM,Tuesday April 6 2021,Bingung
401,402,Melvin E. S.,"sami-sami...bisa didiskusikan sesama anggota based on chart. sy juga pengen belajar utk memperdalam chart, kombinasi mana yg paling akurat...
Lebih cakep chart BRIS kalo dibanding AGRO...","AGRO,BRIS",11:08:46 PM,Tuesday April 6 2021,Positif
402,403,Meneer Greg,"Membalas : Gk ad chart agro kah di sini
Why?","AGRO,SINI",11:00:54 PM,Tuesday April 6 2021,Hapus
403,404,Mbah Bedjo,Gk ad chart agro kah di sini,"AGRO,SINI",10:57:00 PM,Tuesday April 6 2021,Hapus
404,405,Melvin E. S.,"Teknikal dan Bandarmology MPPA. semoga bisa membantu..
Ini adalah foto",MPPA,10:56:09 PM,Tuesday April 6 2021,Hapus
405,406,Poniman,"Membalas : sd 30december 2021 mppa mudahan sdh di 1800an jd corp dilaporan spt tahunan nya jd ok dech
Mudah2an, masa manager Anderson ( Temasek ) ngak ada usaha, Mau makan gaji buta tuh manager!!   ","MASA,MPPA",10:52:03 PM,Tuesday April 6 2021,Negatif
406,407,Edi Liem,Teman2 ada yg tau hasil RUPSLB BMAS hari ini?,BMAS,10:51:12 PM,Tuesday April 6 2021,Hapus
407,408,Aho Lie,Ada 2 kemungkinan prediksi mppa kita tunggu mana yg terjadi  ,MPPA,10:50:33 PM,Tuesday April 6 2021,Netral
408,409,RBTAN59,"Membalas : berharap om pillay kerek mppa sblom cumdate sdh minimal lebih dr separuh kerugian sdh kembali sisa nya lg bertahap set RI
sd 30december 2021  mppa mudahan sdh di 1800an jd corp dilaporan spt tahunan nya jd ok dech   ",MPPA,10:49:15 PM,Tuesday April 6 2021,Hapus
409,410,Meneer Greg,"Any Friday eve is a good eve pak 


  ",GOOD,10:48:09 PM,Tuesday April 6 2021,Hapus
410,411,RBTAN59,"Membalas : 1. Anderson ( Temasek ) terpaksa menukar usd 300 jt = rp 4.5 T dengan saham MPPA sebanyak 1.4 milyar lembar pada harga rp 100 p
berharap om pillay kerek mppa sblom cumdate sdh minimal lebih dr separuh kerugian sdh kembali
sisa nya lg bertahap set RI   ",MPPA,10:46:23 PM,Tuesday April 6 2021,Hapus
411,412,Poniman,"Membalas : Jadi MPPA masih panjang rally nya?
Tentu masih panjang, tahap awal RI dulu.
Jangka panjang Anderson ( Temasek) harus menebus kerugian mereka.
Ingat ini TEMASEK BRO!!!",MPPA,10:34:24 PM,Tuesday April 6 2021,Hapus
412,413,Dewi Calico,"Membalas : sudah baca pemaparan hu hauw tadi sore? siap sell on news
Siap sy baca ulang",BACA,10:33:18 PM,Tuesday April 6 2021,Hapus
413,414,hery,sudah baca pemaparan hu hauw tadi sore? siap sell on news,BACA,10:26:08 PM,Tuesday April 6 2021,Negatif
414,415,Dewi Calico,"Membalas : 1. Anderson ( Temasek ) terpaksa menukar usd 300 jt = rp 4.5 T dengan saham MPPA sebanyak 1.4 milyar lembar pada harga rp 100 p
Jadi MPPA masih panjang rally nya?",MPPA,10:25:01 PM,Tuesday April 6 2021,Hapus
415,416,Bow,"Membalas : Jadi besok KRAS meluncur keatas atau kebawah?  
Ke kanan yg pasti Pak..  
",KRAS,9:47:07 PM,Tuesday April 6 2021,Hapus
416,417,Tommy Daniel,Jadi besok KRAS meluncur keatas atau kebawah?  ,KRAS,9:44:39 PM,Tuesday April 6 2021,Hapus
417,418,Melvin E. S.,"Buat KRAS lovers semoga bisa membantu
Ini adalah foto",KRAS,9:41:26 PM,Tuesday April 6 2021,Hapus
418,419,Poniman,"Membalas : Pak @ahauw bisa jadi gak ada plot twist harga saham diangkat agar si Anderson memilih utk mengambil ER drpd MPPA group membayar
1. Anderson ( Temasek ) terpaksa menukar usd 300 jt = rp 4.5 T dengan saham MPPA sebanyak  1.4 milyar lembar pada harga rp 100 per lembar. Berarti bernilai rp 140 milyar
2. Anderson rugi besar uang senilai rp 4.5 T ditukar rp 140 m
3. Apakah Anderson ( Temasek ) diam saja, tentu tidak . Mereka orang2 pintar dan memiliki uang.
Pasti mereka akan memperbaiki managemen MPPA dan berusaha menaikkan nilai saham MPPA !!!
( sekali lagi mereka punya uang dan orang2 pintar)","AGAR,MPPA,UANG",9:39:09 PM,Tuesday April 6 2021,Hapus
419,420,Diana ajaaa:rocket::rocket::rocket:,"Membalas : Saya juga copet sana copet sini kok.. Klo udh ada feeling ga bagus saya out batasi cl.. Saya perketat dimarket saat ini jadi 3%.
""belajar disiplin""   ",SINI,9:12:15 PM,Tuesday April 6 2021,Hapus
420,421,krm nugraha,"Membalas : Yup dan penikmat hmsp ggrm beralih ke wismilak yg lbh murah.
gatel d tnggorokan   ","GGRM,HMSP",9:06:36 PM,Tuesday April 6 2021,Hapus
421,422,Meneer Greg,"Membalas : Dari sini saya belajar, kita semua harus melewati level2 ini supaya bisa pro 1.gampang buy susah cl klo salah 2.gampang buy
6. Gampang sayang...

 ",SINI,9:02:45 PM,Tuesday April 6 2021,Hapus
422,423,Fajar Oktavaria,"Membalas : Dari sini saya belajar, kita semua harus melewati level2 ini supaya bisa pro 1.gampang buy susah cl klo salah 2.gampang buy
1.gampang buy susah cl klo salah 
2.gampang buy gampang sell walau cuan dikit 
3.susah buy (fear) gampang sell (takut turun) copet 
4.gampang buy (sesuai setup) gampang hold (sesuai setup) gampang sell (sesuai setup)
5. Saat cash sudah berkurang alias sudah punya barang namun tetangga sebelah naik barang lama dilepas pindah ke tetangga yang naik tersebut, saat pindah ke tetangga barang lamanya naik","CASH,SINI",8:55:40 PM,Tuesday April 6 2021,Hapus
423,424,Hendra Santoso,"Membalas : Dari sini saya belajar, kita semua harus melewati level2 ini supaya bisa pro 1.gampang buy susah cl klo salah 2.gampang buy
susah sell hu kalau saya  ",SINI,8:54:21 PM,Tuesday April 6 2021,Negatif
424,425,panjianom,"Membalas : Dari sini saya belajar, kita semua harus melewati level2 ini supaya bisa pro 1.gampang buy susah cl klo salah 2.gampang buy
berarti yg masih ada 4 level ini dia orangnya gampangan  ",SINI,8:54:02 PM,Tuesday April 6 2021,Hapus
425,426,Eviros,"Membalas : Itu diatas...senangx kl sedang uptrend gini,smoga raja gk premature trendnya
260 kena fibo 0,68 atau golden ratio, smga bsok lanjutlah, hbis pinokio bar merah wajar, dan hari ini volumenya tipis",RAJA,8:53:38 PM,Tuesday April 6 2021,Negatif
426,427,Nanang Eko,"Membalas : Dari sini saya belajar, kita semua harus melewati level2 ini supaya bisa pro 1.gampang buy susah cl klo salah 2.gampang buy
Nomer 1 2 3 bener bgt nih hu, untuk mnuju ke nomer 4 nya ini bnyak rintangan ",SINI,8:52:38 PM,Tuesday April 6 2021,Hapus
427,428,Benhan,"Membalas : Dari sini saya belajar, kita semua harus melewati level2 ini supaya bisa pro 1.gampang buy susah cl klo salah 2.gampang buy
Dan trading pakai margin akan mempengaruhi itu semua.
Margin won t give you the time and the patience that you need.",SINI,8:52:01 PM,Tuesday April 6 2021,Hapus
428,429,panjianom,"Membalas : Dari sini saya belajar, kita semua harus melewati level2 ini supaya bisa pro 1.gampang buy susah cl klo salah 2.gampang buy
intinya jangan baperan  ",SINI,8:50:40 PM,Tuesday April 6 2021,Hapus
429,430,Billy,"Membalas : Photo
Dari sini saya belajar, kita semua harus melewati level2 ini supaya bisa pro  
1.gampang buy susah cl klo salah 
2.gampang buy gampang sell walau cuan dikit 
3.susah buy (fear) gampang sell (takut turun) copet 
4.gampang buy (sesuai setup) gampang hold (sesuai setup) gampang sell (sesuai setup)

Tentu yg paling susah no 4 
Mungkin ada yg mau nambahin",SINI,8:49:26 PM,Tuesday April 6 2021,Hapus
430,431,Erich,"Membalas : Iya ini konfirmasi lebih kuat.. Apalagi harga >MA20 >MA50>MA200 kadang mau ikut swing ga dikasih pullback.. Or pullback nya cuma
film hu     ",FILM,8:48:35 PM,Tuesday April 6 2021,Hapus
431,432,Bagger Hunter,"Membalas : The Traders ini grup Telegram yg pantas menjadi teladan grup2 saham lainnya. Ada Pak Carik yg rajin delete and kick posting2 ju
Di sini g ada stock pick pak, jadi kondusif. Klo ada SP dan SP nya gagal mesti rusuh   ",SINI,8:44:27 PM,Tuesday April 6 2021,Hapus
432,433,Jay Jay,"Membalas : Wahh saya trauma dgn kren 
saya malah seneng. bolak balik dapat",KREN,8:44:23 PM,Tuesday April 6 2021,Positif
433,434,Nanang Eko,"Membalas : Photo
Wahh saya trauma dgn kren ",KREN,8:43:59 PM,Tuesday April 6 2021,Negatif
434,435,ERSON S,"Membalas : di haka gk nih BBCA   
Di haka juga enggak ngaruh om",BBCA,8:38:21 PM,Tuesday April 6 2021,Hapus
435,436,Sales ERAA,"Membalas : https://www.cnbcindonesia.com/market/20210408131612-17-236226/bos-bca-bank-digital-bca-siap-operasi-pertengahan-tahun
di haka gk nih BBCA   ","BANK,BBCA",8:35:14 PM,Tuesday April 6 2021,Positif
436,437,Billy,"Membalas : Kras tp dmn hu Bill?
Klo ditanya kaya gini saya ga bisa jwb.. Soalnya yg enter buy n sell pak or bu sugi sendiri.. Hehe coba di cari titik2 supply kuat (resist) nya dmn kira2.. Bisa dipertimbangkan untuk jadi titik TP","KRAS,SUGI",8:23:27 PM,Tuesday April 6 2021,Hapus
437,438,Billy,"Membalas : Bukan gitu maksudnya om, yg saya punya skrg ya RAJA  
Iya hanya menambahkan Kalau2 tmn2 yg lain bingung, ga harus sesuai kriteria minervini or O'Neil bisa sedikit kita modif sesuaikan dgn kebutuhan    btw thanks analisa nya",RAJA,8:22:01 PM,Tuesday April 6 2021,Hapus
438,439,Rahma 20,"Membalas : Yup dan penikmat hmsp ggrm beralih ke wismilak yg lbh murah.
Pengalaman alm mbah dulu begitu... Dan akhirnya keterusan beli rokok yg murah.... Ga lg beli yg rokok mahal....","GGRM,HMSP",8:20:54 PM,Tuesday April 6 2021,Hapus
439,440,Lee Khong Huan,"Membalas : Kras tp dmn hu Bill?
Sesuai keserakahan masing  (ttd hu Billy  )",KRAS,8:20:32 PM,Tuesday April 6 2021,Hapus
440,441,Eko Bawono,"Membalas : seperti nya gk pak dari rasa juga beda jangan lupa hsmp dan ggrm juga ngeluarin produk skt yang harga nya hampir mirip sama prod
Oke noted. Trima ksh ",GGRM,8:19:22 PM,Tuesday April 6 2021,Hapus
441,442,Bapakne Naila,"Membalas : Banyak pak setup minervini, ga cuma raja.. Dan klo pun ada yg terpenuhi or ga jika memang disiplin dgn trade plan nya mau itu Vc
Bukan gitu maksudnya om, yg saya punya skrg ya RAJA     ","PLAN,RAJA",8:19:20 PM,Tuesday April 6 2021,Hapus
442,443,Jose - Aliran - YPC,"Membalas : Yup dan penikmat hmsp ggrm beralih ke wismilak yg lbh murah.
wismilak di Jawa masih kurang laku kok Pak Guru, masih kuat gudang garam merah dan sampoerna hijau","GGRM,HMSP,JAWA",8:19:20 PM,Tuesday April 6 2021,Hapus
443,444,nathan,seperti nya gk pak dari rasa juga beda jangan lupa hsmp dan ggrm juga ngeluarin produk skt yang harga nya hampir mirip sama produk wiim ya,"GGRM,WIIM",8:18:31 PM,Tuesday April 6 2021,Positif
444,445,sugi,Kras tp dmn hu Bill?,KRAS,8:18:19 PM,Tuesday April 6 2021,Hapus
445,446,Billy,"Membalas : Siap om, kalo masuk paS low cheat ya aman aja, tadi soalnya ada yg nyinggung setup minervini, ya liatin RAJA
Banyak pak setup minervini, ga cuma raja.. Dan klo pun ada yg terpenuhi or ga jika memang disiplin dgn trade plan nya mau itu Vcp HTF itu kan trademark mereka, sesuaikan kembali dgn style kita hehe.. Menurut saya wiim isat same assa mari dan beberapa nama lain termasuk setup bagus walau ga 100% Vcp or HTF.. Tp ga selalu yg fully seperti itu gagal..  

*setiap org bisa liat chart dalam. Berbagai sudut pandang itulah indah nya berbagi analisa  ","AMAN,ASSA,ISAT,MARI,PLAN,RAJA,SAME,WIIM",8:18:18 PM,Tuesday April 6 2021,Hapus
446,447,sugi,Kren gmn hu Billy,KREN,8:17:19 PM,Tuesday April 6 2021,Hapus
447,448,Bapakne Naila,"Membalas : oalah ,, bukannya bagus bang kalau retest dlu menguji resisten become support
Siap om, kalo masuk paS low cheat ya aman aja, tadi soalnya ada yg nyinggung setup minervini, ya liatin RAJA","AMAN,RAJA",8:14:54 PM,Tuesday April 6 2021,Hapus
448,449,TAUFIQI ROMADHON,"Membalas : Terimakasih.. Silahkan tmn2 yg tertarik raja sudah ada analisa nya
Itu diatas...senangx kl sedang uptrend gini,smoga raja gk premature trendnya ",RAJA,8:11:24 PM,Tuesday April 6 2021,Positif
449,450,Billy,"Membalas : Photo
Terimakasih.. Silahkan tmn2 yg tertarik raja sudah ada analisa nya",RAJA,8:08:31 PM,Tuesday April 6 2021,Hapus
450,451,TAUFIQI ROMADHON,"Membalas : Silahkan di share analisa nya..
RAJA bsk mampir dl di 240 kl dia mantul ke atas akan mencoba resisten di 270...tp kl support 240 jebol segera cutloss",RAJA,8:05:16 PM,Tuesday April 6 2021,Positif
451,452,Eko Bawono,"#isat ga tau bener ga wave count nya  
Ini adalah foto",ISAT,7:59:07 PM,Tuesday April 6 2021,Hapus
452,453,Billy,"Membalas : Daahh RAJA aja   
Silahkan di share analisa nya..
Membalas : ASSA ini saya tunggu juga. Semoga kali ini bikin konsolidasi di 1900an
Iya pak.. Setipe sama SAME seperti nya  ","ASSA,RAJA,SAME",7:55:34 PM,Tuesday April 6 2021,Hapus
453,454,Bapakne Naila,"Membalas : Thank you tambahan nya pak
Daahh RAJA aja   ",RAJA,7:55:17 PM,Tuesday April 6 2021,Positif
454,455,Benhan,"Membalas : Photo
ASSA ini saya tunggu juga. Semoga kali ini bikin konsolidasi di 1900an",ASSA,7:54:10 PM,Tuesday April 6 2021,Hapus
