,Data,User,Pesan,Jam,Tanggal,Status
164,165,Jimmy,"Membalas : Yup sy setuju. Sy cuma tergelitik dg yg di sampaikan WB ini. Kayaknya ada benarnya. Bgmn bisa seseorang beli perusahaan (ana
Itu kan prinsipnya WB, Pak. Buat yang trading mah bilangnya lain. Ngapain dibawa naik turun pada akhirnya malah turun lagi...     Masing-masing ada pembelaan lah. Macam aliran TA, FA, Bandarmologi, sampe aliran Bulan Bintang Planet. Semuanya bagus lah asal bisa bikin cuann   ",7:06:54 PM,Saturday March 27 2021,Bingung
165,166,Avianto,"Yup sy setuju. 

Sy cuma tergelitik dg yg di sampaikan WB ini. Kayaknya ada benarnya. 

Bgmn bisa seseorang beli perusahaan (analaogi beli saham = beli perusahaan)  jam 10 pagi , lalu menjualnya jam 11.00 nya ? Kalo bukan judi apa namanya ?

Meski dg di balut TA, chart, apapun itu.. day trading tetap spt judi. Kalo kalah (turuh harga ), lsg CL. Kalo menang , lsg TP (narik duit)",7:04:56 PM,Saturday March 27 2021,Bingung
166,167,Charles Prop,"Membalas : Day trading is not investing. Day trading is gambling. ...  Money is made in investments by investing and by owning good compani
Wajar pak. Prinsip investasi ya hold jangka panjang. Kalau bapak beli rumah hari ini 1milyar besok jadi 2 milyar ya gitu analoginya. Sama seperti saham, kenaikan sehari 2 hari ya ga mencerminkan kinerja. Alias digoreng
Membalas : Intinya yang penting cuan Om. Mau pake cara apapun sah-sah saja. Tapi benar kalo main terlalu cepat ya lebih cenderung ke gambli
Ia kalau yg pinter dari judi bisa jadi buka casino di makau. Saya lupa namanya cm orgnya uda meninggal warisannya bisnis judi dimana2 ",6:59:51 PM,Saturday March 27 2021,Bingung
167,168,Jimmy,"Membalas : Day trading is not investing. Day trading is gambling. ...  Money is made in investments by investing and by owning good compani
Intinya yang penting cuan Om. Mau pake cara apapun sah-sah saja. Tapi benar kalo main terlalu cepat ya lebih cenderung ke gambling. Tapi bukan berarti gambling ga bisa cuan. Saya ada beberapa teman yang memang penjudi professional dan memang judi buat nyari duit. Mereka bener2 fokus di meja judi dengan berbagai cara probabilitas. Jadi judinya mereka pun bukan untung2an...  ",6:57:02 PM,Saturday March 27 2021,Bingung
168,169,Fajar Oktavaria,"Membalas : Yup, kebanting indeks saat itu dan harga coal yg terkoreksi. Seandainya bapak entry kl ada pantulan, pasti bapak ga entry saat i
Iya pak itu kesalahan terbesar saya dan juga saat itu saya lupa pasang sl, lebih baik tunggu pantulan walaupun rewardnya berkurang dari pada jadi loss   ",6:46:44 PM,Saturday March 27 2021,Bingung
169,170,Charles Prop,"Betul pak TA buat ukur loss dan profit itu sangat bagus cuma ga menghilangkan unsur spekulasi di forex karena minimnya data. Bahkan survey broker itu rata2 75% up trader loss.

Bahkan di ihsg sendiri pun sering jadi mainan bandar kan?
Pasti uda sering nemu kan uda breakout tiba2 dihaki balik?

Nah yg haki itu justru ngerti TA, pasang offer gede2 di resistant tiba2 dicabut sama dia, retail2 mengira bahwa resisten uda dijebol dan dihaka rame2 baru deh dihaki balik sama bandarnya ",6:45:40 PM,Saturday March 27 2021,Bingung
170,171,Billy,"   Saya aja masih blm bisa 100%disiplin..tp ya setelah liat ada yg kaya gini di report porto bikin saya makin pngn improve makanya mau lebih disiplin lg.. Untung nya masih dikasih cuan sampe maret hehe.

Saya mau kaya si minervini pokoknya.. Masa dia bisa saya ga bisa  ",6:42:46 PM,Saturday March 27 2021,Bingung
171,172,Jutha Bram,"Membalas : Pak @JuthaBram Berarti. Ini ihsg sdh swing low ya? Nda turun ke 5800 atau 6000 lg? Senin pasti org2 pada haka kyk nya.. A
Iya pak, 6058 akan jd swing low sementara sepertinya.
Bulan dividen sdh tiba, money inflow semakin dekat, akan bnyk likuiditas membanjiri market yg akan ngedrive harga ke atas.
Semoga. 
Amiin ",6:41:47 PM,Saturday March 27 2021,Bingung
172,173,Charles Prop,"Membalas : Krn waktu itu says persis pegsng bbtn begitu berits krluar naik 600%nsik tinggi says cuan lumyn saya udah bilg ama saudara sampa
Betul pasti pullback krn bbtn baru break ath 2020 jan kemarin. Tapi masih akan naik lagi mengikuti kinerjanya. Ini berlaku buat saham2 lain jg yg punya kinerja positif",6:38:18 PM,Saturday March 27 2021,Positif
173,174,Kaanz ,"Membalas : Pusing pak.. Makan aja ga berasa.. Malah pngn balas dendam besok nya top op eh gtu lagi.. Klo inget jaman itu mending judi aja s
Wahh menarik bisa ketemu bule"" yang kinclong"" kek di film fast and furious , Macau itu dubai ya? ",6:37:47 PM,Saturday March 27 2021,Hapus
174,175,Fajar Oktavaria,"Membalas : Beli di ara lalu dibanting ke arb pake margin pula.. Duh saya pernah bgt dlu kaya gini. Haka saham ga jelas di running trade, se
Saya ga kebayang penderitaannya seperti apa   

jadilah tim nawar harga ala emak emak    @panjianom",6:35:19 PM,Saturday March 27 2021,Hapus
175,176,Billy,"Membalas : Kl balil arb normal, biasanya masnya pasang ts brp persen mas?
Harus disiplin maksimal 7% tergantung posisi.. Mau ga mau pak.. Meski kadang masih sering saya terhasut wkwkw",6:35:18 PM,Saturday March 27 2021,Hapus
176,177,Kaanz ,CENT nya potensi SSP dong ,6:35:16 PM,Saturday March 27 2021,Positif
177,178,Fajar Oktavaria,"Tapi yang arb masih 7% aja sudah banyak yang sensi, ga kebayang kalo arb sudah 25% lagi akan seperti apa   ",6:34:17 PM,Saturday March 27 2021,Negatif
178,179,Billy,"Membalas : Tim nawar harga ala emak emak saat itu akan senang hu  
Beli di ara lalu dibanting ke arb pake margin pula.. Duh saya pernah bgt dlu kaya gini. Haka saham ga jelas di running trade, selesai market senggol bacok   ",6:33:58 PM,Saturday March 27 2021,Negatif
179,180,Aho Lie,"Membalas : Emak2 selalu benar  
Cent kiri belok kanan ",6:33:43 PM,Saturday March 27 2021,Hapus
180,181,Taufiq,"Kl balil arb normal, biasanya masnya pasang ts brp persen mas?",6:33:05 PM,Saturday March 27 2021,Negatif
181,182,Fajar Oktavaria,"Membalas : Ideal nya emang balik lg ke arb normal  .. Tp ya... Siap2 aja yg ga biasa arb 6% goyang nya mantap
Tim nawar harga ala emak emak saat itu akan senang hu  ",6:32:27 PM,Saturday March 27 2021,Hapus
182,183,Bhagas,"yang penting cuan pak  
",6:30:51 PM,Saturday March 27 2021,Hapus
183,184,Kaanz ,"Membalas : Ideal nya emang balik lg ke arb normal  .. Tp ya... Siap2 aja yg ga biasa arb 6% goyang nya mantap
Bakal tambah galau kalo yang ga disipilin cutlos ",6:30:40 PM,Saturday March 27 2021,Hapus
184,185,Aho Lie,"Membalas : Deviden bagi pun jg ga akan besar. Dan ga ada artinya. Toh bbtn selama ini nyari duit dari kupon obligasi, yg harus dibayar bung
Krn waktu itu says persis pegsng bbtn begitu berits krluar naik 600%nsik tinggi says cuan lumyn saya udah bilg ama saudara sampai target 2000 kits tinggsl bener 2100 lebh lgs amblas bgt gak bagi deviden krn kbr bagus dan gak ngaruh banget ke saham sori ini pribadi bisa beda2 analisa gak kelar2     ",6:30:16 PM,Saturday March 27 2021,Positif
185,186,Billy,Ideal nya emang balik lg ke arb normal  .. Tp ya... Siap2 aja yg ga biasa arb 6% goyang nya mantap,6:29:49 PM,Saturday March 27 2021,Negatif
186,187,Kaanz ,"Membalas : ARB simetris itu turun 25%
Wow bakal balik lagi kek awal dong? ",6:28:33 PM,Saturday March 27 2021,Hapus
187,188,Charles Prop,"Membalas : Klo nurut saya begitu bilg untung nsik 600%lrbh tp deviden gak bagi
Deviden bagi pun jg ga akan besar. Dan ga ada artinya. Toh bbtn selama ini nyari duit dari kupon obligasi, yg harus dibayar bunganya tiap bulan lumayan tinggi. Kalau skrg ada profit buat jadiin modal kerja, berarti sudah terlihat btn ini mulai ada perbaikan kinerja.",6:26:53 PM,Saturday March 27 2021,Bingung
188,189,Aho Lie,"Membalas : Contoh yang barusan kejadian adalah BBTN. Dirut ditarik org luar. Investor ngerasa kebijakan bbtn ini uda bagus, tapi berhub org
Klo nurut saya begitu bilg untung nsik 600%lrbh tp deviden gak bagi  ",6:24:39 PM,Saturday March 27 2021,Positif
189,190,Avianto,"Day trading is not investing. Day trading is gambling. ...  Money is made in investments by investing and by owning good companies for long periods of time,  Buffett told CNBC in March 2016.  If they buy good companies, buy them over time, they're going to do fine 10, 20, 30 years from now. 

Any comment ???",6:24:25 PM,Saturday March 27 2021,Hapus
190,191,Puspita Wardani,"Membalas : Ci Rui maksdnya ARB simetris apa ya? Noted tadi bahas tapi tidak mengerti mksdnya? 
ARB simetris itu turun 25%",6:22:22 PM,Saturday March 27 2021,Negatif
191,192,ericko L,"Membalas : Padahal di RTI , sdh terlihat kalo setiap Q di 2020, rugi terus. Tapi kenapa tetap aja ada trader yg beli..bahkan sampai puluhan
story sm katalisnya kuat pak  
kalau trader momentum mungkin ini adalah momennya utk .......",6:22:22 PM,Saturday March 27 2021,Hapus
192,193,Bu Nana,"Kayaknya wskt tunggu akhir april
",6:19:14 PM,Saturday March 27 2021,Hapus
193,194,Avianto,"Membalas : Photo
Padahal di RTI , sdh terlihat kalo setiap Q di 2020, rugi terus. Tapi kenapa tetap aja ada trader yg beli..bahkan sampai puluhan juta yah, hu ? 

Apakah kalo trader, cukup lihat TA aja yah, gak perlu lihat FA ?",6:15:50 PM,Saturday March 27 2021,Hapus
194,195,Billy Zhaky,"Membalas : Kalo dia bilang TA itu bullshit suruh dia trading di XAUUSD all in
Ya makanya dia cuma bisa trading di ihsg aja  ",6:12:58 PM,Saturday March 27 2021,Hapus
195,196,Denny Wang,"Pak @JuthaBram 

Berarti.  Ini ihsg sdh swing low ya?

Nda turun ke 5800 atau 6000 lg?


Senin pasti org2 pada haka kyk nya..

Apa kita sdh. Mulai masuk fase Party sampe juni?",6:12:21 PM,Saturday March 27 2021,Negatif
196,197,Ferry Setiawan,"Membalas : Nah ini sangat setuju hu Ferry ... Saya sih lebih serem nanti kl ARnya dibuat simetris lagi, ga bisa nyantai2 lagi ah ARB cuma
Seleksi alam ini sis",6:10:32 PM,Saturday March 27 2021,Hapus
197,198,Charles Prop,"Contoh yang barusan kejadian adalah BBTN. Dirut ditarik org luar. Investor ngerasa kebijakan bbtn ini uda bagus, tapi berhub org luar masuk maka bakal ada rubah kebijakan lagi dan belum tentu sinergis. Makanya itu saham lsng drop sampe lumayan dalam",6:07:04 PM,Saturday March 27 2021,Negatif
198,199,Charles Prop,"Ga ada yg salah pak trading/investing. Yg penting cuan. Cuma survey dari temen2 yg ud lama trading, trading jangka pendek itu akan lebih sulit bertahan lama ketimbang invest. Jadi saya sih porto untuk trading hanya 10-20% dari porto invest. 

Kita ga akan pernah tau kapan maret 2020 terulang lg
Investor nga harus 1 tahun keatas. Dibwh 1 tahun pun bisa. Bedanya trader sama investor ya simple aja sih. Trader cm cari selisih harga, investor cari harga, deviden, perkembangan perusahaan dll. Kalau investor tiap rups pasti dateng karena dia berasa pemilik perusahaan. Kalau dijual dibwh setahun bukan investor donk?
Nga juga, bisa jadi investor tapi pas datang rups, kebijakan perusahaan diganti bikin investor ga nyaman. Itu saatnya dia keluar
",6:01:41 PM,Saturday March 27 2021,Bingung
199,200,Kaanz ,"Membalas : Saya setuju dan kemungkinan bakal makin banyak trader yang akan kena seleksi alam nantinya kalau tidak mau belajar dan beradapta
Ci Rui maksdnya ARB simetris apa ya? Noted tadi bahas tapi tidak mengerti mksdnya? ",5:59:06 PM,Saturday March 27 2021,Hapus
200,201,Rui :rocket: :speedboat::dancer: ,"Membalas : Moga2 ke depannya arb jadi simetris  
Saya setuju dan kemungkinan bakal makin banyak trader yang akan kena seleksi alam nantinya kalau tidak mau belajar dan beradaptasi   ",5:58:09 PM,Saturday March 27 2021,Hapus
201,202,panjianom,"Membalas : Nah ini sangat setuju hu Ferry ... Saya sih lebih serem nanti kl ARnya dibuat simetris lagi, ga bisa nyantai2 lagi ah ARB cuma
Moga2 ke depannya arb jadi simetris  ",5:55:30 PM,Saturday March 27 2021,Hapus
202,203,Rui :rocket: :speedboat::dancer: ,"Membalas : Mumpung belum ilang, segera cari opsi pengganti nya
Nah ini sangat setuju hu Ferry ...  Saya sih lebih serem nanti kl ARnya dibuat simetris lagi, ga bisa nyantai2 lagi ah ARB cuma 7%   CL harud super ketat dan money management juga",5:53:13 PM,Saturday March 27 2021,Negatif
203,204,Charles Prop,"Teknikal, bandarmology, astrology, ato apalah itu tergantung sama yg pake aja, mau pake silahkan mau nga jg gpp. 

Cuma kalau ada yg ga pake apakah pasti gagal? Ya kalau ngomong sama investor ya ga valid. Contohnya apakah LKH beli saham dia ada lihat garis2 chart, fibo dkk?",5:52:51 PM,Saturday March 27 2021,Hapus
204,205,Rui :rocket: :speedboat::dancer: ,"Membalas : spt gak bilang bulshit... tp dia bilang buat dia gak guna.. kalo buat org msh pake silahakan gak ada yg larang krn dia prinsip n
Pandangan dia ga salah, tapi di dunia saham menurut saya ya harus jago adaptasi dan open minded buat survive, kalau terlalu kepatok sama satu hal bakalan repot sendiri nanti   ",5:28:39 PM,Saturday March 27 2021,Hapus
205,206,ericko L,"wskt, tapi kalau bumn yg penting storynya  
Ini adalah foto",5:22:03 PM,Saturday March 27 2021,Hapus
206,207,yiyinfx,"Membalas : Buat video, banyak view = banyak adsense setidaknya loss berkurang
Dan semakin membuktikan pameo bahwa tidak ada trader yg benar2 murni mendapatkan profit atau penghasilan dari trading  
",4:37:21 PM,Saturday March 27 2021,Hapus
207,208,Fajar Oktavaria,"Membalas : Keren amat ya si rayner, masih bisa bikin video setelah kehilangan duit segitu banyak
Buat video, banyak view = banyak adsense setidaknya loss berkurang  
",4:30:05 PM,Saturday March 27 2021,Hapus
208,209,Fakhri Arsyan,"#JPFA,  potensi bikin HnS
Ini adalah foto",3:48:09 PM,Saturday March 27 2021,Positif
209,210,Bapakne Naila,"Membalas : Wskt hbs naik terus turun tambah dalem. Saya kemarin cl 17 jt. Nyangkut d 1900. Pembelajaran saya sih ngk disiplin cl sama kelir
Tau akum dari mana om? Kode broker? Lupakan, biar gankaget kalo kode broker hilang   ",3:33:28 PM,Saturday March 27 2021,Hapus
210,211,Taufiq,Wskt hbs naik terus turun tambah dalem. Saya kemarin cl 17 jt. Nyangkut d 1900. Pembelajaran saya sih ngk disiplin cl sama keliru bergurunya. Tiap turun avg down malah longsor.. Tp hbs pindah dpt 2 jt an. Entar kl lihat bandar2 besar mulai accum baru beli lagi. Kl dr grafik kayaknya masih turun lagi. Berita swf dr kemarin ngk ngefek kayaknya.,3:31:31 PM,Saturday March 27 2021,Bingung
211,212,IHSG MORNING STAR OTW 6500,"Ad yg bs analisakan wskt
Ini adalah foto",3:21:59 PM,Saturday March 27 2021,Hapus
212,213,Satimin Sejati,"Membalas : aduh, ini mah. beli teh hangat saja pakde  
Teh tawar anget? Hihihi...
Maklum sudah suhu, jadi harus mementingkan kesehatan daripada manjain lidah.",3:21:12 PM,Saturday March 27 2021,Hapus
213,214,hery,"Membalas : Nama km keren ya.. Ve nya ada 3... *** contoh bikin build up ringan
build up dalam box? dalam TT?  
Membalas : No ice no sugar   
aduh, ini mah. beli teh hangat saja pakde  ",3:19:40 PM,Saturday March 27 2021,Hapus
214,215,Hendro Masori,"Membalas : Inget jatah gula pak lurah  
No ice no sugar   ",2:59:36 PM,Saturday March 27 2021,Hapus
215,216,Vesilia Vebiola Vesi,"Membalas : Nama km keren ya.. Ve nya ada 3... *** contoh bikin build up ringan
Billy ... Takut ah sm ko Billy... Kabuurrr aja dari km...  ",2:48:47 PM,Saturday March 27 2021,Hapus
216,217,Billy,"Membalas :  
Nama km keren ya.. Ve nya ada 3...



*** contoh bikin build up ringan",2:47:09 PM,Saturday March 27 2021,Hapus
217,218,Billy,"Membalas : Trading swing jangka panjang mungkin maksudnya Koh...
Saya lebih suka nyebut nya trend following aja cuma ya emang bulanan makanya saya sertakan ""how to hold stock""",2:45:04 PM,Saturday March 27 2021,Hapus
218,219,Billy,"Membalas : bukan pada trading aja, beberapa dari kita juga ingin ARA hubungannya
Cewek kalau di haka langsung full margin juga ga suka hu.. Santai aja.. Udh break MA10 uptrend blm.. Klo belum ya jadiin WL dlu...
Masa baru kenalan udh ngajak nikah, baru kenalan udh gandeng2.. Ilfeel lah cewek.. Build up dlu base nya    ",2:41:41 PM,Saturday March 27 2021,Hapus
219,220,Rui :rocket: :speedboat::dancer: ,"Membalas : Grs ungu sinyal buy dr candle
Ah I see, karena membentuk doji long bottom wick jdnya entry waktu candle berikutnya bullish melewati harga tertinggi candle merah sebelum doji ya.... Noted dan terimakasih sekali lagi     ",2:41:14 PM,Saturday March 27 2021,Hapus
220,221,Chak Roy,"Membalas : Photo
Kode aces pak hehehe",2:40:29 PM,Saturday March 27 2021,Hapus
221,222,Eko Bawono,"Membalas : Wah terimakasih insightnya Pak... Jadi garis ungu itu batas CL kalau entry skrg di 1005 ya?
Grs ungu sinyal buy dr candle",2:38:49 PM,Saturday March 27 2021,Positif
222,223,Fajar Oktavaria,"Membalas : Klo ini naturally  
bukan pada trading aja, beberapa dari kita juga ingin ARA hubungannya   ",2:37:56 PM,Saturday March 27 2021,Hapus
223,224,Satimin Sejati,"Ada yang menarik dari obrolan semalam (live chat telegram). Dan saya cocok. Yaitu dg cara belajar yang disampaikan pak @hmasori .

Ini perjalanan saya dari tahun lalu. Saya belajar pada satu guru sampai habis (kalau youtube, ya semua video saya tonton). 

Contoh. Misalnya saya belajar fundamental. Saya akan habiskan seluruh video2 dari orang2 yang saya anggap ahli FA. Bagaimana menghitung harga wajar dari berbagai metode, mengamati katalis dan translate terhadap harga. Belajar menghubungkan data yang sifatnya korelasi dan kausalitas.

Setelah merasa cukup saya belajar TA, BDM, Time cycle.

Dan sampai sekarang masih terus berproses dalam belajar hal2 di atas.",2:36:13 PM,Saturday March 27 2021,Bingung
224,225,Hendro Masori,"Kangen...
Ini adalah foto",2:34:32 PM,Saturday March 27 2021,Hapus
225,226,Eko Bawono,"#SMRA
Ini adalah foto",2:31:44 PM,Saturday March 27 2021,Hapus
226,227,Billy,"Membalas : Saya SAME tahun lalu sempat beli waktu break MA200D/MA50W tp masi pethakilan, belum tahu teknik2 entry yg bagus dan kapan kudu d
Saya aja itu baru menyempurnakan nya skrg2 kok ga sempet dlu masih trial dan error.. Makanya saya bagi aja deh disini.. Sebenernya itu secret cheat Saya.. Tp karena kaya pak lurah kemarin blg berbagi nanti juga akan kembali kekita.. Yaudah apasalahnya hehe. Dan lagian bisa cocok or ga sama trading style tiap org..",2:28:31 PM,Saturday March 27 2021,Bingung
227,228,Chak Roy,"Membalas : Saya SAME tahun lalu sempat beli waktu break MA200D/MA50W tp masi pethakilan, belum tahu teknik2 entry yg bagus dan kapan kudu d
Beli hotel",2:28:23 PM,Saturday March 27 2021,Hapus
228,229,Rui :rocket: :speedboat::dancer: ,"Saya SAME tahun lalu sempat beli waktu break MA200D/MA50W tp masi pethakilan, belum tahu teknik2 entry yg bagus dan kapan kudu di hold jadinya ya dijual lg begitu cuan....

Andaikan saya hold   ",2:26:03 PM,Saturday March 27 2021,Netral
229,230,Billy,"Membalas : Jadi saat break volume tinggi baru masuk buat optimal entry ya? Kalau mau spekulasi cicil2 waktu sudah mulai mendekati MA50W nya
Iya ini waktu posisi nya market baru mau turn bull kang.. Skrg kan beda lg.. Skrg cari pivot entry ketika Saham2 yg lg otw uptrend.. Bisa flat base.. Bisa cnh atau rounding",2:24:46 PM,Saturday March 27 2021,Positif
230,231,Chai Lie,"Membalas : Ada 2 kondisi ketika udh bull dan menjelang bull.. Dan yg menawarkan profit terbesar yg ketika Bull baru mulai.. Which is ketika
:memo::memo::memo:",2:24:16 PM,Saturday March 27 2021,Hapus
231,232,Billy,Silahkan diliat di bris antm agro bbkp,2:23:42 PM,Saturday March 27 2021,Hapus
232,233,Fajar Oktavaria,"Membalas : Photo
:memo::memo: 

Kalau yang penting cuan juga keinginan kita semua kak rui   @RuiAuxilia",2:22:49 PM,Saturday March 27 2021,Hapus
233,234,Bapakne Naila,"Bener ci, haham uptrend salah satu cirinya kebentuk HL",2:21:07 PM,Saturday March 27 2021,Hapus
234,235,Rui :rocket: :speedboat::dancer: ,"Membalas : Ada 2 kondisi ketika udh bull dan menjelang bull.. Dan yg menawarkan profit terbesar yg ketika Bull baru mulai.. Which is ketika
:book::book:      

Fajar Oktavaria  mau oppa, mau unnie, mau mbak, mau mas, mau ci, mau koh, mau akang, mau neng silakan, yang penting cuan    #eh",2:20:44 PM,Saturday March 27 2021,Hapus
235,236,Billy,"Membalas : Ga ada.. Saya kalau screening simple kok.. Price above or = MA10, MA10 ABOVE MA50, M50 above MA200.. Dah dlu.. Ini khusus untuk
Ada 2 kondisi ketika udh bull dan menjelang bull.. Dan yg menawarkan profit terbesar yg ketika Bull baru mulai.. Which is ketika MA10 weekly mulai bergerak narrowing ke MA50 weekly dgn kondisi price diatas MA10 weekly for at least 1 minggu..silahkan di backtest sendiri.. Bris agro wiim bbkp contoh gampang nya pas awal updtrend gmn tuh weekly chart nya",2:18:21 PM,Saturday March 27 2021,Bingung
236,237,Jimmy,"Membalas : Nah kalau kita belajar dari pengalaman Pakdhe dan senior2 Traders di sini, start small jadi walaupun rasain loss, masih ga bikin
Bener Pak. Tapi dari pengalaman saya sendiri, walaupun ilmu uda banyak, trading 1jt ama 1M, mentalnya beda banget  ",2:12:35 PM,Saturday March 27 2021,Hapus
237,238,Rui :rocket: :speedboat::dancer: ,"Membalas : joss om rui, aku ngeri ahh kl cm 1 saham porto all in..
Perasaan yang lain sudah manggil pakai ci atau bu, yang ini anti mainstream manggilnya om, udah ngga pak atau mas lagi    

Koh Billy  ijin masukkan k notes saya buat referensi alias jiplak yak           
saya jg kl trading selalu mencari saham uptrend kencang soalnya enak ngikut dibawa arus, tp masi mencari rule mana yg tepat buat indikasi strong uptrend itu

*elus2 SAME dalam kotak gembok*   ",2:06:14 PM,Saturday March 27 2021,Bingung
238,239,qodri,"Membalas : Photo
wkwkwkwkwkkwk hasil cuan MPPA d balikin lg k perusahaannya ya pakde",2:04:15 PM,Saturday March 27 2021,Positif
239,240,S,"Membalas : Photo
Kirain itu INCO 15rebu, ternyata INaCO",2:03:50 PM,Saturday March 27 2021,Hapus
240,241,Hendro Masori,"Belanja beneraaaaaan
Ini adalah foto",2:00:40 PM,Saturday March 27 2021,Hapus
241,242,Fajar Oktavaria,"Membalas : joss om rui, aku ngeri ahh kl cm 1 saham porto all in..
Pro : kalo melanjutkan trennya cuannya besar, bisa fokus pada pergerakan 1 emiten aja biar ga jeblos 
Cons : ya harus sabar ga boleh iri liat orang lain cuan di saham lain   ",2:00:20 PM,Saturday March 27 2021,Bingung
242,243,Hendro Masori,   ,2:00:11 PM,Saturday March 27 2021,Hapus
243,244,qodri,"wiihh MPPA, entry d 140 pakde??",1:58:13 PM,Saturday March 27 2021,Hapus
244,245,Hendro Masori,Ini adalah foto,1:50:45 PM,Saturday March 27 2021,Hapus
245,246,Billy,"Weekly Rules :
Price about to break with high vol or above MA10 weekly for at least 3 weeks. Better IF Daily chart form higher low
Price on move closer toward MA50 weekly with preferebly steady increase or tight price consolidation
MA10 weekly and MA50 weekly narrowing and ready to cross up
IF price pullback,volume dry up when price consolidate around MA10 weekly with tight base price
IF Price break up MA10 weekly, MA10 cross MA50 weekly indicating a very strong trend
Strong trend usually caused by earning surprise, Corp act,Sectoral cycle or overall market condition
LEVEL TO WATCH : MA10W = MA50D  MA50W=MA200D

Daily Rules :
Look at the movement of daily price has break MA10 daily for at least 1 Week with high volume
Watch for the next day movement, if price can hold up wait until the MA10 follow the price
Price form higher low, down between 10-20% is the best, or max 33% with price hold up above MA10 Daily
IF Buying in pullback, meaning wait the price to build a base near MA10 creating some ""U"" shape or just tight price movement at least 1 week 
If the price crossing down MA10 but still above MA50 with MA10 narrowing the MA50 when making a pullback base and the price hold up at least 1 week, see the opportunity to entry.
For very Strong uptrend, MA10 daily must above MA50 and MA200 daily for at least 1 Week


When to be patient and Hold or Add more the Stock :
IF buying new position, stay in phase with general market, tighten stop loss (3-5%) needed if the general market is on Bear condition
IF stock up 15% from buy point we can move SL, stock has up 20% must stay profit when sell it
The rules to avg up is add more when stock advance 2-3% from initial buy or wait for the price pullback to MA10 daily in searching for entry reason. Chasing the strong movement = higher risk
KEEP YOUR PORTFOLIO CLEAN AND IN SYNCHRONY WITH THE MARKET
Quality Stock that has up 20% in less than 8 weeks should be held until selling climax. In many case stock that up more than 20% in 1-4 week with increasing vol are the most powerfull candidat. 
Correction or pullback usually 10-20% or still above MA10 Weekly",1:48:29 PM,Saturday March 27 2021,Bingung
246,247,Hendro Masori,Lanjutkan. Pamit dulu waktunya belanja ke MPPA....  ,1:46:05 PM,Saturday March 27 2021,Positif
247,248,Hendro Masori,"Membalas : Pasti yang arahnya ke atas
Hooh",1:45:07 PM,Saturday March 27 2021,Hapus
248,249,DEN,ANTM minggu depan ARA wajib pantau beritanya baru di buat media    ,1:44:41 PM,Saturday March 27 2021,Positif
249,250,qodri,"Membalas : Yes 1. Trade a Trend 2. Buy near/at support 3. Stick to trading plan
jossss",1:43:00 PM,Saturday March 27 2021,Hapus
250,251,Rui :rocket: :speedboat::dancer: ,"Membalas : Yes 1. Trade a Trend 2. Buy near/at support 3. Stick to trading plan
     Toss dulu kak, gaya tradingnya mirip, cari entry yang bener2 oke baru masuk jadinya ga ngasal karena sudah bakalan all in di 1 saham itu",1:39:38 PM,Saturday March 27 2021,Hapus
251,252,Tommy Daniel,"Membalas : dare u ? on 1 stock?
Yes

1. Trade a Trend
2. Buy near/at support
3. Stick to trading plan",1:38:15 PM,Saturday March 27 2021,Hapus
252,253,Hendro Masori,"Membalas : kl pakde entry stylenya gmn pak de, share dong misalnya di chart KIJA gitu
Entry style saya paling sering base on chart pattern Pak. Breakout with volume saya masuk.
KIJA saya gak tertarik. Hehehe",1:37:43 PM,Saturday March 27 2021,Hapus
253,254,Fajar Oktavaria,"1. Siapkan trading plan (baik itu cl/sl, tp, ts, entry point)
2. Sesuaikan dengan time frame masing""",1:35:34 PM,Saturday March 27 2021,Hapus
254,255,Syrf Maulana,"Membalas : Kalo udah cuan 10% gak ada salahnya take profit. Kalo dipraktekkan 10x aja modal udah grow 100%
Setuju pak 
Apalagi kondisi market bgini ya  ",1:33:08 PM,Saturday March 27 2021,Hapus
255,256,Rui :rocket: :speedboat::dancer: ,"Membalas : dare u ? on 1 stock?
Selama ini saya kebanyakan begitu kak, saya trading max 2 saham dan selalu hampir menghabiskan semua cash, sisa paling 15% cash saja

So far it works for me, saya bisa memperbesar modal saya jauh dari awal mulai dengan lebi cepat

Ini jg yang membuat saya rajin CL kl kena, karena saya tahu uang saya akan amblas banyak kalau tidak ketat CLnya",1:32:41 PM,Saturday March 27 2021,Hapus
256,257,Bhagas,"Membalas : Tmn2, mau tanya donk, aplikasi telegram bisa di komputer gak? Kayak WA bisa WA web gitu
bisa web,bisa desktop
tele komplit menang jauh dari whatsapp mksd saya  

dari channel,saved mssg, voice,bikin folder chat/grup dll

*kaya sales tele  ",1:31:24 PM,Saturday March 27 2021,Hapus
257,258,Fajar Oktavaria,"Membalas : Kalo udah cuan 10% gak ada salahnya take profit. Kalo dipraktekkan 10x aja modal udah grow 100%
Betul pak tommy  ",1:29:23 PM,Saturday March 27 2021,Hapus
258,259,Tommy Daniel,"Membalas : berkat guru-guru disini pak benhan   semenjak para guru disini sharing pengalaman, saya berpendapat tidak perlu waktu lama untu
Kalo udah cuan 10% gak ada salahnya take profit.

Kalo dipraktekkan 10x aja modal udah grow 100%",1:28:40 PM,Saturday March 27 2021,Positif
259,260,qodri,"kl pakde entry stylenya gmn pak de, share dong misalnya di chart KIJA gitu",1:28:01 PM,Saturday March 27 2021,Hapus
