,Data,User,Pesan,Saham,Jam,Tanggal,Status
121,122,nathan,"Membalas : Hehe sebelum IPO Gojek ga akan pecah bubblenya. Kalau soal valuasi udah banyak yg beredar hasil riset, cari aja sendiri kalau e
kalau untuk bc yang invest di gojek seperti asii dan tlkm apa kena dampak positif juga pak?","ASII,TLKM",11:27:25 AM,Monday April 12 2021,Hapus
122,123,Th,BANK & ARTO    jagoan ku,"ARTO,BANK",11:26:14 AM,Monday April 12 2021,Positif
123,124,Syrf Maulana,"BBTN baru jg masuk
Langsung dikasih hadiah ARB dong   ",BBTN,11:26:12 AM,Monday April 12 2021,Negatif
124,125,nathan,"Membalas : So pasti, hanya mereka yg cerdik luar biasa yg bisa gain berkali2 lipat dari aksi korporasi. Call it Wall Street savy. Tapi jang
tapi ini juga gorengan kan pak? gk ada yang tau value nya karena gk bisa di ukur kalau udah waktu nya buble pecah tapi gk tau sejauh apa ",AKSI,11:23:38 AM,Monday April 12 2021,Negatif
125,126,Benhan,"Membalas : iya bener pak tapi ini psp nya untung banget ya  
So pasti, hanya mereka yg cerdik luar biasa yg bisa gain berkali2 lipat dari aksi korporasi. Call it Wall Street savy.
Tapi jangan lupa sektor riilnya harus ngimbangin juga, kalau ga ya bubble burst.

Mending ini sih buat saya daripada gorengan2 BUMN dan Farmasi",AKSI,11:22:52 AM,Monday April 12 2021,Bingung
126,127,alyne,"Membalas : Next Baca
Kok baca? Bukannya baca ga jdi?",BACA,11:21:43 AM,Monday April 12 2021,Negatif
127,128,OL00 Oles sandro,"Membalas : bersih ya PGAS
Ada news ada pgas sampai arb kak",PGAS,11:16:42 AM,Monday April 12 2021,Negatif
128,129,nathan,"Membalas : jerry ng dr ke43 skrg sdh ke7 berkat arto   
iya udah di goreng terus ri di atas lagi dengan kata gojek di belakang nya jadi orang terkaya keren banget ya tapi gk tau deh masih di goreng apa udah selesai kalau buku IV dari ri uang masyrakat lagi dan gk dari oganik ya keren banget cara nya ya ","ARTO,UANG",11:14:17 AM,Monday April 12 2021,Bingung
129,130,RBTAN59,"Membalas : 6, 7, 8 itu lompatan kekayaannya karena naiknya value emitennya di pasar modal
emang mesin nya di sini yah om   ",SINI,11:14:12 AM,Monday April 12 2021,Hapus
130,131,Erich,"Membalas : Yang punya brpt nomer brp?
3 besar itu siPP",BRPT,11:13:40 AM,Monday April 12 2021,Hapus
131,132,Chezy,Yang punya brpt nomer brp?,BRPT,11:13:01 AM,Monday April 12 2021,Hapus
132,133,RBTAN59,jerry ng dr ke43 skrg sdh ke7 berkat arto   ,ARTO,11:11:37 AM,Monday April 12 2021,Hapus
133,134,nathan,"Membalas : besok2 jangan nabung di bbca/bbri/bbtn/bmri/bbni lagi. lebih prospek nabung di arto, bank aladin, baca dkk
kalau secara value bank digiital yang sukses kayanya cuma jenius sisa nya sentimen gorengan bandar aja bank itu kan trust susah buat ngalahin bca dan bank himbara mereka juga udah go digital semua  ","ARTO,BACA,BANK",11:11:36 AM,Monday April 12 2021,Hapus
134,135,Benhan,"Membalas : besok2 jangan nabung di bbca/bbri/bbtn/bmri/bbni lagi. lebih prospek nabung di arto, bank aladin, baca dkk
Beli sahamnya, kalau nabung deposito di bank yg low risk donk hehe","ARTO,BACA,BANK",11:10:39 AM,Monday April 12 2021,Hapus
135,136,nathan,"Membalas : Tujuan RI Arto bukan investor lama keluar, justru buat investor baru masuk, GIC masukin 3T kemarin. Saham investor lamanya ya m
iya tapi arto udah ribuan persen pak berharap sejauh mana lagi?",ARTO,11:09:50 AM,Monday April 12 2021,Hapus
136,137,Charles Prop,"Membalas : Next Baca
apa aja boleh yg penting banknya ga ada wujud lebih keliatan   daripada yg berwujud",BACA,11:09:46 AM,Monday April 12 2021,Hapus
137,138,devin,"Membalas : besok2 jangan nabung di bbca/bbri/bbtn/bmri/bbni lagi. lebih prospek nabung di arto, bank aladin, baca dkk
Next Baca","ARTO,BACA,BANK",11:09:04 AM,Monday April 12 2021,Hapus
138,139,Benhan,"Membalas : ipo gojek tokped bukanya karena mau nyerap dana dari masyarakat juga? karena investor nya pada cape bakar duit? mirip kaya arto
Tujuan RI Arto bukan investor lama keluar, justru buat investor baru masuk, GIC masukin 3T kemarin. 
Saham investor lamanya ya masih sama cuma terdelusi karena masuknya yg baru.
Ini bukan RI buat bayar utang. 

Model startup sukses kayak gini, investornya bakal untung berkali2 lipat setelah IPO",ARTO,11:08:37 AM,Monday April 12 2021,Hapus
139,140,Charles Prop,"besok2 jangan nabung di bbca/bbri/bbtn/bmri/bbni lagi. lebih prospek nabung di arto, bank aladin, baca dkk","ARTO,BACA,BANK",11:08:28 AM,Monday April 12 2021,Hapus
140,141,Tio,"ARTO
Ini adalah foto",ARTO,11:06:21 AM,Monday April 12 2021,Hapus
141,142,RBTAN59,"Membalas : Di kala IHSG merah, ARTO bisa terbang sendiri, pertanda IPO Toped-Gojek makin dekat
   ",ARTO,11:06:19 AM,Monday April 12 2021,Hapus
142,143,Benhan,"Membalas : arto bukanya naik karena mau ri ya makanya di goreng? udah selesai ri nya tujuan nya apa lagi ya
Belum selesai rentetan RI nya. Modal baru 8T, mau naik ke Buku IV mungkin tahun depan perlu equity 30T jadi bakal ada beberapa kali PUT lagi",ARTO,11:06:06 AM,Monday April 12 2021,Hapus
143,144,nathan,ipo gojek tokped bukanya karena mau nyerap dana dari masyarakat juga? karena investor nya pada cape bakar duit? mirip kaya arto karena mau ri di atas jadi nya harga nya di goreng ya,ARTO,11:06:00 AM,Monday April 12 2021,Negatif
144,145,Chezy,"Membalas : arto bukanya naik karena mau ri ya makanya di goreng? udah selesai ri nya tujuan nya apa lagi ya
mau ngalahin bbca lah ","ARTO,BBCA",11:05:10 AM,Monday April 12 2021,Positif
145,146,Benhan,"Ya ARTO kan kuat story dan actionnya. Ada right issue, ada planning, ada IPO Gojek Toped. Equity naik berkali2 lipat juga penetrasi market rilnya jelas.

Kalau BUMN kan ngandalin swf doank buat bayar utang yg triliunan",ARTO,11:05:03 AM,Monday April 12 2021,Positif
146,147,nathan,arto bukanya naik karena mau ri ya makanya di goreng? udah selesai ri nya tujuan nya apa lagi ya ,ARTO,11:04:07 AM,Monday April 12 2021,Positif
147,148,Benhan,"Target price ARTO dari morgan stanley 14500 untuk base case, 21000 untuk bullish case. Yg udah di dalam, hold aja lebih lama",ARTO,11:03:06 AM,Monday April 12 2021,Netral
148,149,Muhammad Fajar,ARTO gk ada yg mau gwanin naek   ,ARTO,11:02:10 AM,Monday April 12 2021,Positif
149,150,Chezy,"Membalas : Di kala IHSG merah, ARTO bisa terbang sendiri, pertanda IPO Toped-Gojek makin dekat
jerry ng gitu loh",ARTO,11:01:53 AM,Monday April 12 2021,Hapus
150,151,Benhan,"Di kala IHSG merah, ARTO bisa terbang sendiri, pertanda IPO Toped-Gojek makin dekat",ARTO,11:00:12 AM,Monday April 12 2021,Positif
151,152,Tama,"Membalas : wkwk ngaco
Uang kita disono wkwk",UANG,10:54:58 AM,Monday April 12 2021,Hapus
152,153,Tommy Hermes,"Membalas : wskt ptpp wika adhi wton wsbp wege kras bbri bbni bmri    ga skalian bubarin aja bumn?
Harusnya yg di bubarin tuh BPJS","ADHI,BBNI,BBRI,BMRI,KRAS,PTPP,WEGE,WIKA,WSBP,WSKT,WTON",10:44:49 AM,Monday April 12 2021,Negatif
153,154,Erich,"Membalas : Kalo arb berhari hari  
klupaan kaef inaf antm tins jg    ","ANTM,INAF,KAEF,TINS",10:42:15 AM,Monday April 12 2021,Negatif
154,155,            ,"Membalas : wskt ptpp wika adhi wton wsbp wege kras bbri bbni bmri    ga skalian bubarin aja bumn?
   ","ADHI,BBNI,BBRI,BMRI,KRAS,PTPP,WEGE,WIKA,WSBP,WSKT,WTON",10:41:16 AM,Monday April 12 2021,Negatif
155,156,Jee Satya,"Membalas : wskt ptpp wika adhi wton wsbp wege kras bbri bbni bmri    ga skalian bubarin aja bumn?
Kalo arb berhari hari  ","ADHI,BBNI,BBRI,BMRI,KRAS,PTPP,WEGE,WIKA,WSBP,WSKT,WTON",10:41:09 AM,Monday April 12 2021,Negatif
156,157,Erich,"Membalas : Bbtn, pgas, what next...  
wskt ptpp wika adhi wton wsbp wege kras bbri bbni bmri    ga skalian bubarin aja bumn?  ","ADHI,BBNI,BBRI,BBTN,BMRI,KRAS,PGAS,PTPP,WEGE,WIKA,WSBP,WSKT,WTON",10:40:34 AM,Monday April 12 2021,Hapus
157,158,Jee Satya,"Bbtn, pgas, what next...  ","BBTN,PGAS",10:37:15 AM,Monday April 12 2021,Hapus
158,159,Melvin E. S.,https://www.indopremier.com/ipotnews/newsDetail.php?jdl=PGN_Tahun_Ini_Bakal_Raih_Laba__Setelah_2020_Rugi_Akibat_Sengketa_Pajak&news_id=382467&group_news=RESEARCHNEWS&taging_subtype=BUMIMERUGI&name=&search=y_general&q=BUMI&halaman=1 Ada berita Pelipur lara buat PGAS  yang ARB... stay calm...,PGAS,10:26:08 AM,Monday April 12 2021,Hapus
159,160,Fajar Suryo,bersih ya PGAS,PGAS,10:10:24 AM,Monday April 12 2021,Positif
160,161,Erich,"Membalas : bbtn itu emg ada insider trader nya sih, masih inget di arb in sehari sebelum rups, berarti dah tau ga akan bagi deviden padahal
welcome to ihsg    ",BBTN,10:08:14 AM,Monday April 12 2021,Hapus
161,162,Chezy,"bbtn itu emg ada insider trader nya sih, masih inget di arb in sehari sebelum rups, berarti dah tau ga akan bagi deviden padahal laba naik ampir 600%
ya begitulah bandar berkuasa di saham  ",BBTN,10:06:59 AM,Monday April 12 2021,Negatif
162,163,levi,BBCA posisi sekarang udah bgs blm ya?,BBCA,10:06:32 AM,Monday April 12 2021,Positif
163,164,Tommy Hermes,"Membalas : Bbtn knp ua
Mungkin ada bad news yg belum keluar",BBTN,9:57:14 AM,Monday April 12 2021,Negatif
164,165,Ocha,Bbtn knp ua,BBTN,9:56:26 AM,Monday April 12 2021,Hapus
165,166,Rey,"Membalas : MARI ATH kah?
Yup",MARI,9:55:39 AM,Monday April 12 2021,Positif
166,167,Dank,MARI ATH kah?,MARI,9:55:14 AM,Monday April 12 2021,Positif
167,168,Mic,Mari fly,MARI,9:50:44 AM,Monday April 12 2021,Positif
168,169,Neo Cortex,"Membalas : MLPL HAKA otw 200 (ATH)
Reason nya apa? 


YukNabungSaham",MLPL,9:50:14 AM,Monday April 12 2021,Positif
169,170,RBTAN59,"hanyaeffect korelasi dr mppa... kepentingan nya sih blom ada yg significant
kalo mppa sangat jelas kepentingan nya wajar kalo msk uma kemudian di suspend...    ",MPPA,9:41:23 AM,Monday April 12 2021,Hapus
170,171,Mic,MLPL HAKA otw 200 (ATH),MLPL,9:40:01 AM,Monday April 12 2021,Positif
171,172,RBTAN59,"Membalas : Pgas terjun bebas...bsok terjun lagi nih  
effect bpjs tk    ",PGAS,9:39:20 AM,Monday April 12 2021,Hapus
172,173,Fajar Suryo,ACES jebol bawah,ACES,9:34:40 AM,Monday April 12 2021,Negatif
173,174,Jafar Sim,"Berarti area mainnya dibawa ke sini, harusnya tidak akan dibawah 6037 eh tadi uda paling rendah 6035 ya?  
Ini adalah foto",SINI,9:30:26 AM,Monday April 12 2021,Negatif
174,175,Dharma,Pgas terjun bebas...bsok terjun lagi nih  ,PGAS,9:26:55 AM,Monday April 12 2021,Negatif
175,176,Alfian,"Pnbs mg udah mulai jualan, be careful",PNBS,9:26:11 AM,Monday April 12 2021,Hapus
176,177,Jee Satya,"MLPL, beneran gak ya ",MLPL,9:25:55 AM,Monday April 12 2021,Hapus
177,178,Rui :rocket: :speedboat::dancer: ,"Membalas : SAME yuk gaskeun
Waktu break ATH minggu lalu volumenya kecil kak ... ko takutnya false break ya ... bisa turun lagi  ",SAME,9:24:20 AM,Monday April 12 2021,Negatif
178,179,Jimset,"Membalas : Waaahh ihsg kebakaran 6048 sempat 6035 , waaaa bbkp 515 apakah karena feeling saya ihsg hari ini closing ijo makanya realnya ihs
mau naik kok susah banget om Jafar?  ",BBKP,9:22:58 AM,Monday April 12 2021,Hapus
179,180,Steven,bjtm ,BJTM,9:22:33 AM,Monday April 12 2021,Hapus
180,181,Tommy Hermes,SAME yuk gaskeun,SAME,9:20:52 AM,Monday April 12 2021,Positif
181,182,Jimset,"Membalas : ESSA nya kakak    
jangan disebut2 dong  ",ESSA,9:20:42 AM,Monday April 12 2021,Hapus
182,183,Puspita Wardani,ESSA nya kakak    ,ESSA,9:18:51 AM,Monday April 12 2021,Positif
183,184,Hendra Widjaja,TKIM knp ya kok arah ke ARB lagi?  ,TKIM,9:18:43 AM,Monday April 12 2021,Negatif
184,185,Dane Fernando,Truk,TRUK,9:14:43 AM,Monday April 12 2021,Hapus
185,186,Lukas Santoso,"Membalas : Waaahh ihsg kebakaran 6048 sempat 6035 , waaaa bbkp 515 apakah karena feeling saya ihsg hari ini closing ijo makanya realnya ihs
wah Pak Jafar the real BANDAR nih....   ","BBKP,REAL",9:14:25 AM,Monday April 12 2021,Hapus
186,187,Jafar Sim,"Membalas : the power of hidden bearish divergence !
Waaahh ihsg kebakaran 6048 sempat 6035 , waaaa bbkp 515 apakah karena feeling saya ihsg hari ini closing ijo makanya realnya ihsg kebakaran? Lukas",BBKP,9:13:40 AM,Monday April 12 2021,Negatif
187,188,Tommy Hermes,"Membalas : PGAS knp ya ARB
Karena merugi akibat sengketa pajak",PGAS,9:09:29 AM,Monday April 12 2021,Negatif
188,189,Alzur Zanni,PGAS knp ya ARB,PGAS,9:08:57 AM,Monday April 12 2021,Negatif
189,190,Tommy Hermes,PGAS pelan pelan yuk mas,PGAS,9:07:56 AM,Monday April 12 2021,Hapus
190,191,      ,mppa suspen ya?,MPPA,9:02:48 AM,Monday April 12 2021,Negatif
191,192,Eru Yagami,Bener kan PGAS arb,PGAS,9:02:07 AM,Monday April 12 2021,Negatif
192,193,Benevelen,Pgas gmn,PGAS,9:01:58 AM,Monday April 12 2021,Hapus
193,194,DenmasBams,HAKA MPPA :rocket:,MPPA,9:01:50 AM,Monday April 12 2021,Positif
194,195,IHSG BS GAGAL ELLIOT WAVE & KE 6500 JIKA DOMESTIK KOMPAK BUY NAIKKAN HRG BURSA..,Pgas rugi tu,PGAS,9:01:39 AM,Monday April 12 2021,Negatif
195,196,HAKAHIKI VX,Kenapa ya pgas,PGAS,9:00:55 AM,Monday April 12 2021,Hapus
196,197,Anwar S,Hora umum PGAS,PGAS,8:59:18 AM,Monday April 12 2021,Hapus
197,198,Petro,"Membalas : Jangan2 malahan yg enteng naiknya soalnya retail biasanya jiper pegang saham yg LK rugi/turun...bandar happy pegang harga bawah
Arb dlu pgas",PGAS,8:58:55 AM,Monday April 12 2021,Negatif
198,199,R O N I :registered: :copyright:,Dibanting PGAS nya  ,PGAS,8:56:48 AM,Monday April 12 2021,Negatif
199,200,nathan,"Membalas : Tp apa ngga mungkin buat Om ET angkat harganya supaya BPJS yg katanya sangkut bisa lepas spt KAEF & INAF ?
Emang tau dari mana bpjs gk avg dwon? Gk ada kewajiban juga buat angkat sekarang bisa aja angkat nya 3 taun lagi  ","INAF,KAEF",8:52:45 AM,Monday April 12 2021,Hapus
200,201,Lukas Santoso,"Membalas : Gk ada sentimen buat terbang tinggi kecuali terjun lebih tinggi  
  
Membalas : Gk ada sentimen buat terbang tinggi kecuali terjun lebih tinggi  
Tp apa ngga mungkin buat Om ET angkat harganya supaya BPJS yg katanya sangkut bisa lepas spt KAEF & INAF ?","INAF,KAEF",8:50:19 AM,Monday April 12 2021,Hapus
201,202,Lukas Santoso,"Membalas : PGAS mau arb nggak ya?
Jangan2  malahan yg enteng naiknya soalnya retail biasanya jiper pegang saham yg LK rugi/turun...bandar happy pegang harga bawah...  ",PGAS,8:48:08 AM,Monday April 12 2021,Hapus
202,203,Eru Yagami,PGAS mau arb nggak ya?,PGAS,8:45:45 AM,Monday April 12 2021,Negatif
203,204,Candra Basuni,"Membalas : Inj yg bikin sesi 2 kemarin arb. Entah hari inj arb lagi pa ngk. Moga mantul.
Tkim yg arb, liat aja inkp mantul beneran apa ga dr ma200nya","INKP,TKIM",8:20:13 AM,Monday April 12 2021,Negatif
204,205,Taufiq,"Membalas : Beda Nasib! Laba Bersih TKIM Drop di 2020, Laba INKP Melesat http://detik.id/6sRL72
Inj yg bikin sesi 2 kemarin arb. Entah hari inj arb lagi pa ngk. Moga mantul.","INKP,TKIM",8:15:37 AM,Monday April 12 2021,Negatif
205,206,to the moon and back,"Membalas : Beda Nasib! Laba Bersih TKIM Drop di 2020, Laba INKP Melesat http://detik.id/6sRL72
Makin dalam nih tkim wkwk","INKP,TKIM",8:09:36 AM,Monday April 12 2021,Negatif
206,207,Suyanto SK,"bearish trend jangan dilawan, ....kelak kan bull trend kembali, but remember........ bearish divergence adalah tempat untuk bigfund untuk take profit... dan ini biasa cuman cycle yg berulang aja....",BULL,7:42:37 AM,Monday April 12 2021,Bingung
207,208,IHSG BS GAGAL ELLIOT WAVE & KE 6500 JIKA DOMESTIK KOMPAK BUY NAIKKAN HRG BURSA..,"Ihsg bs naik jk domestik bersatu buy..ga ad cerita turun.. pada taking profit maka ga naik2.. mari gagalkan elliot wave dan naikkan ihsg ke 6500
Ini adalah foto",MARI,7:32:47 AM,Monday April 12 2021,Positif
208,209,VIVIE,"Good morning,

Dow jumps nearly 300 points to a record high, gains 2% for the week

U.S. stocks climbed to record levels and closed out Friday at their session highs as Wall Street wrapped up the week with solid gains amid rising reopening optimism.

Dow.......33801   +297.03 +0.89%
Nasdaq.13900   +70.9      +0.51%
S&P 500..4129   +31.6      +0.77%
 
FTSE...... .6916    -26.5       -0.38%
Dax........15234   +31.5       +0.21%
CAC........6169     +3.7         +0.06%

Nikkei...29918    +248.0     +0.84%
HSI........28678    -338.4      -1.17%
Shanghai .3450  -31.9         -0.92%
ST Times..3185  -1.9           -0.06%

IDX.....6070.21   -1.51        -0.02%
LQ45.....906.49  -0.12        -0.01%

JAKMIND.....995.97    -4.13        -0.41%
JAKCONS....1693.27 +1.76       +0.10%
JAKTRADE...880.60   +4.13       +0.47%
JAKBIND......963.39   -12.19       -1.25%
JAKAGRI...1440.06    +1.05        -0.07%
JAKFIN.. ....1392.19   +10.41     +0.75%
JAKPROP......360.04    -3.34        -0.92%
JAKINFR...1044.80      -2.33        -0.22%
JAKMANU..1281.36    -6.26        -0.49%   
JAKMINE....1802.57    -43.97     -2.38%
 
*Indo10Yr..6.6601 -0.0180     -0.16% *
*ICBI....312.4994   +0.4758     +0.15% *
US10Yr..1.6660    +0.0340      +2.08%
*VIX.......16.69    -0.26         -1.53% :bangbang:*
  
USDIndx .....92.1630  +0.1040 +0.11%
Como Indx...186.74    -0.63       -0.34%
(Core Commodity CRB)
BCOMIN..... .144.96   -1.59       -1.08%

IndoCDS.....84.5904  -0.6305   -0.74%
 (5-yr INOCD5)  
 
*IDR.....14565.00   +40    +0.21%:bangbang:*
*Jisdor....14580    unch   +0:bangbang:*


Euro.........1.1900  -0.0014    -0.12%


TLKM........23.01    -0.36       -1.54%
(3354)
EIDO..........21.67    -0.02       -0.09%
EEM...........53.55    -0.46      -0.85%

Oil.............59.32       -0.44       -0.74%
Gold ......1744.80     -11.50     -0.65%
Timah....25672.50   -92.50     -0.36%
Nickel...16640.00    -180.00   -1.07%
 
Coal price.....93.10   -0.70     -0.75%
(Apr/Newcastle) 
Coal price.....85.50   +0.05    +0.06%
(May/Newcastle)
Coal price.....67.55   +0.35    +0.52%
(Apr/Rotterdam) 
Coal price.....67.75   +0.80    +1.19%
(May/ Rotterdam)
 
CPO(Jun)....3768      -20         -0.53%
(Source: bursamalaysia.com)             
Corn..........577.25     -2.50      -0.43%
SoybeanOil...50.93   -0.48      -0.93%
Wheat....... 640.50   +10.00    +1.59%

Wood pulp.5512.50   unch     +0%

( *DE*/ *Phintraco(AT)*  12-04-21)
    
*****","GOLD,GOOD,INDX,TLKM,WOOD",7:30:37 AM,Monday April 12 2021,Hapus
209,210,RBTAN59,"Membalas : Terbang CENT minggu ini. Lihat aja  
setuju Om.. spt nya om PW. sdh capai target akum dr public mudahan hari ini aja sdh bisa manteng di 300an  ",CENT,6:56:05 AM,Monday April 12 2021,Positif
210,211,Ed Suwu,"Membalas : @edsuwu Hu apa kabar? Sore gk mancing?
Baru baca . Kabar baik, hu  ",BACA,6:30:36 AM,Monday April 12 2021,Hapus
211,212,Dion,hati2 sama link beginian,LINK,5:15:36 AM,Monday April 12 2021,Hapus
212,213,Benhan,"Membalas : Kemungkinan minggu ini bakal turun om  tapi semoga close minggu depan bikin candle hammer di candle weekly
Terbang CENT minggu ini. Lihat aja  ",CENT,3:02:31 AM,Monday April 12 2021,Positif
213,214,hery,that is not a good way to do a conversation. I have to delete mine as well to avoid confusion.,GOOD,12:02:26 AM,Monday April 12 2021,Hapus
214,215,Satimin Sejati,"Ini CENT Chart Weekly. Satu mingu ijo-satu minggu merah. 

yang menarik minggu kmrn merah. fakta menarik lainnya adalah Candle Hijau selalu high volume, candle merah volumenya kurang dari 50%.
Ini adalah foto","CENT,SATU",11:57:00 PM,Saturday April 10 2021,Bingung
215,216,Meneer Greg,"Jogging slash rondanya sudah?

Kompleks aman?",AMAN,11:38:34 PM,Saturday April 10 2021,Hapus
216,217,hery,"gimana staycationnya? malam ini kok on fire?    ?
Membalas : Lha nggih.... Turki kan turunan-kidul  
bisa  ",FIRE,11:36:38 PM,Saturday April 10 2021,Hapus
217,218,Aho Lie,"Membalas : Photo
Klo liat tren pjg naik pak tp klo motong suport bpk tetapin aja berp % buat tolerasi Clnya tp untuk masuk tergtg bpk plan mau kemn ambil berp 
Membalas : Photo
Klo sabar tunggu harga bawa dikit garis suport bawah yg miring keatas incer daerah situ aja krn cuan tergtg kpn masuk dan kpn krluar dan selalu siap untuk konds   ",PLAN,10:43:38 PM,Saturday April 10 2021,Netral
218,219,Aho Lie,"Membalas : Bisa jadi, toh juga minornya masih uptrend kan om. Mo lebaran lho ini, bulannya matahari dan ramayana
Intinya selalu waspada pak klo yg dilihat gak sesuai keinginsn jd jgn ragu plannya 
Kecuali emang ada plan pjg ya gpp",PLAN,9:56:26 PM,Saturday April 10 2021,Hapus
219,220,Sales ERAA,"Membalas : Widih ada Sales ERAA. Kalo Sales AGII ada ga?
   ","AGII,ERAA",9:32:40 PM,Saturday April 10 2021,Hapus
220,221,GumBall,Widih ada Sales ERAA. Kalo Sales AGII ada ga?,"AGII,ERAA",9:32:11 PM,Saturday April 10 2021,Hapus
221,222,Sales ERAA,"Membalas : ESSA potensi rising wedge ga sih?  Stocashtic juga udah mau death cross
death cross?",ESSA,9:00:40 PM,Saturday April 10 2021,Hapus
222,223,Kaanz',ESSA potensi rising wedge ga sih?  Stocashtic juga udah mau death cross,ESSA,8:57:57 PM,Saturday April 10 2021,Positif
223,224,Mbah Bedjo,"Membalas : Jalan nya sambil ngudut hmsp gk pak?  
O ya jelas kalau it wajib  
Membalas : Wkwkwkwkw luar biasa
Luarbinasa  ",HMSP,7:39:33 PM,Saturday April 10 2021,Hapus
224,225,Benevelen,Bbri lanjut naik/turun lagi,BBRI,7:32:09 PM,Saturday April 10 2021,Hapus
225,226,Avianto,"Membalas : Bbri kira2 turun lgi g nih mau serok wkwkw dari kemarin naik terus apa beli pas payment devidend turun apa naik ya wkwkw
Rasanya yg paling turun kemarin pas ex date utk BBRI. Pas payment gak ngaruh sih biasanya..",BBRI,7:30:52 PM,Saturday April 10 2021,Negatif
226,227,nathan,"Membalas : Photo
Jalan nya sambil ngudut hmsp gk pak?  ",HMSP,7:20:35 PM,Saturday April 10 2021,Hapus
227,228,Benevelen,Bbri kira2 turun lgi g nih mau serok wkwkw dari kemarin naik terus apa beli pas payment devidend turun apa naik ya wkwkw,BBRI,7:19:24 PM,Saturday April 10 2021,Positif
228,229,Mbah Bedjo,"Habis jln  lihat kebunnya SSMS sapa tahu besok terbang
Ini adalah foto",SSMS,7:16:44 PM,Saturday April 10 2021,Positif
229,230,Benevelen,Bbri kira2 turun lgi g nih mau serok wkwkw dari kemarin naik terus,BBRI,6:19:06 PM,Saturday April 10 2021,Bingung
230,231,krm nugraha,"Membalas : Susah bener idup ini ya. Apa aja yg dikerjain pasti dikritik.  
y bginilah hidup. kalo d ladennin trus gabakal ada ujungnya..
",TRUS,6:04:44 PM,Saturday April 10 2021,Hapus
231,232,Dendi Kadarsan,"Membalas : Bbri kira2 pas hari devidend turun g ya mending avg sekarang apa tunggu bagi2 deviden biasanya kan turun
Wah ga tau",BBRI,5:54:27 PM,Saturday April 10 2021,Hapus
232,233,Andreas Teddy,"Membalas : Bbri kira2 pas hari devidend turun g ya mending avg sekarang apa tunggu bagi2 deviden biasanya kan turun
Bukan nya sudah selesai cum date ya?",BBRI,5:54:27 PM,Saturday April 10 2021,Hapus
233,234,Benevelen,Bbri kira2 pas hari devidend turun g ya mending avg sekarang apa tunggu bagi2 deviden biasanya kan turun,BBRI,5:53:35 PM,Saturday April 10 2021,Netral
234,235,Vincenzo,"Membalas : IHSG harusnya bull hidden div ? Atau saya ada salah analisa ?
bener kok, di time frame kecil juga saya lihat harusnya masih bullish",BULL,4:42:21 PM,Saturday April 10 2021,Positif
235,236,Joe,"Membalas : Photo
Nah ini rumusnya, berarti IHSG hidden bull div. harusnya",BULL,4:38:12 PM,Saturday April 10 2021,Positif
236,237,Joe,"Membalas : Minggu ini IHSG berhasil membentuk swing High dari bearish trendnya, namun last candle kemarin membentuk candle merah, dimana te
IHSG harusnya bull hidden div ?
Atau saya ada salah analisa ?",BULL,4:31:46 PM,Saturday April 10 2021,Positif
237,238,Suyanto SK,"Minggu ini IHSG berhasil membentuk swing High dari bearish trendnya, namun last candle kemarin membentuk candle merah, dimana terkonfirmasi ada Hidden Bearish Divergence, yang merupakan sebuah kelanjutan trend bearish setelah sebelumnya terjadi Dead Cat Bounce.
Jangan main main dengan posisi ini untuk trader, effect bisa sangat luar biasa, afalagi kita tahu index kita kena triple kill porto Jamsostek.

Detail penjelasan bisa check disini : https://bit.ly/3mCz6Ox

Happy weekend temen temen semua,
Semoga cuan selalu menyertai temen temen semua.

#investasisahamitubaik
https://www.instagram.com/p/CNhPlDxsIgS/?igshid=1ljl6pxjns53a
",MAIN,3:49:46 PM,Saturday April 10 2021,Hapus
238,239,Bapakne Naila,"Membalas : iya nih, boleh minta link tokonya
Maaf om, ga maksud jualan, cuman info aja ini  ",LINK,10:42:30 AM,Saturday April 10 2021,Hapus
239,240,Solehudin,"Membalas : Photo
iya nih, boleh minta link tokonya",LINK,10:39:33 AM,Saturday April 10 2021,Hapus
240,241,Hendra,"Membalas : https://youtu.be/h6LDOpuM1Xs
Jadi ke bnba gk ini pak
",BNBA,10:25:41 AM,Saturday April 10 2021,Hapus
241,242,Sales ERAA,"Membalas : https://bnpb.go.id/berita/gempa-selatan-malang-m-6-1-berdekatan-pusat-gempa-merusak-jawa-timur-masa-lalu-
bsok ikan manggung gk mbah?
    ","IKAN,JAWA,MASA",10:14:40 AM,Saturday April 10 2021,Hapus
242,243,Mbah Bedjo,https://bnpb.go.id/berita/gempa-selatan-malang-m-6-1-berdekatan-pusat-gempa-merusak-jawa-timur-masa-lalu-,"JAWA,MASA",10:13:32 AM,Saturday April 10 2021,Hapus
243,244,Bapakne Naila,"Ada, saya punya yg keluaran komunitas, jadi translatenya ga aneh kek yg ditoko buku
Ini adalah foto
Membalas : Kalo dilihat sih modelnya breakout trader dan trend following sih om minervini ini Lg tweaking strategi beliyou agar sesuai d
Coba baca lagi, dia bagi titik beli, pas low cheat, cheat, BO","AGAR,BACA",9:49:25 AM,Saturday April 10 2021,Hapus
