,Data,User,Pesan,Jam,Tanggal,Status
137,138,apieth,"Membalas : yg gw penasaran cuma dia beli d berapa jual d berapa..malah lot ya yg d pamerin...wkwkw
Iya sama wkwkwk",2:38:04 PM,Monday March 29 2021,Hapus
138,139,Ahmad Rifai,"Membalas : Org mah sensor lotnya, dia sensot harga. Itu 2200 lot ketauan
yg gw penasaran cuma dia beli d berapa jual d berapa..malah lot ya yg d pamerin...wkwkw",2:37:34 PM,Monday March 29 2021,Hapus
139,140,Liem Peter,"candle volume W2 Cent  lebih tinggi dari candle pertama, candle Volume W3 nya harus lebih tinggi ya untuk SSP nya??",2:36:58 PM,Monday March 29 2021,Positif
140,141,Septianto Francisco,ERAA jgn ketinggalan kereta :rocket::rocket:,2:36:53 PM,Monday March 29 2021,Positif
141,142,Kaanz ,"Membalas : saya baru sadar hari ini volumenya lumayan besar juga ya
Tanda"" pak, harganya turun tapi volume beli naik ",2:26:12 PM,Monday March 29 2021,Positif
142,143,Novine 90210,"Membalas : Dihaka MG trus di haki MG gimana tu
MG memang demen tik tok..
bbrp tik...",2:21:44 PM,Monday March 29 2021,Hapus
143,144,Kaanz ,"Membalas : Nambahnya lgsg all in  
Wkwkwkkwk surat"" aman ",2:20:10 PM,Monday March 29 2021,Hapus
144,145,Aho Lie,"Membalas : Hahaha cicil dulu 1 lot pak  rugi pun ga seberapa kalo turun di 268
Udah dijempt psk",2:19:03 PM,Monday March 29 2021,Hapus
145,146,den,"Membalas : Deviden BBCA Final: Rp 530 / lembar Adjustment: Dikurang deviden interim Rp 98 di 22 Desember 2020 Sisa: Rp 432 / lembar Cum d
wow naik 2x dr thn lalu ya",2:18:37 PM,Monday March 29 2021,Positif
146,147,Eriant Yosua,"Membalas : Deviden BBCA Final: Rp 530 / lembar Adjustment: Dikurang deviden interim Rp 98 di 22 Desember 2020 Sisa: Rp 432 / lembar Cum d
Ntapss",2:18:09 PM,Monday March 29 2021,Hapus
147,148,Aho Lie,"Membalas : Deviden BBCA Final: Rp 530 / lembar Adjustment: Dikurang deviden interim Rp 98 di 22 Desember 2020 Sisa: Rp 432 / lembar Cum d
Sayg gak brli ",2:18:02 PM,Monday March 29 2021,Hapus
148,149,Kaanz ,"Membalas : Dpt harga 278 hr ini udh bagus menurut saya 
Hahaha cicil dulu 1 lot pak  rugi pun ga seberapa kalo turun di 268 ",2:17:50 PM,Monday March 29 2021,Negatif
149,150,Chezy,"Deviden BBCA
Final: Rp 530 / lembar 
Adjustment: Dikurang deviden interim Rp 98 di 22 Desember 2020
Sisa: Rp 432 / lembar

Cum date: 5 April 2021
Ex Date: 6 April 2021
Rec Date: 7 April 2021
Payment Date: 28 April 2021",2:17:29 PM,Monday March 29 2021,Positif
150,151,Puspita Wardani,IHSG merah saatnya gorengan cryspy  ,2:17:22 PM,Monday March 29 2021,Negatif
151,152,Eriant Yosua,Jdnya bbca brp nih div /lbrnya,2:15:59 PM,Monday March 29 2021,Hapus
152,153,Kaanz ,"Membalas : Betul pak , pas di fibonacci 0,618 
Perusahaan clover beli diharga 262 pak, jadi kalo jebol di 260 udah ga menarik lagi ",2:15:36 PM,Monday March 29 2021,Positif
153,154,Tommy Hermes,"Membalas : beli di 302 ya?
Iya katanya mau break",2:15:15 PM,Monday March 29 2021,Hapus
154,155,Puspita Wardani,"Membalas : CENT ke 250 aja lbh menarik
170 lg boleh tak  ",2:14:11 PM,Monday March 29 2021,Positif
155,156,WA,CENT ke 250 aja lbh menarik,2:13:12 PM,Monday March 29 2021,Positif
156,157,Puspita Wardani,IKAN nya ngamuk lg  ,2:13:10 PM,Monday March 29 2021,Hapus
157,158,rahmad,ikan tuh yg bosen liat ihsg lesu ,2:13:04 PM,Monday March 29 2021,Negatif
158,159,Tama,"Membalas : beli di 302 ya?
buy if break 300 nya pas market jalan  ",2:12:42 PM,Monday March 29 2021,Positif
159,160,Muhammag kuncoro,Poly yuk entry buat tambahan beli jajan,2:10:17 PM,Monday March 29 2021,Hapus
160,161,Aho Lie,"Membalas : CENT kira kira masih bisa naik ga ya
Semua bisa naik atau turun says yg didlm ngarepin naik sebaliknya ",2:09:34 PM,Monday March 29 2021,Positif
161,162,Yudha,Kan suda dibilang kalau cent hobi bikin jarum suntik  ,2:09:27 PM,Monday March 29 2021,Hapus
162,163,Kaanz ,"Membalas : CENT kira kira masih bisa naik ga ya
Wah ini yang tadi pengen masuk ga mau keluar ",2:07:22 PM,Monday March 29 2021,Hapus
163,164,Puspita Wardani,"Membalas : beli di 302 ya?
Pertanyaannya to the point amat  ",2:07:06 PM,Monday March 29 2021,Hapus
164,165,Muhammag kuncoro,Poly yuk gaes entry 72 jual besok 80,2:07:03 PM,Monday March 29 2021,Positif
165,166,Rendi Setiawan,"Membalas : beli di 302 ya?
   ",2:06:51 PM,Monday March 29 2021,Hapus
166,167,Faliq H,"Membalas : CENT kira kira masih bisa naik ga ya
beli di 302 ya?",2:06:39 PM,Monday March 29 2021,Positif
167,168,Tommy Hermes,CENT kira kira masih bisa naik ga ya,2:06:26 PM,Monday March 29 2021,Positif
168,169,Dharma,Sepi amat ihsg cuma 6T  ,2:04:46 PM,Monday March 29 2021,Negatif
169,170,Aho Lie,"Membalas : Sdh diem yuk biar senyap dulu,biar turun dulu, nanti beli lg  
Gak bkln kash turun dibawah 278 klo pegamatan saya",2:02:07 PM,Monday March 29 2021,Negatif
170,171,Kaanz ,"Membalas : Sdh diem yuk biar senyap dulu,biar turun dulu, nanti beli lg  
  ",2:01:48 PM,Monday March 29 2021,Hapus
171,172,Puspita Wardani,"Membalas : Betul disitu ada area suportnya , cmiww
Sdh diem yuk biar senyap dulu,biar turun dulu, nanti beli lg  ",2:01:23 PM,Monday March 29 2021,Negatif
172,173,Yudha,"Antm kemarin terbangin indeks, skrg jd beban indeks  ",2:01:12 PM,Monday March 29 2021,Negatif
173,174,Puspita Wardani,"Membalas : *CENT* *Clover Universal Tambah Kepemilikan di Centratama (CENT) Jadi 47,95 Persen* *_Entitas anak dari Northstar Advisors Pte
Ayo haka2 lg  ",1:57:26 PM,Monday March 29 2021,Positif
174,175,Aho Lie,"Membalas : ARB brp kali ini  
Itu jrn ihsg orh panik hrsnya gsk arb",1:56:54 PM,Monday March 29 2021,Hapus
175,176,Septio Hanifa,BKSL Gassss,1:55:50 PM,Monday March 29 2021,Positif
176,177,Puspita Wardani,"Membalas : 224 lagi plis
ARB brp kali ini  ",1:55:35 PM,Monday March 29 2021,Negatif
177,178,Fajar Oktavaria,"Membalas :   waduh jgn3 satu gerbong  
engga pak saya baru ambil saat tadi keluarnya pun tadi  ",1:54:37 PM,Monday March 29 2021,Hapus
178,179,Aho Lie,"Membalas : congrats pak aho pakde udah pernah bilang suka bikin jarum suntik padahal @puspitawardani89
  waduh jgn3 satu gerbong  ",1:53:50 PM,Monday March 29 2021,Hapus
179,180,Aho Lie,"Membalas : Klu kluar masuk CENT tiap hr pasti paham pergerakannya  
Says hr ini 2x ini lg nunggu dijrmpt",1:52:50 PM,Monday March 29 2021,Hapus
180,181,Dharma,"Membalas : Cent pak
Trimakasih pak infonya  ",1:52:33 PM,Monday March 29 2021,Hapus
181,182,Puspita Wardani,"Membalas : Sata udah pernh makanys sabar lg liat perasaannya cent biar kenal
Klu kluar masuk CENT tiap hr pasti paham pergerakannya  ",1:52:15 PM,Monday March 29 2021,Hapus
182,183,Aho Lie,"Membalas : pasti happy dong minggu lalu aja pembahasan saham lain dikiranya cent  
Kli untung pasti hepi  ",1:51:47 PM,Monday March 29 2021,Positif
183,184,Nanang Eko,"Membalas : Saham apa nih om
Cent pak",1:51:45 PM,Monday March 29 2021,Hapus
184,185,Fajar Oktavaria,pasti happy dong minggu lalu aja pembahasan saham lain dikiranya cent     ,1:51:18 PM,Monday March 29 2021,Hapus
185,186,Aho Lie,"Membalas : Yg FOMO pastinya  
Sata udah pernh makanys sabar lg liat perasaannya cent biar kenal
Membalas : avg berapa kak CENTnya? happy bgt keknya  
Saya udah hsmpir 3 minggu fokus di cent",1:49:14 PM,Monday March 29 2021,Hapus
186,187,Fajar Oktavaria,"Membalas : baru tau saya
buat saya yang dikatakan breakout itu diliat bodynya bukan shadow/tailnya (baik itu BO pola atau resist atau fibo)",1:48:48 PM,Monday March 29 2021,Hapus
187,188,rudianto girsang,"Membalas : Mantap hu salam cuan  rudianto mantap pak, dapat ikan hiu 
 ",1:48:09 PM,Monday March 29 2021,Hapus
188,189,Kaanz ,"Membalas : Saya tp 298 tunggu masuk
Mantap hu salam cuan 

rudianto mantap pak, dapat ikan hiu ",1:47:32 PM,Monday March 29 2021,Hapus
189,190,Bennnn,wskt 1200,1:44:32 PM,Monday March 29 2021,Hapus
190,191,Aal,"Membalas : Photo
Hampir aja nyesel jual di 298",1:44:13 PM,Monday March 29 2021,Negatif
191,192,Jutha Bram,"Membalas : Suhu wskt masi bole masuk ? @JuthaBram
Tunggu konfirmasi sinyal pembalik.
Hari ini, plg lambat besok harusnya muncul hammer",1:43:38 PM,Monday March 29 2021,Hapus
192,193,Hendra,Hk closing aja biar aman  ,1:43:34 PM,Monday March 29 2021,Negatif
193,194,as s,"Membalas : ihsg mulai nyungsep 
  ",1:42:55 PM,Monday March 29 2021,Hapus
194,195,Kirana L,Suhu wskt masi bole masuk ? @JuthaBram,1:42:32 PM,Monday March 29 2021,Hapus
195,196,rahmad,ihsg mulai nyungsep ,1:42:24 PM,Monday March 29 2021,Negatif
196,197,Kaanz ,"Membalas : CENT msh boleh masuk ga?? Canda CENT  
Hayoloh yang tadi fomo ",1:41:50 PM,Monday March 29 2021,Hapus
197,198,Nanang Eko,CENT msh boleh masuk ga?? Canda CENT  ,1:40:46 PM,Monday March 29 2021,Hapus
198,199,Erich,gmana brani jalanin swf kl masi sering bom sana sini?    ,1:39:38 PM,Monday March 29 2021,Negatif
199,200,Fajar Oktavaria,"Membalas : Wah CENT yang haka member the traders disini ini  
ada tulisan TTnya di oltnya kah ?    ",1:39:09 PM,Monday March 29 2021,Hapus
200,201,Faliq H,"Membalas : Dalem banget wskt nya , untung sempet keluar dari kmrn kmrn
Saya baru keluar td di atas, skrng liat ambles dalam rasanya ingin jadi ironmen wkwkwk",1:38:04 PM,Monday March 29 2021,Negatif
201,202,Bu Nana,Dihaka MG trus di haki MG gimana tu,1:38:01 PM,Monday March 29 2021,Hapus
202,203,Alzie Al Fachri,"Dalem banget wskt nya , untung sempet keluar dari kmrn kmrn  ",1:37:14 PM,Monday March 29 2021,Negatif
203,204,Jay Jay,wskt rugi 9T. lg dibenahi kok. tadi uda ada berita restrukturisasi. apa nanti ada berita jualan tol? restrukturisasi himbara?,1:36:58 PM,Monday March 29 2021,Negatif
204,205,Johny,"Membalas : CENT break 300 minggu ini confirm SSP
Wah CENT yang haka member the traders disini ini  ",1:36:53 PM,Monday March 29 2021,Positif
205,206,Tommy Hermes,"Membalas : .... Ya mmg saya salah sih. Beli di pucuk Ga cutloss Rugi 9t wskt And swf ga ngaruh tnyt..
Cutloss wskt 9t ?",1:34:24 PM,Monday March 29 2021,Negatif
206,207,Ardiyan Bagas,"Membalas : Cutloss menyelamatkan modal anda yang rugi , kalo misa harga berbalik arah, its oke itu bukan rejeki
Bener banget om kalo dah dalem baru nyesel  ",1:33:55 PM,Monday March 29 2021,Hapus
207,208,rahmad,"Membalas : 9t?
fy 2020 wskt",1:33:25 PM,Monday March 29 2021,Hapus
208,209,Chezy,"Membalas : .... Ya mmg saya salah sih. Beli di pucuk Ga cutloss Rugi 9t wskt And swf ga ngaruh tnyt..
9t?",1:33:11 PM,Monday March 29 2021,Hapus
209,210,Kaanz ,"Membalas : Emang susah disiplin cutloss saya aja masih nunggu2 siapa tau harga kmbali naik
Cutloss menyelamatkan modal anda yang rugi , kalo misa harga berbalik arah, its oke itu bukan rejeki ",1:33:04 PM,Monday March 29 2021,Hapus
210,211,Fajar Oktavaria,"Membalas : .... Ya mmg saya salah sih. Beli di pucuk Ga cutloss Rugi 9t wskt And swf ga ngaruh tnyt..
story swf sudah dari tahun lalu masa dibilang ga ngaruh  ",1:32:57 PM,Monday March 29 2021,Hapus
211,212,Butik Daun,"Membalas : Lah? Ini kita baru memutuskan mau entry kl ada volume gede. Bapak kok sdh loss 30%? Tradeplan sbelumnya bagaimana? Gak cutloss?
Telat tau pentingnya cut loss",1:32:36 PM,Monday March 29 2021,Hapus
212,213,Ardiyan Bagas,Emang susah disiplin cutloss saya aja masih nunggu2 siapa tau harga kmbali naik,1:31:58 PM,Monday March 29 2021,Hapus
213,214,Denny Wang,"....  Ya mmg saya salah sih. Beli di pucuk

Ga cutloss

Rugi 9t wskt
And swf ga ngaruh tnyt..",1:31:54 PM,Monday March 29 2021,Negatif
214,215,Jutha Bram,"Membalas : Pakde @hmasori ada 3 sektor yg bisa dijadiin pantauan utk next week. 1. Banking 2. Properti dan konstruksi BUMN yg rata2 besok d
Lah? Ini kita baru memutuskan mau entry kl ada volume gede. Bapak kok sdh loss 30%? Tradeplan sbelumnya bagaimana? Gak cutloss?",1:30:38 PM,Monday March 29 2021,Hapus
215,216,Kaanz ,"Membalas : Hidup simple jgn bikin ribet jgn serakah udh cukup krluar 
Nah betul ini , kdang banyak yang pusing cuan dikit pusing, ga cuan juga pusing trus musti gimna ",1:30:13 PM,Monday March 29 2021,Hapus
216,217,Butik Daun,"Membalas : Pakde @hmasori ada 3 sektor yg bisa dijadiin pantauan utk next week. 1. Banking 2. Properti dan konstruksi BUMN yg rata2 besok d
Kemarin ada pembahasan tentang pentingnya cutloss , jika kerugian masih sedikit.
Tapi jika sdh terlanjur ruginya banyak spt bro Denny Wang ini gimana ya? 
Sebaiknya tetap dijual atau di avrg down ?   Minta tolong jawabannya jgn : tergantung trading plan masing  ya ... #butuh pencerahan 
Saham yg saya beli menurut bnyk org fondamentalnya bagus asii     atau biarin aja ya?    ",1:30:06 PM,Monday March 29 2021,Hapus
217,218,Frendi cari-ara,"Membalas : Masuk bisa kapan aja pak, justru yg harus dipikirkan keluarnya nanti gimana
Keluar bisa asal ga dihajar arb berjilid",1:28:28 PM,Monday March 29 2021,Hapus
218,219,Aho Lie,Saya pernh untung pernsh rugi itu biasa tinggal kitanya ikut2an apa gimn,1:28:15 PM,Monday March 29 2021,Hapus
219,220,Kaanz ,"Membalas : Nsh ini salahnya ian setiap org udh ada plan klo untung kita gak tau takaran buksnnya kita cari untung
  ",1:27:46 PM,Monday March 29 2021,Hapus
220,221,Aho Lie,"Membalas :   , untung dulu rugi nya ga dipikirin , lucu ya
Nsh ini salahnya ian setiap org udh ada plan klo untung kita gak tau takaran buksnnya kita cari untung",1:27:14 PM,Monday March 29 2021,Hapus
221,222,Kaanz ,"Membalas : Klo udh untung  
  , untung dulu rugi nya ga dipikirin , lucu ya",1:26:23 PM,Monday March 29 2021,Hapus
222,223,Ronny M.,"Membalas : CENT masih bisa masuk ga?
Masuk bisa kapan aja pak, justru yg harus dipikirkan keluarnya nanti gimana  ",1:25:17 PM,Monday March 29 2021,Hapus
223,224,Hendro Masori,"Membalas : siang pak @hmasori mau tanya, utk emiten yg uda jebol ATH nya, utk fibonya gmn ya? mohon koreksi https://www.tradingview.com/
Pake fibo extension",1:22:05 PM,Monday March 29 2021,Hapus
224,225,Bu Nana,"Membalas : Enakan broker summary ajaib bs lihat total broke sumaary buy n sell bed dn ipot g bs lihay totalny dibawah
Seperti apa pak maksudnya
",1:20:06 PM,Monday March 29 2021,Hapus
225,226,Denny Wang,"Pakde @hmasori ada 3 sektor yg bisa dijadiin pantauan utk next week.
1. Banking
2. Properti dan konstruksi BUMN yg rata2 besok dapag dukungan momentum pembalik
3. Coal mining yg masih bullish...


Pak @JuthaBram 


Konstruksi  wskt break 1300 pak jutha..

Turun trus ga ada abise..

Apa ak jual saja kah

Loss gila2an.. 30% an",1:17:10 PM,Monday March 29 2021,Negatif
226,227,ARAKAN IHSG 30MAR - 01 APRIL THE LAST SEROK,Enakan broker summary ajaib bs lihat total broke sumaary buy n sell bed dn ipot g bs lihay totalny dibawah,1:17:08 PM,Monday March 29 2021,Hapus
227,228,Fajar Oktavaria,"Ga jadi SSP pun bukan berarti ga bisa naik juga ya *siapkan trade plan masing""",12:49:05 PM,Monday March 29 2021,Hapus
228,229,Fajar Oktavaria,"Membalas : Kata pakde HM kalo break 300 confirm ssp apa nunggu break ya buat avg up
""CENT break 300 minggu ini confirm SSP"", minggu ininya jangan lupa dibaca juga ya pak
missleading nanti jadinya  ",12:45:28 PM,Monday March 29 2021,Positif
229,230,Ardiyan Bagas,"Membalas : Boleh asal tau aturan avg up
Saya baru masuk 50% pakde
Membalas : Betul  mngkanya jangan diomongin terus  Ardiyan kalo break bisa cicil jngan all in, tunggu candle konfirm hari jum'at karna h
Oh okay suhu  ",12:42:42 PM,Monday March 29 2021,Hapus
230,231,Kaanz ,"Membalas : Makin ramai = biaya yg harus dikeluarkan bandar makin besar maka bisa merusak pola,
Betul  mngkanya jangan diomongin terus 

Ardiyan kalo break bisa cicil jngan all in, tunggu candle konfirm hari jum'at karna hitungan weekly, berhubung jum'at tanggal merah jadi hari kamis ",12:41:15 PM,Monday March 29 2021,Positif
231,232,Hendro Masori,"Membalas : Cent masi boleh avg up gak ya?
Boleh asal tau aturan avg up",12:41:08 PM,Monday March 29 2021,Positif
232,233,Fajar Oktavaria,"Membalas : Kata pakde HM kalo break 300 confirm ssp apa nunggu break ya buat avg up
Minggu ini bukan hari ini, SSP weekly bukan daily
jadi confirmnya ya nanti kamis
jika mau avg up ya lebih baik saat confirm *jika alasannya pola, jika RI lain urusan",12:40:32 PM,Monday March 29 2021,Positif
233,234,Jafar Sim,"Membalas : Bnyak diomongin jadi makin fomo  awas loh hati"" ini masih awal ya masih ada 3hari kedepan
Makin ramai = biaya yg harus dikeluarkan bandar makin besar maka bisa merusak pola,",12:39:33 PM,Monday March 29 2021,Hapus
234,235,Ardiyan Bagas,"Membalas : Hahahah fomo , awas loh trading plan nya gmna?
Kata pakde HM kalo break 300 confirm ssp apa nunggu break ya buat avg up",12:39:18 PM,Monday March 29 2021,Hapus
235,236,Kaanz ,"Membalas : Cent jadi rame, bukan saya yg rame in yaa   Aho    
Bnyak diomongin jadi makin fomo  awas loh hati"" ini masih awal ya masih ada 3hari kedepan ",12:38:47 PM,Monday March 29 2021,Hapus
236,237,Tommy Hermes,CENT masih bisa masuk ga?,12:37:54 PM,Monday March 29 2021,Hapus
237,238,Jafar Sim,"Cent jadi rame, bukan saya yg rame in yaa   Aho    ",12:37:24 PM,Monday March 29 2021,Positif
238,239,Kaanz ,"Membalas : Cent masi boleh avg up gak ya?
Hahahah fomo , awas loh trading plan nya gmna?",12:36:46 PM,Monday March 29 2021,Hapus
239,240,Ardiyan Bagas,Cent masi boleh avg up gak ya?,12:35:07 PM,Monday March 29 2021,Hapus
240,241,Puspita Wardani,"Membalas : Ingat notes pakde : ""minggu ini"" bukan hari ini, kalo mau nyopet karna pola SSP siapkan trade plannya belum ngerti pola SSP ? Mo
SSP",12:34:58 PM,Monday March 29 2021,Hapus
241,242,Rey,"Membalas : Maaf, SSP apa ya? Google nemunya surat setoran pajak  
Scroll keatas ada video penjelasannya",12:33:53 PM,Monday March 29 2021,Hapus
242,243,Jay Jay,"yg penting jgn putus assa, tetap berdoa sama Yang Maha essa",12:32:54 PM,Monday March 29 2021,Hapus
243,244,Kaanz ,"Membalas :    banyak yg nyuri start termasuk saya
Gpp yang penting stay to the trading plan, atur risk bila gagal pola ",12:30:49 PM,Monday March 29 2021,Hapus
244,245,Diana ajaaa:rocket::rocket::rocket:,"Membalas : CENT break 300 minggu ini confirm SSP
  ",12:18:23 PM,Monday March 29 2021,Hapus
245,246,Novra,"Membalas : CENT break 300 minggu ini confirm SSP
Sy udh curi start duluan pak    ",12:13:48 PM,Monday March 29 2021,Positif
246,247,Kaanz ,"Membalas : Ingat notes pakde : ""minggu ini"" bukan hari ini, kalo mau nyopet karna pola SSP siapkan trade plannya belum ngerti pola SSP ? Mo
Mantap ini sekalian kasih video biar makin jelas  
Membalas : Mantap ini sekalian kasih video biar makin jelas  
Wah baru diomongin ternyata udah menuju ATH, tadi masih 288 , awas yng mau masuk duluan, buat strategi nya ya ",12:07:20 PM,Monday March 29 2021,Bingung
247,248,Mic,"Membalas : CENT break 300 minggu ini confirm SSP
300 ath cent   ",12:04:10 PM,Monday March 29 2021,Bingung
248,249,Rui :rocket: :speedboat::dancer: ,"Membalas : SAME gmana ci? Masih boleh masuk?
Saya masi nawar ala emak2 di 420an kak   ",12:03:26 PM,Monday March 29 2021,Positif
249,250,Tommy Hermes,"Arakan CENT ndar :rocket::rocket::rocket:
Membalas :     ... ya memang sesuai trading plan masing2    ... saya masi hold CENTnya ... belajar dari SAME, selama momentum belum hi
SAME gmana ci? Masih boleh masuk?",12:00:54 PM,Monday March 29 2021,Hapus
250,251,Van BS,"Membalas : CENT break 300 minggu ini confirm SSP
Siapp pakde maturnuwn",12:00:14 PM,Monday March 29 2021,Hapus
251,252,Fajar Oktavaria,"Membalas : Saat nanti sesi 2 kalau sampe bikin jarum suntik     #bukanmendoakanbuatjaga2saja Fajar Oktavaria pakai sekuritas apa kak?
Baru tadi saya sebut poems, KK(phillip) kak rui   

Kalo mau bikin lagi saya niatnya mau bikin mirae pak (jika tujuannya fee yang murah)   @kaanz_id
Membalas : CENT break 300 minggu ini confirm SSP
Ingat notes pakde : ""minggu ini"" bukan hari ini, kalo mau nyopet karna pola SSP siapkan trade plannya
belum ngerti pola SSP ? Monggo ditonton dulu youtube pakde tentang SSP  

https://youtu.be/rGe-_AoO4Kk

https://youtu.be/q2kJY9JLsXI",11:55:25 AM,Monday March 29 2021,Hapus
252,253,Kaanz ,"Membalas : Demi real time gratis, komisi broker mesti 25k perbulan terpaksa mesti melepaskan dulu kak rui
Sucor realtime jg pak, minimum depo juga  saya baru bikin fee jg lumayan murah",11:52:32 AM,Monday March 29 2021,Hapus
253,254,Fajar Oktavaria,"Membalas :     ... ya memang sesuai trading plan masing2    ... saya masi hold CENTnya ... belajar dari SAME, selama momentum belum hi
Demi real time gratis, komisi broker mesti 25k perbulan terpaksa mesti melepaskan dulu kak rui   ",11:51:31 AM,Monday March 29 2021,Hapus
254,255,Kaanz ,"Membalas : CENT break 300 minggu ini confirm SSP
Mantap pak de masih fullcash nunggu SSP , udah nunggu dari kemarin ",11:51:27 AM,Monday March 29 2021,Positif
255,256,Kaanz ,"Membalas :     ... ya memang sesuai trading plan masing2    ... saya masi hold CENTnya ... belajar dari SAME, selama momentum belum hi
Hahaha mantap ci  ",11:50:25 AM,Monday March 29 2021,Hapus
256,257,Rui :rocket: :speedboat::dancer: ,"Membalas : Jangan ngikutin saya, saya keluar masuk buat menuhin fee broker aja biar real timenya gratis
    ... ya memang sesuai trading plan masing2    ... saya masi hold CENTnya ... belajar dari SAME, selama momentum belum hilang, tahaaaannnnn!!!    ",11:49:48 AM,Monday March 29 2021,Netral
257,258,Hendro Masori,CENT break 300 minggu ini confirm SSP,11:49:17 AM,Monday March 29 2021,Positif
258,259,M Rodi,"Membalas : Gd luck
siyap haka LUCK.  ",11:48:57 AM,Monday March 29 2021,Positif
259,260,Kaanz ,"Membalas : Jangan ngikutin saya, saya keluar masuk buat menuhin fee broker aja biar real timenya gratis
Broker apa an pak? Kok ada syarat kek gtu ",11:45:34 AM,Monday March 29 2021,Hapus
260,261,Fajar Oktavaria,"Membalas :    
Jangan ngikutin saya, saya keluar masuk buat menuhin fee broker aja biar real timenya gratis   ",11:44:24 AM,Monday March 29 2021,Hapus
261,262,Meneer Greg,Gd luck,11:44:14 AM,Monday March 29 2021,Hapus
262,263,Ferri Sutanto,"Membalas : Try it, limit the risk Make sure ratio 3:1 Enter Initially 30% *Disc on
Noted pak .. Thanks  ",11:43:42 AM,Monday March 29 2021,Hapus
263,264,Meneer Greg,"Membalas : dan berada pada area support
Try it, limit the risk

Make sure ratio 3:1
Enter Initially 30%

*Disc on",11:43:13 AM,Monday March 29 2021,Hapus
264,265,Bu Nana,"Membalas : Intinya siapkan trading plan Bu, sudah dibahas sering2 kalau mau sukses tradingnya, trading plan itu perlu, jadi mau BO atau ga
Ya bu Rui uda ts",11:42:14 AM,Monday March 29 2021,Hapus
265,266,Tommy Hermes,"Membalas : Maksudnya kak?
Masuk papan  akselerasi seperti PLAN ?!",11:42:01 AM,Monday March 29 2021,Hapus
266,267,Fajar Oktavaria,"Membalas : Maksudnya kak?
Coba baca ulang saat ex date RI apa yang terjadi (arto, same), eh bentar pertanyaannya mengarah ke mana ?",11:41:37 AM,Monday March 29 2021,Hapus
267,268,Bu Nana,Wah cent ada repo,11:41:14 AM,Monday March 29 2021,Positif
268,269,Tony Irawan,https://www.cnbcindonesia.com/market/20210316115228-17-230456/lunasi-repo-trimegah-sekuritas-lepas-saham-cent-rp-398-m,11:39:58 AM,Monday March 29 2021,Hapus
269,270,Ferri Sutanto,"Meneer #ASRI sepertinya ini valid buy y pak  
Ini adalah foto",11:38:02 AM,Monday March 29 2021,Positif
270,271,Fajar Oktavaria,"Membalas : Ayokk saya masih mantau sambil minum cofee , cash masih aman
Saya malah udah TP    ",11:37:36 AM,Monday March 29 2021,Hapus
271,272,Kaanz ,"Membalas : Intinya siapkan trading plan Bu, sudah dibahas sering2 kalau mau sukses tradingnya, trading plan itu perlu, jadi mau BO atau ga
Nahh setuju dengan pendapat ci Rui, kalo udah tau mau masuk harusnya udah tau kalo mau keluar juga, mau TP nya ataupun CL nya, plan your trade, and trade you plan ",11:36:05 AM,Monday March 29 2021,Hapus
272,273,Rui :rocket: :speedboat::dancer: ,"Membalas : Bisa bo ngga bu?
Intinya siapkan trading plan Bu, sudah dibahas sering2 kalau mau sukses tradingnya, trading plan itu perlu, jadi mau BO atau ga jadi BO, sudah tahu apa yang akan dilakukan, ga bingung mau ngapain atau mengharapkan sesuatu yang tidak pasti     ",11:34:36 AM,Monday March 29 2021,Hapus
273,274,Bu Nana,"Membalas : Hr ini CENT nya ngegas trs  
Bisa bo ngga bu?",11:31:26 AM,Monday March 29 2021,Hapus
274,275,Fajar Oktavaria,kalo mau gas terus closing rabu mesti >324 walau kamis arb pun tetap confirm,11:31:01 AM,Monday March 29 2021,Bingung
275,276,Kaanz ,"Membalas : stop dulu pak gasnya lanjut rabu atau kamis gitu biar confirm  
Ayokk saya masih mantau sambil minum cofee , cash masih aman ",11:30:18 AM,Monday March 29 2021,Hapus
276,277,Nyangkuter Teh Pucuk,serem antm dipagerin 559K lot   ,11:29:42 AM,Monday March 29 2021,Positif
277,278,Aho Lie,"Membalas : Hr ini CENT nya ngegas trs  
Saya gasss...in    ",11:25:57 AM,Monday March 29 2021,Positif
278,279,Puspita Wardani,Hr ini CENT nya ngegas trs  ,11:23:33 AM,Monday March 29 2021,Positif
279,280,hery,"Membalas : BRMS ngeri ya..
serem hu",11:20:24 AM,Monday March 29 2021,Hapus
280,281,Muhammad Fajar,"Ihsg ijoo, kok sepi yaaa, lemah lesuu",11:19:16 AM,Monday March 29 2021,Negatif
281,282,Billy,BRMS ngeri ya..,11:17:50 AM,Monday March 29 2021,Hapus
282,283,Bu Nana,"Membalas : Masi kurang mengerti tebus R W nya gmn untuk brms
Masi besok pak
Brms lama tapi
Ini adalah foto
Membalas : Semoga ada yg nolong   
Aamiin",11:12:06 AM,Monday March 29 2021,Hapus
283,284,Johny,"Membalas : Pantau KPAL
TP?",11:11:03 AM,Monday March 29 2021,Negatif
284,285,ERSON S,Pantau KPAL,11:09:30 AM,Monday March 29 2021,Hapus
285,286,Anthony Ramli,Masi kurang mengerti tebus R W nya gmn untuk brms,10:48:05 AM,Monday March 29 2021,Hapus
286,287,Dane Fernando,"Ga da plan trading, ya beli PLAN aja ",10:45:22 AM,Monday March 29 2021,Positif
