,Data,User,Pesan,Saham,Jam,Tanggal,Status
91,92,Kirana L,"Waduh @DapurEka saya berharap kondisi cepat pulih 
Tp menurut sya kalo seandainya worst case butuh waktu 2 tahun utk balikin modal bapak hanya utk pakpok - biaya sekuritas bagaimana pak ? 

Skrang kalo boleh saya tanya ke bapak, apakah ada yang tau kapan bncana datang contoh lah tanah longsor mendadak terjadi dan nilai suatu bangunan turun ?

Itu sama seperti saham bapak... dipertimbangkan saja lagi tp kalo yg saya liat hanya unvr saja yang saya kalo jadi bpak akan CL",UNVR,2:32:39 PM,Monday April 5 2021,Hapus
92,93,Chai Lie,"Membalas : Mau tanya jika ada 10 saham di porto merah semua apakah CL itu jalan yg terbaik? Minus terbesar ada di TINS sudah minus 21%, jik
Tergantung ibu penganut trader atau investor",TINS,2:26:11 PM,Monday April 5 2021,Hapus
93,94,Dane Fernando,"Membalas : BJBR -3,6%, BJTM -9,1%, DMAS -5,6%, ESSA -4,1%, HMSP -9,2%, JSMR -8,6%, SSIA -10,4%, TINS -22%, UNVR -12,4% apakah saham yg say
Layak hold mnrt saya, sptinya saham dividen yg di porto.","BJBR,BJTM,DMAS,ESSA,HMSP,JSMR,SSIA,TINS,UNVR",2:20:01 PM,Monday April 5 2021,Netral
94,95,DapurEka,"Membalas : Minusnya rata2 berapa%?
BJBR -3,6%, BJTM -9,1%, DMAS -5,6%, ESSA -4,1%, HMSP -9,2%, JSMR -8,6%, SSIA -10,4%, TINS -22%, UNVR -12,4%

apakah saham yg saya punya layak untuk di hold? Lalu solusi terbaik bagaimana ya pak? ","BJBR,BJTM,DMAS,ESSA,HMSP,JSMR,SSIA,TINS,UNVR",2:16:58 PM,Monday April 5 2021,Netral
95,96,Budi Lukman,"Membalas : Dan tiba2 semua lupa dgn berita2 buruk apapun ketika market berbalik arah nantinya  Yg pas market down mengkeret kayak tikus k
Amin   
terima kasih pak Jutha",AMIN,2:16:32 PM,Monday April 5 2021,Hapus
96,97,Dane Fernando,"Membalas : Mau tanya jika ada 10 saham di porto merah semua apakah CL itu jalan yg terbaik? Minus terbesar ada di TINS sudah minus 21%, jik
Minusnya rata2 berapa%?",TINS,2:11:57 PM,Monday April 5 2021,Hapus
97,98,DapurEka,"Mau tanya jika ada 10 saham di porto merah semua apakah CL itu jalan yg terbaik? Minus terbesar ada di TINS sudah minus 21%, jika menggunakan uang dingin apakah layak saham di hold. Mohon masukannya  ","TINS,UANG",2:10:44 PM,Monday April 5 2021,Hapus
98,99,Faliq H,"Membalas : Kayak pernah baca sekilas, bukunya tante anna couling ya pak?
iya pak",BACA,2:07:14 PM,Monday April 5 2021,Hapus
99,100,Dream Big,BCAP EP makan EP mau goreng tapi gak mau pake modal,BCAP,2:07:08 PM,Monday April 5 2021,Hapus
100,101,Lee Khong Huan,"Membalas : Photo
Kayak pernah baca sekilas, bukunya tante anna couling ya pak?",BACA,2:03:52 PM,Monday April 5 2021,Hapus
101,102,RBTAN59,ayo om pillay.. ara kan mppa nya spy cepet balik piutang nya jg dah deket puasa bakal rame pengunjung matahari nya    ,MPPA,1:58:11 PM,Monday April 5 2021,Positif
102,103,Jafar Sim,"Gaeess terlepas dari benar atau salah prediksinya, kita bebas koq mau ikut atau ga, kalau saya sih malah beruntung suhu suhu di sini mau sharing, justru banyak belajar saya dari mereka   ga usa di judge, tinggal cocok = ikut, ga cocok = abaikan",SINI,1:46:49 PM,Monday April 5 2021,Hapus
103,104,Jutha Bram,"Saya posting ini di grup saya, kalau salah maafkan. Krn prediksi blm tentu bener:


ALL, Attention Please.

Penurunan indeks sekarang ini, akan mentrigger suatu gerakan massive buy nantinya ketika waktu pembalikan tiba.

Seperti yg saya bilang jauh2 hari, pengaruh bearish dari planetary ini akan selesai di tanggal 5 April, dan waktu pembalikan yg membuat gerakan Bullish keatas diperkirakan akan terjadi pada tanggal 7 atau 8 April.

Jadi,di tanggal 5 april nantinya, kita akan melihat suatu gerakan massive dan volatile dari saham2 bluechip. Bisa jadi paginya dihajar kebawah, kemudian sore diangkat, atau sebaliknya, yang hampir pasti, masuk di selasa akan aman.

Apapun itu,kita baru bisa masuk dan cicil buy di besok KALAU besok indeks di area 5750-5850 (akan sangat volatile karena Jumat libur).

Jika tidak, tahan dan tunggu sampai hari selasa baru kita buy.

Siapkan nyali anda,karena nanti di Selasa, pas kita masuk BUY, bisa jadi indeks lagi meluncur deras kebawah atau naik pesat keatas. VOLATILITAS akan Meningkat Drastis!

Saru hal Kunci yang harus diperhatikan:
Peningkatan volume di sesi 1. Kalau ada volume diatas 6T di sesi 1, it's a sign to start buying.

What to buy? Belilah saham yang memenuhi 3 kaidah ini:
1. Saham2 yg uptrend, yg sedang berkonsolidasi.
2. Saham uptrend yg masih diakumulasi.
3. Ada peningkatan fundamental kedepannya atau lapkeu yang bagus.

Sector pilihan:
Banking, Property/Konstruksi, Coal Mining dan CPO.

GOOD LUCK, May Allah help us and give us the guidance in the morning. Amiiin  ","AMAN,GOOD,LUCK",1:46:35 PM,Monday April 5 2021,Bingung
104,105,Polma Tambunan,"Membalas : analisamu gmn?
Pengennya yg pasti cuan. Auto bullish kali ya",AUTO,1:46:09 PM,Monday April 5 2021,Hapus
105,106,hery,"Membalas : Sekarang ini.. Good news is a bad news.. Wallstreet gampang kok memutar balikan itu.. Contoh.. Waktu covid.. Bad news is a bad n
 ",GOOD,1:42:08 PM,Monday April 5 2021,Hapus
106,107,Muhammad Repi,Pyfa ?,PYFA,1:33:49 PM,Monday April 5 2021,Hapus
107,108,Chak Roy,"Membalas : Pintar ya EMTK, habis akuisisi SAME dipakai buat cari modal untuk jual EMC punya dia... keren abis eksekusinya. Cek aja modal di
Dulu pernah di bahas sama pak @Hermantosardan di ytb nya
EMC juga punya lahan kosong utk ekspansi usaha 
Saya pernah bilang di sini dulu","EMTK,SAME,SINI",1:31:41 PM,Monday April 5 2021,Hapus
108,109,Benhan,"Pintar ya EMTK, habis akuisisi SAME dipakai buat cari modal untuk jual EMC punya dia... keren abis eksekusinya.
Cek aja modal dia keluar berapa dan dapatnya berapa dlm bentuk aset maupun market cap","EMTK,SAME",1:29:05 PM,Monday April 5 2021,Positif
109,110,Rui :rocket: :speedboat::dancer: ,"Membalas : Iku nimbrung cik  
Hayo hayo monggo kak, ini ada pisang goreng dinikmati dl sembari menunggu yg lain nimbrung

EMTK jd standby buyer lagi ni buat RI berikutnya... 5.7M saham, berarti nanti ratio kurleb 2:1 ya buat induk dan R
Skrg udh ga buat bayar hutang lagi tp buat akuisisi EMCnya EMTK...
Hayooo

Benhan ditunggu kak    
Membalas : SAME - RI Kedua.pdf
Ini lho kak @andreasteddyy, si kak Hendra udh berbaik hati share informasi detailnya      ","EMTK,SAME",1:27:55 PM,Monday April 5 2021,Bingung
110,111,Benhan,"Membalas : Benhan itu SAME sdh keluar info mau RI lagi, hayuk2 rapatkan barisan, kita diskusi lagi
Ntar malam ya hehe",SAME,1:27:09 PM,Monday April 5 2021,Hapus
111,112,Andreas Teddy,"Membalas : Benhan itu SAME sdh keluar info mau RI lagi, hayuk2 rapatkan barisan, kita diskusi lagi
loh iya ya? wah coba ikutan ah kali ini, kemarin2 cuma buat swing trade aja di SAME  ",SAME,1:26:56 PM,Monday April 5 2021,Positif
112,113,Chak Roy,"Membalas : Benhan itu SAME sdh keluar info mau RI lagi, hayuk2 rapatkan barisan, kita diskusi lagi
Iku nimbrung cik  ",SAME,1:25:31 PM,Monday April 5 2021,Hapus
113,114,Billy,"Sekarang ini.. Good news is a bad news.. Wallstreet gampang kok memutar balikan itu.. Contoh.. Waktu covid.. Bad news is a bad news for market... Nah skrg bad news is a good news for the market.. Disana loh ya.. Kita tau ihsg suka mau2 dia   narasi dari dlu selalu kaya gini.. Narasi di buat supaya market bergerak.. Klo ga ada narasi ya ga kemana2 market.. Sayang nya karena market kita masih ngikut wallstreet moslty, dia turun gede kita mau ga mau kena.. Giliran mereka ath kita nyari justifikasi knpa harus ath juga... Plus ekspektasi kita ketika ada big QE uang lari ke EM nyatanya malah keluar... So kita tunggu narasi2 selanjutnya.. Dan benar ketika semua berita jelek keluar disitu biasanya udh disiapkan narasi yg bakal bikin market reversal.. Dan nanti ketika udh peak ya dibuat lg narasi nya.
Perhatikan bagaimana analis2 wallstreet menggiring opini bahwa reopening ekonomi akan menimbulkan risiko inflasi yg tak terkontrol even the fed dgn yield curve intervention nya saja diprediksi akan kehilangan kontrol karena jumlah M2 yg ada saat ini terlalu berlebihan.. Bandingkan dgn dlu.. Dimana wallstreet pngn covid hilang cpt dan ekonomi kembali jalan... Ya gtu lah wallstreet.. Selalu membuat narasi buat kepentingan2 mereka  ","GOOD,UANG",1:22:52 PM,Monday April 5 2021,Bingung
114,115,Hauw,"Ya padahal di bursa itu kita gak bisa sendiri
Makanya namanya wolf of wall street
Because wolf hunts in pack
Makin toxic masa orang2 makin merapat Pak wkwk",MASA,1:16:13 PM,Monday April 5 2021,Hapus
115,116,Windo,"Membalas : Kalo kaya gini uda susah makin susah dulu di Stockbit ada 1 user toxic banget namanya chinmi. Dia orang bangkrut 2x dr saham. Pa
Emg bukan jodohnya di saham Hu. Jodohnya di kungfu...

Lama ga baca Chinmi   ",BACA,1:15:09 PM,Monday April 5 2021,Hapus
116,117,Hauw,"Kalo kaya gini uda susah makin susah dulu di Stockbit ada 1 user toxic banget namanya chinmi. Dia orang bangkrut 2x dr saham. Pas kebangkrutan kedua damage nya sampe ke bisnis real ama keluarganya
Masa uda dia beli ga bole turun  ","MASA,REAL",1:12:33 PM,Monday April 5 2021,Hapus
117,118,Researcher,"Membalas : Photo
kalo trading beli di pucuk baru jual sekarang boncosnya gede, kalo invest juga fundamentalnya wskt ancur  ",WSKT,1:12:16 PM,Monday April 5 2021,Negatif
118,119,Hauw,"Membalas : Photo
Lha tp uda dibilang kmrn2 kan di sini
Realisasi SWF jelek, out
Makanya ini alasan analisa fundamental aliran kaca spion suka kalah pas angka di laporan keuangan bagus semua harganya udah sampe langit",SINI,1:11:16 PM,Monday April 5 2021,Negatif
119,120,P007_MUHAMAD IKHSAN FIRDAUS_DEPOK,"Membalas : Benhan itu SAME sdh keluar info mau RI lagi, hayuk2 rapatkan barisan, kita diskusi lagi
Berubah lagi gak kak namanya? Haha  ",SAME,1:09:51 PM,Monday April 5 2021,Hapus
120,121,Rui :rocket: :speedboat::dancer: ,"Benhan itu SAME sdh keluar info mau RI lagi, hayuk2 rapatkan barisan, kita diskusi lagi   
",SAME,1:04:44 PM,Monday April 5 2021,Positif
121,122,Nanang Eko,"Membalas : Photo
Ini sh yg pnya wskt hrga 2000 pak carik, jd ngomel  gtu ",WSKT,12:57:07 PM,Monday April 5 2021,Hapus
122,123,Arif Rahman Hakim,"Membalas : Ingat hrs pake uang dingin sedingin freezer, semua juga yg punya nyangkut dan AVG down trus kalau kgk ada AVG down liat aja
Maksudnya kenapa bukan yg bikin news yg dihujat kan jd cocokmology wkwkwk walaupun memang parah sih kondisi keuangan perusahaannya","TRUS,UANG",12:46:58 PM,Monday April 5 2021,Hapus
123,124,Maimunah,"Membalas : Prihatin jg ya pak pdhl itu blog tanggal berapa dikait2-kan sama harga saham skrg
Ingat hrs pake uang dingin sedingin freezer, semua juga yg punya nyangkut dan AVG down trus kalau kgk ada AVG down liat aja","TRUS,UANG",12:44:42 PM,Monday April 5 2021,Hapus
124,125,Eko Bawono,"#BBRI
Ini adalah foto",BBRI,12:36:33 PM,Monday April 5 2021,Hapus
125,126,hery,cash out yah?,CASH,12:35:15 PM,Monday April 5 2021,Bingung
126,127,William Limanto,"Membalas : Bbri bole serok suhu?  
Supportnya klo di fibo saya 4150, Resistnya 4270",BBRI,12:34:52 PM,Monday April 5 2021,Positif
127,128,F. Setiawan,Bbri bole serok suhu?  ,BBRI,12:32:30 PM,Monday April 5 2021,Positif
128,129,William Limanto,"Membalas : Liat di ipot hari ini sih cum date nya, sudah ada nominal nya juga
Wah, terima kasih infonya, saya bbri brusan beli kmaren jumat gtw klo hri ini cumdatenya",BBRI,12:31:47 PM,Monday April 5 2021,Positif
129,130,Eko Bawono,"Selamat siang sobat TT. Smga sll sehat
Ijin nimbrung chart #PTPP
Ini adalah foto",PTPP,12:31:11 PM,Monday April 5 2021,Hapus
130,131,Andreas Teddy,"Membalas : Oiya bbri cumdate hri ini?
Liat di ipot hari ini sih cum date nya, sudah ada nominal nya juga",BBRI,12:30:00 PM,Monday April 5 2021,Positif
131,132,William Limanto,Oiya bbri cumdate hri ini?,BBRI,12:29:36 PM,Monday April 5 2021,Positif
132,133,Billy,"Membalas : Netsell asing tapi kan di bbri aja mostly
Overall situation ga cuma Hari ini aja..Di cek coba foreign masih in atau udh out flow thn ini.. Klo udh out flow berarti narasi makro nya wallstreet berhasil",BBRI,12:29:23 PM,Monday April 5 2021,Hapus
133,134,Ronny,"Membalas : Narasi makro ekonomi pak yg dimainkan.. Selalu seperti itu.. Good news is a bad news
Netsell asing tapi kan di bbri aja mostly","BBRI,GOOD",12:28:15 PM,Monday April 5 2021,Hapus
134,135,Billy,"Membalas : Ada hubungannya dgn bpjs tk koh??
Narasi makro ekonomi pak yg dimainkan.. Selalu seperti itu.. Good news is a bad news
",GOOD,12:25:23 PM,Monday April 5 2021,Hapus
135,136,rahmad,"Membalas : wskt td pas minus 4 persen yp msh dikit banget. Pas mulai minus 5/6 persen tiba2 yp langsung diatas 10 m. Nih bolpen pa siapa ya
retail yg pasang sl mungkin",WSKT,12:25:05 PM,Monday April 5 2021,Hapus
136,137,Taufiq,wskt td pas minus 4 persen yp msh dikit banget. Pas mulai minus 5/6 persen tiba2 yp langsung diatas 10 m. Nih bolpen pa siapa ya.,WSKT,12:21:27 PM,Monday April 5 2021,Positif
137,138,Muhammad Iriando,"Klo skr lg nyangkut, cek2 lagi laporan keuangan ny pak. Apkh trmasuk slh satu sentimen bumn yg merugi.. klo iya, saran ny sih mending cl dlu. Klo blm puny brg, wait n see smpe muncul pattern candlestick reversal di sekitar 1145. Ini link https://diskartes.com/2018/03/pola-bullish-reversal/
Diubek2 lagi pak sndiri chart nya. Jgn telen mentah2 saran dr sy atau siapapun. Krn duit anda, tnggungjwb  anda sndiri.  
Ini adalah foto","LINK,SATU",12:20:36 PM,Monday April 5 2021,Hapus
138,139,brian,"Membalas : Photo
Klu ptpp pak?
",PTPP,12:04:19 PM,Monday April 5 2021,Hapus
139,140,Bagus Musicallo,"Update Wskt
Ini adalah foto",WSKT,12:02:20 PM,Monday April 5 2021,Hapus
140,141,Bagus Musicallo,"Update Wika
Ini adalah foto",WIKA,11:54:58 AM,Monday April 5 2021,Hapus
141,142,Panji Wirawan,"Membalas : Photo
Sy wskt jg dapet bagger pak kmrn...haha...udah jual...pas turun jd profit 90an%...skrg kena zonk...lg di wave 4 memang ihsg...salah kmrn sy kira sudah selesai wave 4 wkt turun dlm ihsg pas akhir januari itu...trnyata belum selesai wave 4 nya...kmrn kan analisanya abis stimulus biden cair..ihsg bakal terbang...trnyata analisanya meleset smua.. bond yield naik...recovery us kuat dollar menguat...ambles lah ihsg...MDKA jg dah di hold lama2...kirain stlh dollar melemah bakal naik..gagal jg analisanya...hehe .nasib memang...analisa ttp analisa...","MDKA,WSKT",11:42:07 AM,Monday April 5 2021,Bingung
142,143,Jimmy,"Saya dulu punya WSKT (Jul 2020) average down terus sampai 785 dan posisi akhirnya -9.6%. Akhirnya awal tahun bisa TP di 1600an (lumayan lah 100% an). Maap screenshot pas floating profit 100% ga saya simpen. Lagian enakan screenshot loss biar memotivasi rekan-rekan  
Ini adalah foto",WSKT,11:37:44 AM,Monday April 5 2021,Bingung
143,144,Panji Wirawan,Ini tp wkr lapkeu kluar jg kalau ga slh dr akuntan yg audit jg mempertanyakan kelangsungan usaha dr wskt...soalny amburadul parah,WSKT,11:34:14 AM,Monday April 5 2021,Negatif
144,145,Rui :rocket: :speedboat::dancer: ,"Membalas : @RuiAuxilia @hmasori Billy GMN viewnya ? right issue kedua akusissi RS EMC dan RS lainnya
Saya masi hold sih kl SAME kak ... memang menunggu ini .... ternyata sudah keluar ya beritanya, thank you sharingnya       ",SAME,11:34:07 AM,Monday April 5 2021,Netral
145,146,Panji Wirawan,"Membalas : Sabar dikit lagi WSKT   Angka 1055 ini bagus untuk diperhatikan. Moga moga ga nembus ke bawahnya.
MA200 di 1010 kan ya",WSKT,11:33:12 AM,Monday April 5 2021,Bingung
146,147,Hendra Djan,"
Membalas : SAME - RI Kedua.pdf
@RuiAuxilia @hmasori Billy  GMN viewnya ? right issue kedua akusissi RS EMC dan RS lainnya",SAME,11:29:54 AM,Monday April 5 2021,Hapus
147,148,Jimmy,"Membalas : WSKT udah avg down bbrp kali smpe 30% dr total porto...biasanya 1saham 10% dr porsi total...skrg minus 17%     ancur2an wskt...
Sabar dikit lagi WSKT   Angka 1055 ini bagus untuk diperhatikan. Moga moga ga nembus ke bawahnya.",WSKT,11:28:56 AM,Monday April 5 2021,Positif
148,149,Ronny,"Membalas : WSKT udah avg down bbrp kali smpe 30% dr total porto...biasanya 1saham 10% dr porsi total...skrg minus 17%     ancur2an wskt...
Waduu... blom ada pantulang jgn di avg down. Blom keliatan ujungnya dimana",WSKT,11:22:30 AM,Monday April 5 2021,Hapus
149,150,Syrf Maulana,"Membalas : https://m.bisnis.com/kabar24/read/20210405/16/1376473/waskita-beton-wsbp-digugat-pkpu-ke-pn-jakarta-pusat
Sudah jatuh tetimpa tangga ini mah  ",WSBP,11:21:50 AM,Monday April 5 2021,Hapus
150,151,rahmad,"Membalas : WSKT udah avg down bbrp kali smpe 30% dr total porto...biasanya 1saham 10% dr porsi total...skrg minus 17%     ancur2an wskt...
kalo trader imo tidak boleh avg down pak",WSKT,11:21:41 AM,Monday April 5 2021,Hapus
151,152,Adion,"Membalas : WSKT udah avg down bbrp kali smpe 30% dr total porto...biasanya 1saham 10% dr porsi total...skrg minus 17%     ancur2an wskt...
Ke makan swf dlu skrg -39%",WSKT,11:19:21 AM,Monday April 5 2021,Negatif
152,153,Panji Wirawan,WSKT udah avg down bbrp kali smpe 30% dr total porto...biasanya 1saham 10% dr porsi total...skrg minus 17%     ancur2an wskt...,WSKT,11:18:38 AM,Monday April 5 2021,Negatif
153,154,Bambang P,Dgns,DGNS,11:13:30 AM,Monday April 5 2021,Hapus
154,155,Erich,sudah rapat kan itmg hari ini,ITMG,11:13:24 AM,Monday April 5 2021,Positif
155,156,Vetty Wei,"Membalas : Sy -30% . Mau CL gimana, gak CL serasa di iris   
Samaaaa   tar kuat turun sampe brp ni wskt...baru benerin porto, untung dr awal ga prnh average down",WSKT,11:11:41 AM,Monday April 5 2021,Negatif
156,157,OmJhon,DGNS,DGNS,11:11:06 AM,Monday April 5 2021,Hapus
157,158,Syrf Maulana,"Membalas : Banyak pengungsi dari PTBA pak 
Oalahh pantesan ITMG lancar laju nya  ","ITMG,PTBA",11:10:45 AM,Monday April 5 2021,Positif
158,159,Andre Salim,"Membalas : kecil dividendnya menurut rumor
yg paling ga cengli GGRM hu wes paling mahal g ada div",GGRM,11:10:06 AM,Monday April 5 2021,Hapus
159,160,Bagger Hunter,"Membalas : PTBA dividen sekitar 72.45 perak Dividen payout ratio 35% Yield sekitar 2.7% maish belum fix yah
Pantesan merah lumayan",PTBA,11:10:02 AM,Monday April 5 2021,Negatif
160,161,Andreas Teddy,BBRI cum date dividen hari ini tapi malah dibuang ya  ,BBRI,11:09:56 AM,Monday April 5 2021,Negatif
161,162,Septio Hanifa,MLPL nihhh,MLPL,11:09:50 AM,Monday April 5 2021,Hapus
162,163,Hanief Abdur Rahman,"Membalas : ITMG tumben nih   
Banyak pengungsi dari PTBA pak ","ITMG,PTBA",11:09:47 AM,Monday April 5 2021,Positif
163,164,Syrf Maulana,ITMG tumben nih   ,ITMG,11:09:08 AM,Monday April 5 2021,Positif
164,165,Jafar Sim,"PTBA dividen sekitar 72.45 perak
Dividen payout ratio 35%
Yield sekitar 2.7%

maish belum fix yah",PTBA,11:08:58 AM,Monday April 5 2021,Positif
165,166,Lee Khong Huan,itmg kok beraksi sendirian dari grup coal? ada news apa ya?,ITMG,11:08:57 AM,Monday April 5 2021,Positif
166,167,D F,"DPR PTBA tahun ini ternyata anjlok jadi hanya 35%, dividennya hanya sekitar Rp 72/lembar dan itu berarti dividen yieldnya hanya sekitar 2,7%.  

Mungkin bandar udah tau info ini jauh lebih dulu yaa, makanya dia distribusi terus.  
Ini adalah foto",PTBA,11:06:34 AM,Monday April 5 2021,Negatif
167,168,Billy,"Membalas : PTBA pun digebuki?
kecil dividendnya menurut rumor",PTBA,11:06:02 AM,Monday April 5 2021,Negatif
168,169,Anthony Ramli,Bris knp ini,BRIS,11:05:07 AM,Monday April 5 2021,Hapus
169,170,hery,PTBA pun digebuki?,PTBA,11:04:35 AM,Monday April 5 2021,Negatif
170,171,Carlo Micelli,"Membalas : buset ptba nya dibuang2 divnya jelek paling
Gpp, ntar juga naek lagi Q3-4 sesuai harga coal, hehe",PTBA,10:58:17 AM,Monday April 5 2021,Positif
171,172,Andre Salim,buset ptba nya dibuang2 divnya jelek paling,PTBA,10:56:20 AM,Monday April 5 2021,Negatif
172,173,Jimmy,"Membalas : Tins gmna y
Baik baik saja Pak. Sabar dikit lah logam logam an ini nunggu timing aja. Entah sore, entah besok, entah minggu depan. Buat trading masih bisa lah cuannya beli gorengan. Menurut saya loh ya. Keputusan buy or hold di jempol masing masing  ",TINS,10:43:33 AM,Monday April 5 2021,Netral
173,174,wira arta,"Membalas : Gan kalo deviden bbri masuk k rdn kita kpn ya?
Akhir bulan april",BBRI,10:43:01 AM,Monday April 5 2021,Bingung
174,175,Dito,"FILM dibuka hampir ARA, tetapi sekarang menuju ARB  begitulah nasibnya kalo ada si VVIP tukang guyur  ",FILM,10:42:18 AM,Monday April 5 2021,Negatif
175,176,Julianto Francis,Tins gmna y,TINS,10:39:19 AM,Monday April 5 2021,Hapus
176,177,Doni Tata,"buat yg punya WSKT hati"". konstruksi BUMN yg paling ancur. rugi 7T itu benar adanya. di lapangan byk proyek yg mangkrak dan gaji pernah telat 2 minggu #infolapangan",WSKT,10:38:07 AM,Monday April 5 2021,Negatif
177,178,Lee Khong Huan,"ke zimbabwe biar bisa punya uang yg nol-nya banyak ya pakde? 
Ini adalah foto",UANG,10:36:51 AM,Monday April 5 2021,Hapus
178,179,Hanip Ahmad,Gan kalo deviden bbri masuk k rdn kita kpn ya?,BBRI,10:36:32 AM,Monday April 5 2021,Hapus
179,180,Jimmy,WSKT kenangan masa lalu. Sempet 100% lebih awal tahun.  Biarkan jadi kenangan indah  ,"MASA,WSKT",10:35:43 AM,Monday April 5 2021,Positif
180,181,Yudha,WIKA yang terlihat strong kemarin ikut kebantai hari ini. Gapunya barang di konstruksi sih tp tega bgt ini bandarnya guyur   semoga yg didalem diberikan kesabaran,WIKA,10:33:29 AM,Monday April 5 2021,Negatif
181,182,Gigih,"Membalas : Photo
Apa itu WSKT    ",WSKT,10:32:55 AM,Monday April 5 2021,Hapus
182,183,Candra Basuni,"WSKT weekly
Ini adalah foto",WSKT,10:31:24 AM,Monday April 5 2021,Hapus
183,184,Indo Ardiansyah,"Cuan dari koin dipake trading di saham, boncos
Balik lagi ke koin, gitu2 aja terus  ",KOIN,10:31:03 AM,Monday April 5 2021,Bingung
184,185,Joe,"Membalas : Ga heran kalo bnyk yg pindah koin2an  
duit harus berputar   dimana ada bull di sana ada pesta :))",BULL,10:29:36 AM,Monday April 5 2021,Hapus
185,186,Elon Mas,nanti kalo koin di banting balik lagi ke saham  ,KOIN,10:29:24 AM,Monday April 5 2021,Bingung
186,187,Billy,"Bisa jadi selama ini ekspektasi terhadap SwF terlalu tinggi sehingga ketika eksekusi nya tak sesuai dgn perkiraan maka market akan punish saham nya...tp SwF ini emang jangka panjang sentimennya, tp momentum bisa aja surut dan muncul kembali, narasi yg digunakan kan hanya 2 itu...cash flow problem dan eksekusi risk",CASH,10:27:21 AM,Monday April 5 2021,Bingung
187,188,Erich,pindahkan ptpp sm wskt ke bursa crypto aja    ,"PTPP,WSKT",10:24:14 AM,Monday April 5 2021,Negatif
188,189,Puspita Wardani,"Membalas : Cent ga jebol"" 300 ya om
Sdh saatnya turun dulu, kemarin2 dikasih naik trs tiap hr, skrg dy lg istirahat dulu  ",CENT,10:23:59 AM,Monday April 5 2021,Negatif
189,190,Chai Lie,PTPP WSKT masuk kubur,"PTPP,WSKT",10:22:54 AM,Monday April 5 2021,Negatif
190,191,hery,PTPP WSKT masuk kandang,"PTPP,WSKT",10:20:43 AM,Monday April 5 2021,Negatif
191,192,Ninonino:ambulance::ambulance:,"Cent ga jebol"" 300 ya om",CENT,10:18:52 AM,Monday April 5 2021,Bingung
192,193,Mimi,"Membalas : Sedih bgt liat wskt   
Ga kuat naik dh -24% sy  ",WSKT,10:16:08 AM,Monday April 5 2021,Negatif
193,194,CHR27,Sedih bgt liat wskt   ,WSKT,10:14:23 AM,Monday April 5 2021,Negatif
194,195,"IHSGUYURAN BLM NGEPRANK, APRIL MOP HATI2 PREPARE IF MARKET CRASH","Kan sdh sy warning film kmarin hti2 blm ad distribusi situ yg nafsuan salah sndri jgn salahkan pom2.lg ya...tu bakal di arb 50% dr harga high..

Klo ga tau cra masuk dan keluar ga ush ikt2 deh nnt dah nyangkut bru sibuk..

Klo saya si sambil ngopi sambil nonton dan nunggu bgitu ihsg stabil fil kembali ke angka 300an.. /250 baru sy pertimbangkan",FILM,10:03:51 AM,Monday April 5 2021,Negatif
195,196,Mas Bro,ITMG diam2 to the moon  ,ITMG,10:03:25 AM,Monday April 5 2021,Positif
196,197,Jose - Aliran - YPC,"Membalas : fix DI tukang pompom
bukan Om, arahan pembahasannya sebenernya agar pemerintah segera mempercepat swf dan fokus kesehatan keuangan bumn karya sebelum punya plan2 untuk pembangunan, tapi ya biasa lah news, kan dibikin persepsi ke arah sana",AGAR,10:01:58 AM,Monday April 5 2021,Hapus
197,198,45$$3 Chandera Husin,Sepertinya EXCL mau mulai terbang..... Guys........ YU sudah akum seminggu..... beli terus...,EXCL,9:59:51 AM,Monday April 5 2021,Positif
198,199,rahmad,apakah wskt arb lagi?,WSKT,9:58:02 AM,Monday April 5 2021,Negatif
199,200,Ninonino:ambulance::ambulance:,Mari same essa opms naiknya signifikan bgt ya om,"ESSA,MARI,OPMS,SAME",9:53:36 AM,Monday April 5 2021,Positif
200,201,Arif Robani,Film dibanting,FILM,9:44:29 AM,Monday April 5 2021,Negatif
201,202,Andre Salim,"film sadis
",FILM,9:39:37 AM,Monday April 5 2021,Bingung
202,203,Mic,MLPL FLY THE MOON,MLPL,9:39:10 AM,Monday April 5 2021,Positif
203,204,Candra Basuni,https://m.bisnis.com/market/read/20210404/192/1376350/berbalik-untung-kinerja-kimia-farma-kaef-ditopang-bisnis-tes-pcr-dan-rapid,KAEF,9:34:48 AM,Monday April 5 2021,Hapus
204,205,Jafar Sim,"Membalas : Selamat Pak DMMX nya  
Terima kasih banyak bantuannya   ",DMMX,9:32:30 AM,Monday April 5 2021,Hapus
205,206,Fadli,"Membalas : Rekomen org om, soalnya baru"" masuk gitu pasar modal. Dulu pas awal beli tfas ptba sm tlkm
Kalo di rekomenya usah kena target tp, di tp aja/pasang TS biar gak pusing","PTBA,TFAS,TLKM",9:32:17 AM,Monday April 5 2021,Bingung
206,207,Ninonino:ambulance::ambulance:,"Membalas : Waktu beli tfas? Rekomendasi dr orang/analisa ?
Rekomen org om, soalnya baru"" masuk gitu pasar modal. Dulu pas awal beli tfas ptba sm tlkm","PTBA,TFAS,TLKM",9:31:52 AM,Monday April 5 2021,Hapus
