,Data,User,Pesan,Jam,Tanggal,Status
87,88,Rui :rocket: :speedboat::dancer: ,"Membalas : dapet ini pasti same di ma 20 kan mba rui    
Baru dikit, besok lagi   ",3:35:49 PM,Tuesday March 30 2021,Bingung
88,89,Lukas Santoso,"Membalas : https://market.bisnis.com/read/20210330/7/1374514/historia-bisnis-geger-saham-palsu-hmsp-inco-smgr-inkp-inru
itu komputernya sdh msk museum semua itu...  ",3:32:02 PM,Tuesday March 30 2021,Hapus
89,90,hery,"Membalas : https://market.bisnis.com/read/20210330/7/1374514/historia-bisnis-geger-saham-palsu-hmsp-inco-smgr-inkp-inru
wow, bisa yah  ",3:30:39 PM,Tuesday March 30 2021,Hapus
90,91,Redy Yeee,"Membalas : kan patriotik kak, MERAH DARAHKUUUU!!!      
dapet ini pasti same di ma 20 kan mba rui    ",3:26:55 PM,Tuesday March 30 2021,Positif
91,92,Iqbal,BNBA apa kabar ya? Masih arb kah?,3:25:25 PM,Tuesday March 30 2021,Negatif
92,93,Elon Mas,"Membalas : Bursa efek BUMN WSKT WIKA PTPP ADHI      
dibohongin SWF ",3:25:03 PM,Tuesday March 30 2021,Negatif
93,94,Severinus Utomo,"Membalas : Harus nya bursa di indo banyak ya.. Biar kaya di us.. Misal bursa epek Sumedang
Bursa efek BUMN WSKT WIKA PTPP ADHI      ",3:23:42 PM,Tuesday March 30 2021,Hapus
94,95,Kevin SP,"Membalas : Harus nya bursa di indo banyak ya.. Biar kaya di us.. Misal bursa epek Sumedang
yg daftar ipo yg jualan tahu sumedang semua Ko  ",3:23:23 PM,Tuesday March 30 2021,Hapus
95,96,Ratih Estiani,"Membalas :   
Qjd inget pas ihsg merah2 trus tiba2 ditarik ijo mas..wkwkwkwk",3:23:21 PM,Tuesday March 30 2021,Positif
96,97,Billy,Harus nya bursa di indo banyak ya.. Biar kaya di us.. Misal bursa epek Sumedang,3:22:16 PM,Tuesday March 30 2021,Hapus
97,98,Yudha,"Membalas : Hayo.. Yg Baca judul nya aja langsung panik  
Judulnya aja ada kata: historia koh  ",3:22:07 PM,Tuesday March 30 2021,Hapus
98,99,Jimset,"Membalas : https://market.bisnis.com/read/20210330/7/1374514/historia-bisnis-geger-saham-palsu-hmsp-inco-smgr-inkp-inru
Lihat gambar, masih monitor tabung, jangan2 pentium  ",3:21:04 PM,Tuesday March 30 2021,Hapus
99,100,Billy,Hayo.. Yg Baca judul nya aja langsung panik  ,3:19:55 PM,Tuesday March 30 2021,Hapus
100,101,Hauw,"Membalas : https://market.bisnis.com/read/20210330/7/1374514/historia-bisnis-geger-saham-palsu-hmsp-inco-smgr-inkp-inru
Ini pas jaman saya masi TK Koh wkwkw",3:19:54 PM,Tuesday March 30 2021,Hapus
101,102,Fakhri Arsyan,"Bbri ngeri bgt ya candle hari ini, kemarin2 bca   ",3:13:27 PM,Tuesday March 30 2021,Bingung
102,103,Tejo Arum,"Membalas : kak, gimna nih prospeknya antm ke depan?
ANTAM berANTEM     ",3:13:11 PM,Tuesday March 30 2021,Negatif
103,104,Benhan,"Membalas : kak, gimna nih prospeknya antm ke depan?
Emangnya masih ada prospek?  ",3:00:30 PM,Tuesday March 30 2021,Hapus
104,105,M. Zakaria Yahya,"kak, gimna nih prospeknya antm ke depan?",2:58:40 PM,Tuesday March 30 2021,Hapus
105,106,joshuatheo,"Membalas : Tetap bersyukur ACES ijo... 
begitupula kalo merah pak  ",2:47:53 PM,Tuesday March 30 2021,Hapus
106,107,Carlo Micelli,Tetap bersyukur ACES ijo... ,2:46:51 PM,Tuesday March 30 2021,Positif
107,108,Lee Khong Huan,"Hari ini kayaknya ma20 seperti yg lalu , mjd tempat memantul same, entah besok.
Ini adalah foto",2:41:34 PM,Tuesday March 30 2021,Hapus
108,109,Mas Bro,"Sudah semestinya BPJS lebih milih beli bond daripada high risk asset spt saham. Bond yield indo segitu loh
Ini adalah foto",2:40:35 PM,Tuesday March 30 2021,Bingung
109,110,Dharma,"Ini pgas napa om, kok broker saham bandar pada pungutin?
Ini adalah foto",2:39:02 PM,Tuesday March 30 2021,Positif
110,111,Aho Lie,"Membalas : Yuhu CENT    
Thanks ya udh bilgin masinis jempt ",2:35:39 PM,Tuesday March 30 2021,Hapus
111,112,41056 (Rizki Putra Perdana),yok essa ribon yokk,2:33:09 PM,Tuesday March 30 2021,Positif
112,113,Puspita Wardani,Yuhu CENT    ,2:32:40 PM,Tuesday March 30 2021,Hapus
113,114,Tejo Arum,Cent ngamuk,2:31:47 PM,Tuesday March 30 2021,Positif
114,115,Chai Lie,"Membalas : Semua perusahaan merugi pak karena covid, kalau covid selesai ya naik lagi, konstruksi emg lg lesu tahun lalu, tahun ini uda mem
Amin",2:31:06 PM,Tuesday March 30 2021,Hapus
115,116,Jafar Sim,"Saya coba sharing pendapat saya yaa, dunt worry ihsg badai hari ini karena bank besar aja kena imbas yg berita tadi, dan saham konstruksi wskt dkk aja yg jadi pemberat, sebelihnya masih cukup normal on tracj,
Ini adalah foto",2:30:15 PM,Tuesday March 30 2021,Bingung
116,117,Faliq H,"Membalas : Deviden maaf.... 
dividen [di vi den] Kata Nomina (kata benda)
Pengucapan: divid n

    1) bagian laba atau pendapatan perusahaan yang besarnya ditetapkan oleh direksi serta disahkan oleh rapat pemegang saham untuk dibagikan kepada para pemegang saham;
    2) sejumlah uang yang berasal dari hasil keuntungan yang dibayarkan kepada pemegang saham sebuah perseroan;",2:26:39 PM,Tuesday March 30 2021,Hapus
117,118,DOMESTIK SELL PENYEBAB IHSG BAKAL KE 5900(JANGAN CL & KSH BANDAR 30MAR - 01 APRIL THE LAST SEROK,"Membalas : Wskt bkn lq45 lg pak
Jd??",2:25:10 PM,Tuesday March 30 2021,Hapus
118,119,Faliq H,"Membalas : Fundamental ptpp oke lah, bagi dividen juga. Tunggu beberapa bulan lg juga naik pak
rugi mau bagi dividen apa? wkwk",2:25:10 PM,Tuesday March 30 2021,Negatif
119,120,Kirana L,"Membalas : Baca kalau closing merah sih sptinya parah tuh bandar kasar mainnya
Agak sulit tp mungkin saja pak...
Andaikata dimerahin ARTO sasaran berikutnya  ",2:25:05 PM,Tuesday March 30 2021,Negatif
120,121,Yudha,"Membalas : PTPP itu lq45 pak
Fundamental ptpp oke lah, bagi dividen juga. Tunggu beberapa bulan lg juga naik pak",2:24:56 PM,Tuesday March 30 2021,Positif
121,122,Jafar Sim,Baca kalau closing merah sih sptinya parah tuh bandar kasar mainnya,2:24:13 PM,Tuesday March 30 2021,Negatif
122,123,Muhammag kuncoro,"Membalas : Wskt bkn lq45 lg pak
PTPP itu lq45 pak",2:24:10 PM,Tuesday March 30 2021,Hapus
123,124,WA,SAME udah breakdown?,2:24:05 PM,Tuesday March 30 2021,Bingung
124,125,Yudha,"Membalas : Wskt g bs napas sambil nelan air
Wskt bkn lq45 lg pak",2:23:14 PM,Tuesday March 30 2021,Hapus
125,126,DOMESTIK SELL PENYEBAB IHSG BAKAL KE 5900(JANGAN CL & KSH BANDAR 30MAR - 01 APRIL THE LAST SEROK,"Membalas : Yang nyangkut di bluechip lq45 masih bs napas, ga kebayang yg nyangkut di gorengan ini gmn aplg bank2 digital itu
Wskt g bs napas sambil nelan air",2:22:39 PM,Tuesday March 30 2021,Hapus
126,127,Mas Bro,"Lihat BBCA tuh, kesian amat mati2an nahan indeks sendirian woyyy     tolongin napa    ",2:22:03 PM,Tuesday March 30 2021,Negatif
127,128,Gue Keren,"BACA ambroll nih, ada yg mau hajar gk?",2:19:09 PM,Tuesday March 30 2021,Positif
128,129,Lee Khong Huan,"Same biasa kuat di ma20, akankah kini juga akan mantul di sana?",2:19:05 PM,Tuesday March 30 2021,Positif
129,130,45$$3 Chandera Husin,Hari BBRI.... besok BMRI.... yg dibuang Asing... giring opini IHSG dibawah 6000,2:15:59 PM,Tuesday March 30 2021,Negatif
130,131,Lee Khong Huan,"Wahaha..ngamati agrs ngeri, hati  yg ginian..angka bidnya palsu, tadi ribuan begitu dianjlokin hilang semua",2:13:52 PM,Tuesday March 30 2021,Negatif
131,132,Aho Lie,"Membalas : Awassss siapp2 cent mau terbang    
Gak la plg merah kecil klo terbg",2:12:09 PM,Tuesday March 30 2021,Hapus
132,133,Asri Harsadi,"Yg dsini tadi aman?
Ini adalah foto",2:11:50 PM,Tuesday March 30 2021,Hapus
133,134,Tejo Arum,Awassss siapp2 cent mau terbang    ,2:10:15 PM,Tuesday March 30 2021,Positif
134,135,Daniel Bong,Wskt kembali ke asal mari kita berdoa spy g tiap hr ARB,2:10:04 PM,Tuesday March 30 2021,Negatif
135,136,Tommy Hermes,CTRA arb di support,2:09:45 PM,Tuesday March 30 2021,Negatif
136,137,Benhan,SAME runtuh ya supportnya,2:08:57 PM,Tuesday March 30 2021,Negatif
137,138,Johny,"Membalas : https://www.cnbcindonesia.com/market/20210330133606-17-233985/duh-bp-jamsostek-bakal-kurangi-investasi-saham-reksa-dana besok me
pgas makin ambles",2:07:59 PM,Tuesday March 30 2021,Negatif
138,139,Kirana L,"Mungkin ibu bapak tidak mengenal saya tapi uang yang nyangkut di saham2 minibank lebih baik digunakan utk kepentingan lain ya sedekah misalnya atau zakat..

Risk sangat besar dibandingkan dengan expected return.. deviasi dari saham2 minibank yg berkisar antara 27-36% sangat jelas memperlihatkan bahwa itu semua permainan sekelompok orang / institusi pemegang dana besar...

Salam profit kita semua  ",2:07:58 PM,Tuesday March 30 2021,Negatif
139,140,            ,Same terjun bebas,2:07:32 PM,Tuesday March 30 2021,Negatif
140,141,Jafar Sim,"Membalas : Asik, buat serok ini. Hu Billy mau tunggu di 5700 ?
Emiten nya hu Billy aman ga terpengaruh badai   ",2:05:06 PM,Tuesday March 30 2021,Positif
141,142,Jimi Yang,"Membalas : Pake uang dingin rencananya Mau di avarage
Tunggu balik arah baru averagex jgn skrg",2:02:15 PM,Tuesday March 30 2021,Hapus
142,143,Nama Samaran,Pake uang dingin rencananya Mau di avarage,2:01:23 PM,Tuesday March 30 2021,Hapus
143,144,Jimi Yang,"Skrg badai bertubi-tubi. Tergantung main trading ,swing apa invest. Kalau trading pakai MM",2:01:14 PM,Tuesday March 30 2021,Hapus
144,145,Jimi Yang,"Membalas : Photo
Kalau pakai uang dingin hold aja, karena ada sentimen swf",2:00:14 PM,Tuesday March 30 2021,Netral
145,146,Sumitro Saadah,"Membalas : ini BBRI div 2% kurang yah kok dibanting?
BBRI mau tutup gep di 3700",1:58:37 PM,Tuesday March 30 2021,Negatif
146,147,Andre Salim,ini BBRI div 2% kurang yah kok dibanting?,1:58:05 PM,Tuesday March 30 2021,Negatif
147,148,Kirana L,Selain baca dan arto mohon hati2 ya sahabat pecinta trading semuanya  ,1:58:03 PM,Tuesday March 30 2021,Hapus
148,149,Rocky Thohir,DNAR & BGTG get ready?,1:57:20 PM,Tuesday March 30 2021,Positif
149,150,Ratih Estiani,"Membalas : Semoga ERAA ijo besok SS
Bsk berarti ud harga bru blm kak?",1:55:07 PM,Tuesday March 30 2021,Hapus
150,151,Aho Lie,"Membalas : RI nya simpang siur soalnyaz HMETD BBYB juga ga nongol hari ini
Gawat pak ",1:53:31 PM,Tuesday March 30 2021,Hapus
151,152,Benhan,RI nya simpang siur soalnyaz HMETD BBYB juga ga nongol hari ini,1:53:03 PM,Tuesday March 30 2021,Negatif
152,153,Benhan,BBYB belum cum date ya,1:52:00 PM,Tuesday March 30 2021,Bingung
153,154,Carlo Micelli,Semoga ERAA ijo besok SS,1:48:31 PM,Tuesday March 30 2021,Positif
154,155,Raditbima,Baca ara guys. Selanjutnya apa ya? Bbyb?,1:47:56 PM,Tuesday March 30 2021,Positif
155,156,Wahyu B. Santoso,"Membalas : Photo
jd inget BEKS",1:46:12 PM,Tuesday March 30 2021,Hapus
156,157,Taufiq,saya kemarin 27 persen baru cl. coz udah ngk kuat psikis saya lihat nih wskt. nyangkut d 1900. nih saham kl turun arb. ngeri lama2 kl dipegang,1:45:26 PM,Tuesday March 30 2021,Negatif
157,158,Fakhri Arsyan,"Membalas : Baca lapkeu Q4 tinggal nunggu bangkrut aja
Disuntik modal lg pak nanti",1:44:57 PM,Tuesday March 30 2021,Hapus
158,159,Murr,"Offer tebel d BBRI dah ilang, akankah reversal?",1:44:25 PM,Tuesday March 30 2021,Negatif
159,160,Eru Yagami,"Membalas : Butuh keberanian ini
Baca lapkeu Q4 tinggal nunggu bangkrut aja",1:44:20 PM,Tuesday March 30 2021,Negatif
160,161,Herry Dahyatul Kalaby,Babp nya jangan tertinggal,1:42:19 PM,Tuesday March 30 2021,Hapus
161,162,Benanta,BINA guys,1:40:43 PM,Tuesday March 30 2021,Hapus
162,163,Aho Lie,"Membalas : BBHI bangkit dr kubur
Kabur....... ",1:40:34 PM,Tuesday March 30 2021,Hapus
163,164,Puspita Wardani,BBHI bangkit dr kubur,1:40:10 PM,Tuesday March 30 2021,Positif
164,165,Tommy Hermes,"Membalas : Yuhu BBYB
BBYB masih bisa naik ga ya",1:39:29 PM,Tuesday March 30 2021,Positif
165,166,Johny,"Dnar
https://www.idnfinancials.com/id/news/38611/bank-oke-akan-terbitkan-saham-rights-issue",1:37:04 PM,Tuesday March 30 2021,Hapus
166,167,Tommy Hermes,Yuhu BACA,1:36:37 PM,Tuesday March 30 2021,Hapus
167,168,Benanta,Yuhu BBYB,1:36:27 PM,Tuesday March 30 2021,Hapus
168,169,erison koleman,"Membalas : WSKT Walaupun Sakit Kita Tetap #HOLD Credit by : #RITELNYANGKUTERS
   ",1:35:53 PM,Tuesday March 30 2021,Hapus
169,170,Yoga Dharmawan,"Membalas : BBYB : RUPS Pelaksanaan Right Issue di tgl 31 Mar, dimana jadwal pelaksanaan sebelumnya sempat ditunda...
Mau tanya, berarti tgl cumdate yang di SB valid ga ya?",1:30:11 PM,Tuesday March 30 2021,Hapus
170,171,DOMESTIK SELL PENYEBAB IHSG BAKAL KE 5900(JANGAN CL & KSH BANDAR 30MAR - 01 APRIL THE LAST SEROK,"Membalas : https://www.cnbcindonesia.com/market/20210330093931-17-233861/margin-call-di-as-bikin-geger-rupiah-kena-getahnya
Holyyshit market is emerging..very like 2014 emerging market
Membalas : WSKT Walaupun Sakit Kita Tetap #HOLD Credit by : #RITELNYANGKUTERS
Anjayyyyy pintarrtttttf",1:28:20 PM,Tuesday March 30 2021,Hapus
171,172,Tommy Hermes,"Membalas : ya jangan pak..
Kadung nyemplung
Membalas : fomo baca boleh ga ya
Klo menurut suhu Hauw justru pas lagi di mark up gini yang bisa cuan banyak dan cepat, jangan tunggu pas koreksi karena itu sudah moment distribusi.",1:26:46 PM,Tuesday March 30 2021,Positif
172,173,Lord [IHSG] - 5700-5900 ( Bearish ),"WSKT

Walaupun
Sakit
Kita
Tetap #HOLD 

Credit by : #RITELNYANGKUTERS",1:19:31 PM,Tuesday March 30 2021,Netral
173,174,Tomatto Tomatto,"Membalas : BBYB : RUPS Pelaksanaan Right Issue di tgl 31 Mar, dimana jadwal pelaksanaan sebelumnya sempat ditunda...
Area buy",1:18:14 PM,Tuesday March 30 2021,Positif
174,175,Aho Lie,"Membalas : BBYB : RUPS Pelaksanaan Right Issue di tgl 31 Mar, dimana jadwal pelaksanaan sebelumnya sempat ditunda...
Jadi jadwal ri blm kpn",1:13:43 PM,Tuesday March 30 2021,Hapus
175,176,Puspita Wardani,"Membalas : BbYB belakang nya Alibaba loh  
BBYB : RUPS Pelaksanaan Right Issue di tgl 31 Mar, dimana jadwal pelaksanaan sebelumnya sempat ditunda...",1:13:06 PM,Tuesday March 30 2021,Positif
176,177,D.Lestari,"*Waskita Karya: Analyst Meeting Key Takeaways TP: Rp1,410*

  WSKT CEO Destiawan Soewardjono, CFO Taufik Hendra Kusuma, and IR team hosted an analyst meeting to discuss the 
potential government support in the form of state capital injection and government guarantees for bank loans and 
bonds. Balance sheet restructuring through divestment is a priority while focusing on new contracts of government-
based projects in 2021.
  Eyeing for government support. The company plans to propose a loan guarantee scheme (AAA rating) worth Rp9.8tn 
from the government to strengthen its balance sheet, as its net DER stood at 384% as of Dec-2020 and it booked negative 
FY20 EBITDA of Rp3.6tn. WSKT is also in discussion with the Ministry of State-Owned Enterprise and the Ministry of 
Finance to receive state capital injections in 2021 and 2022 to develop its Trans Sumatera Toll Road project. The proposed 
size of state capital injection is yet to be disclosed.
  Focus on government projects in 2021. Considering its stretched balance sheet, the company will focus on its tenders 
for government-based projects, particularly the water-related ones. Government projects are favorable for WSKT due to 
their progress-payment scheme, which would imply a healthy cash flow and less-burden on the company s balance sheet.
  Divestment latest updates. WSKT plans to divest 9 toll roads in FY21, with minimum divestment valuation at 1.3x PBV 
based on initial book value to meet the cost recovery rate. The company targets total proceeds of Rp10tn-11tn and debt 
reduction of Rp17tn-18tn (details in Figure 1). The management expects the creation of the Indonesia Investment 
Authority (INA) to also support its divestment plan, as both parties have frequently discussed WSKT s toll road portfolio. 
  2021 guidance. The company set 2021 guidance with revenues of Rp22.0tn (+35.8% YoY;  followed by operating profit of Rp1.0tn (2020 operating loss: Rp3.6tn;  and PAT of Rp100bn)
",1:07:02 PM,Tuesday March 30 2021,Hapus
177,178,Benanta,"Membalas : BACA dan ARTO the real bank digital... Yg lain cm ikut 2.. belakang mereka raksasa2 unicorn
BbYB belakang nya Alibaba loh  ",1:02:15 PM,Tuesday March 30 2021,Hapus
178,179,Muhammag kuncoro,"Membalas : kalau ga nyampe mau terus menunggu bang?
Gak mesti lah mas kita cuma ngarep Doang kalo di kasih bagus.
Ada info menarik Gaes coba Pantao saham Bsim kayak nya minggu ini saagat menarik kali Minimal 1 ARA dech tapi ini bukan ajak beli atao jual...",12:59:04 PM,Tuesday March 30 2021,Negatif
179,180,Agus Poetradi,"Membalas : Mudah an bang Cash sudah stabay ini.
kalau ga nyampe mau terus menunggu bang?",12:57:35 PM,Tuesday March 30 2021,Hapus
180,181,Muhammag kuncoro,"Membalas : tungguin aja bang sampe lebaran wkwk
Mudah an bang  Cash sudah stabay ini.",12:57:05 PM,Tuesday March 30 2021,Hapus
181,182,RBTAN59,sentimen bandar sdg mau beramain di baca,12:42:13 PM,Tuesday March 30 2021,Positif
182,183,Hafiz Satryandi,"Membalas : baca sesi 1 dah di top gainer
Sentimen apa yaa ?",12:41:16 PM,Tuesday March 30 2021,Hapus
183,184,"Apt, Yulianto Wijaya S Farm, RTA (FRED)","Membalas : ANTM kira kira bisa ke 3.500 ngga pak?
1300-1500 dg syarat break dan bertahan dibawah 2150",12:41:02 PM,Tuesday March 30 2021,Positif
184,185,krm nugraha,"Membalas : baca sesi 1 dah di top gainer
sesi 2 Lanjut ",12:40:56 PM,Tuesday March 30 2021,Hapus
185,186,RBTAN59,baca sesi 1 dah di top gainer,12:40:02 PM,Tuesday March 30 2021,Hapus
186,187,Dita Rissa,"Membalas : Dan kemungkinan ARB nya lebih dr ARTO juga.....
Lah ya smw itu ARB wajar, masalahnya masuknya ya jgn dipucuk... Masuk nya sekarang pas msh murah klo masuk ntar pas 10 rb ya telat wkwkwk",12:38:59 PM,Tuesday March 30 2021,Negatif
187,188,Kaanz',"Membalas : Gk ada yg gk bs, tp entah kapan.Tunggu berita pom2 yg menarik
Nunggu si elon musk bikin tweet lagi mau bikin pabrik di indo ,",12:38:51 PM,Tuesday March 30 2021,Hapus
188,189,GoesWan,"Membalas : ANTM kira kira bisa ke 3.500 ngga pak?
Gk ada yg gk bs, tp entah kapan.Tunggu berita pom2 yg menarik  ",12:38:07 PM,Tuesday March 30 2021,Hapus
189,190,Fajar Suryo,"Membalas : WIIM.png
dududududu",12:37:57 PM,Tuesday March 30 2021,Hapus
190,191,Kaanz',"Membalas : ANTM kira kira bisa ke 3.500 ngga pak?
Ke 2700 aja belum mampu pak  , masih tektokan",12:37:49 PM,Tuesday March 30 2021,Negatif
191,192,Jim,"Membalas : Aset lbh dr ARTO, Profitnya msh ok, reputasi ok, kesiapan infra lbh ok dan ini OVO + Grab yg size-nya lbh besar menurut data unt
Dan kemungkinan ARB nya lebih dr ARTO juga.....",12:36:37 PM,Tuesday March 30 2021,Negatif
192,193,Dita Rissa,BACA dan ARTO the real bank digital... Yg lain cm ikut 2.. belakang mereka raksasa2 unicorn,12:36:02 PM,Tuesday March 30 2021,Positif
193,194,RBTAN59,asing sdg akum jg di baca,12:35:39 PM,Tuesday March 30 2021,Hapus
194,195,rahmad,fomo baca boleh ga ya,12:35:04 PM,Tuesday March 30 2021,Hapus
195,196,Dita Rissa,"Aset lbh dr ARTO, Profitnya msh ok, reputasi ok, kesiapan infra lbh ok dan ini OVO + Grab yg size-nya lbh besar menurut data unt transaksinya... Ga mungkin dihargai SE receh dan lbh rendah dr ARTO minimal",12:35:01 PM,Tuesday March 30 2021,Bingung
196,197,Supriyanto,ANTM kira kira bisa ke 3.500 ngga pak?,12:34:50 PM,Tuesday March 30 2021,Hapus
197,198,GoesWan,"Kondisi IHSG skrg, kurang bagus nahan barang lama. Main On Day Trading aja.",12:34:25 PM,Tuesday March 30 2021,Negatif
198,199,Dita Rissa,BACA ok punya,12:33:59 PM,Tuesday March 30 2021,Positif
199,200,RBTAN59,"Membalas : Baca bagus buat masuk, tp jngn bnyk2. Bagus lg tunggu candle biru buat memastikan. Prosentase saham, 50% bnyk diatas harga skrg.
 ",12:33:08 PM,Tuesday March 30 2021,Hapus
200,201,GoesWan,"Jngn main all in. Siapkan dana cadangan buat avg. Jng pula cuan gede. Yg realistis aja. Jual, turun beli.",12:32:36 PM,Tuesday March 30 2021,Hapus
201,202,Fadli,"Membalas : BACA masih bisa masuk ga yah
kalo turun siap ga pak",12:31:23 PM,Tuesday March 30 2021,Negatif
202,203,Tommy Hermes,BACA masih bisa masuk ga yah,12:31:09 PM,Tuesday March 30 2021,Hapus
203,204,GoesWan,"Baca bagus buat masuk, tp jngn bnyk2. Bagus lg tunggu candle biru buat memastikan. Prosentase saham, 50% bnyk diatas harga skrg.",12:30:19 PM,Tuesday March 30 2021,Positif
204,205,Kaanz',"Membalas : ayo CENT turunin lagiii
Mau banget pak, mau nambah muatan ",12:30:00 PM,Tuesday March 30 2021,Hapus
205,206,Mamba Mentallity,"Membalas : ada ide emiten apa yang menarik bang?
Kbag. Wkwkwkwk",12:24:46 PM,Tuesday March 30 2021,Positif
206,207,Eddie,"Membalas : Photo
Laahh iya ini, news bagus nya belum ada kok ya brani masuk yaa temans? Pertimbangkan klau mau masuk, IHSG lagi dibuat yoyo an aja ini sama bandar2 sejak pertengahan Jan 2021, sejak mulai vaksin pertama kali di Indo !!",12:24:28 PM,Tuesday March 30 2021,Hapus
207,208,Hendro Masori,"Semua ijo trus IHSG merah sendiri dan dalem pulak?? 

Sudah biasa....
Ini adalah foto",12:22:15 PM,Tuesday March 30 2021,Hapus
208,209,widhi,"ramaikan BSIM dong yok, sedih bgt sepi ",12:21:26 PM,Tuesday March 30 2021,Negatif
209,210,Fadli,"Membalas : ISAT.png
thanks huu",12:18:09 PM,Tuesday March 30 2021,Hapus
210,211,rigeladitya,"Membalas : Photo
btw, LPPF ini CNH weekly yaaa???  ",11:40:14 AM,Tuesday March 30 2021,Bingung
211,212,Calvin irawan,"Membalas : ERAA yang mau stocksplit juga tak bergeming.
Market nya gk kondusif pak  ",11:38:08 AM,Tuesday March 30 2021,Negatif
212,213,rigeladitya,ERAA yang mau stocksplit juga tak bergeming.,11:37:18 AM,Tuesday March 30 2021,Negatif
213,214,rigeladitya,"LPPF weekly, harga di atas MA5 9 weeks, di atas MA10 8 weeks, di atas EMA30 4 weeks, dan sedang berusaha jebol MA60. Masuk setup-nya Ko Billy ga nih?
Ini adalah foto",11:33:12 AM,Tuesday March 30 2021,Positif
214,215,Rocky Thohir,Next BNBA watch ya!,11:32:55 AM,Tuesday March 30 2021,Positif
215,216,Veryandi Chandra,"Membalas : Same awas ketinggalan bagi yg belum :rocket:
Chat2 seperti ini kurang bijak ga sih untuk grup terbuka seperti ini?  ",11:32:03 AM,Tuesday March 30 2021,Hapus
216,217,qodri,AUTO GJTL RALS LPPF JPFA MAIN SOCI ISAT FILM SMRA GIAA RAJA,11:31:19 AM,Tuesday March 30 2021,Hapus
217,218,Raditbima,Arakan BACA,11:29:14 AM,Tuesday March 30 2021,Positif
218,219,rigeladitya,Nikel nikelan semuanya stay di base masing-masing. Strong.  LPPF yang paling cantik.,11:28:43 AM,Tuesday March 30 2021,Positif
219,220,Supriyanto,RAJA bagus ngga?,11:27:40 AM,Tuesday March 30 2021,Hapus
220,221,Andru,Same awas ketinggalan bagi yg belum :rocket:,11:26:18 AM,Tuesday March 30 2021,Hapus
221,222,Puspita Wardani,BACA gass trs,11:25:11 AM,Tuesday March 30 2021,Positif
222,223,Erich,"Membalas : saham arb ada berita apa saham ara nanya lagi ada berita apa
asii asing jualan ada berita apa lg pak?  ",11:24:40 AM,Tuesday March 30 2021,Hapus
223,224,Chai Lie,"PTPP teknikalnya lg di area deman, pengen serok tapi ragu",11:15:22 AM,Tuesday March 30 2021,Positif
224,225,Fajar Suryo,Akhirnya WIIM nyolek 955,11:10:43 AM,Tuesday March 30 2021,Positif
225,226,Liem Peter,"YP akum cent terus
Ini adalah foto",11:06:30 AM,Tuesday March 30 2021,Hapus
226,227,Aho Lie,"Membalas : oh iya EKSTRA JOSS , KRATINGDAENG , REDBULL   
Satu lagi kuku bima rosso rosso ",11:02:49 AM,Tuesday March 30 2021,Hapus
227,228,Aho Lie,"Membalas : Tapi bursa lain ijo semua lho termasuk DJIF  
Mungkin spt ksnya suhu junta bram msu dibawa ke... ",10:54:22 AM,Tuesday March 30 2021,Hapus
228,229,Ocha,Unvr merah dalam jarang2,10:54:18 AM,Tuesday March 30 2021,Hapus
229,230,Supriadi,"Membalas : WSKT WAKAKKAKA MKANYA JGN PD kali kalau mau msk ssham konstruksi.. sy dr awal juga dah ga ngelirik ini sahamm PAS munculnya SWF
Coba donk sekalian direview saham bank rencana digital",10:52:13 AM,Tuesday March 30 2021,Hapus
230,231,Yudha,"PTPP perusahaan bagus dibanding wskt, tapi ikutan arb  ",10:49:23 AM,Tuesday March 30 2021,Negatif
231,232,Faliq H,"Membalas : Kyk ada yg jaga dibanting trus dinaikin wkwk
ada hantunya :ghost:",10:45:38 AM,Tuesday March 30 2021,Hapus
232,233,Puspita Wardani,"Membalas : Lgi diguyur RF
Klu buat FT aman lah kak, harganya sllu dijaga  ",10:45:15 AM,Tuesday March 30 2021,Positif
233,234,Aho Lie,"Membalas : CENT naik lg yuk   udah full lg muatan  
Waduh saya blm dijempt",10:44:03 AM,Tuesday March 30 2021,Hapus
234,235,Hendra,"Membalas : CENT naik lg yuk   udah full lg muatan  
Kyk ada yg jaga dibanting trus dinaikin wkwk",10:43:43 AM,Tuesday March 30 2021,Positif
235,236,Johny,"Membalas : CENT naik lg yuk   udah full lg muatan  
Lgi diguyur RF",10:43:40 AM,Tuesday March 30 2021,Hapus
236,237,Puspita Wardani,CENT naik lg yuk   udah full lg muatan  ,10:42:43 AM,Tuesday March 30 2021,Positif
237,238,Calam plofit lekan lekan,view ASSA gimana ni om? saya nyangkut di 1800,10:42:23 AM,Tuesday March 30 2021,Hapus
238,239,Faliq H,serok bawah CENT kenyang,10:42:18 AM,Tuesday March 30 2021,Positif
239,240,SC,"Membalas : halt ga nih
Ga sampe halt lah. Btuh bbca bbri arb scra bersamaan mgkn bisa halt",10:40:12 AM,Tuesday March 30 2021,Hapus
240,241,Aho Lie,"Membalas : Cent ayo turun lagi
Kasian yg pegang tinggi nawar jgn gede2 tp saya juga pingin  ",10:40:00 AM,Tuesday March 30 2021,Hapus
241,242,Humam,Cent ayo turun lagi,10:36:31 AM,Tuesday March 30 2021,Negatif
242,243,Jafar Sim,"Membalas : Full cash ngarep makin dalem
Ihsg otw 6050?  ",10:36:04 AM,Tuesday March 30 2021,Hapus
