Normal,Status
tuh bosan lihat ihsg lesu,Negatif
sepi ihsg,Negatif
balas diam ayo biar senyap biar turun beli kasih turun bawah gamat,Negatif
balas situ area suportnya cmiiw diam ayo biar senyap biar turun beli,Negatif
kemarin terbang indeks beban indeks,Negatif
balas please arb kali,Negatif
balas foto sesal jual,Negatif
hk closing biar,Negatif
ihsg nyungsep,Negatif
berani jalanin swf bom,Negatif
balas nya untung sempet kemarin kemarin lihat ambles ironman haha,Negatif
nya untung sempet kemarin kemarin,Negatif
rugi benah berita restrukturisasi berita jual tol restrukturisasi himbara,Negatif
balas ya salah sih beli pucuk cutloss rugi and swf ngaruh cutloss,Negatif
ya salah sih beli pucuk cutloss rugi and swf ngaruh,Negatif
pakde sektor pantau next week banking properti konstruksi bumn besok dapag dukung momentum balik coal mining bullish konstruksi break jutha turun abise ak jual kah loss gila an,Negatif
ihsg hijau sepi iya lemah lesu,Negatif
balas pantau tp,Negatif
balas saham latih trading saham cocok poin tp poin tp tp haha om family xlo habis rally point loyo pas cap celup,Negatif
minta mudah mampir ya,Negatif
balas pasang om tp ckkckckck,Negatif
balas naik volume htf nya gagal ya minggu breakout htf gaga,Negatif
tau downtrend suport dekat mana ya,Negatif
balas sabotase bencana,Negatif
balas lha kemarin janji bu nana terima kasih meneer rumah besok pagi detail selamat malam istirahat,Negatif
