Normal,Status
offer tebal hilang reversal,Negatif
balas butuh berani lapkeu tinggal nunggu bangkrut,Negatif
balas nyampe tunggu bang mesti kakak ngarep doang kasih bagus info tarik guys coba pantao saham nya minggu saagat tarik kali minimal ara dech ajak beli atao jual,Negatif
balas arb nya ya smw arb wajar masuk ya pucuk masuk nya pas murah masuk bentar pas rb ya telat haha,Negatif
balas tektokan,Negatif
balas aset profit ok reputasi ok kesiap infra ok ovo grab size nya data unt arb nya,Negatif
kondisi ihsg bagus nahan barang on day trading,Negatif
balas masuk yah turun,Negatif
ramai ayo sedih sepi,Negatif
balas stocksplit geming market nya kondusif,Negatif
stocksplit geming,Negatif
usaha bagus banding ikut arb,Negatif
ayo turun,Negatif
ayo turunin lagiii,Negatif
balas swf gagal kelas opung luhut ngeprank tidak punya barang kpn habis prank tesla bkn swf prank,Negatif
gila ambrol,Negatif
swf gagal kelas opung luhut ngeprank tidak punya barang,Negatif
besok arb ni mentok arb,Negatif
kasih ma ya turun an alias arb,Negatif
balas iyaa mg hidup segan mati sangkut ya sangkut definisi sangkut batas sl tp sl turun,Negatif
balas was was mikirin harta abs cl barusan masuk gara kena php kemarin an wkwkwkwk,Negatif
was was mikirin harta,Negatif
balas suhu gimn ya dighosting bandar chart support ya breakdown kabur,Negatif
balas cnbc indonesia berita sentimen negative balik saksi sebentar,Negatif
balas foto analisa pribadi waktu bukti bebas orang asumsi rugi bahaya orang lebih serok,Negatif
kmr rekomen buy analis hs elen may dll tanya tau parah uang korban jatuh,Negatif
balas sbnrnya trading kdg bingung cl tau bawa naik em trade kuat tahan jelek perintah duit mo bantu harap jual tol ina proyek dana susah kecuali surat jamin perintah baik lambat,Negatif
balas pagi hu sangkut baik cl ya malam ntn live em suruh invest bingung invest gap pantul,Negatif
balas niat bgmn trading investasi trading pasang stoploss sangkut sbnrnya trading kdg bingung cl tau bawa naik em trade swing kena level stoploss stoploss ya investing mslh berita bingung layak invest,Negatif
balas pagi hu sangkut baik cl ya malam ntn live em suruh invest bingung niat bgmn trading investasi trading pasang stoploss sangkut stoploss penuh kena sl yasudah risk trading tentu terima posisi ambil salah,Negatif
balas foto pas kemarin perhati arb sesal jual arb ya pait lossnya lot order akumulasi bandar naik arb average pas bandar akumulasi lossnya tutup balas pas kemarin perhati arb sesal jual arb ya pait diakum hari mg,Negatif
balas foto pakai dingin hold sentimen swf,Netral
sakit credit by,Netral
balas kak minggu tahan ya ath,Positif
balas saham kak bayi rangkak tekun ath ci moga breakout pekan,Positif
balas besok ramai hunter dividen ya rups dividen lumayan,Positif
bentar tanda reversal ramai,Positif
besok ramai hunter dividen ya rups,Positif
balas moga besok rebound kencang ya bu tuh gila market rebound,Positif
balas jujur buta ajar bos beli btc juta via bca tau ebusett ya lihat cuan ya ratus bln ribu,Positif
balas lihat chart isu gabung gojek emiten ajib goreng bolak ya cuan ya bagus an,Positif
balas serap ri lihat chart isu gabung gojek emiten ajib goreng bolak,Positif
serap ri bandarin,Positif
bilang sebentar roket ajak cuan bareng jebol stop los,Positif
investor ritel serok dividen,Positif
balas ya ath besok turun ya om,Negatif
balas jatuh tp dividen banting iya banting langgan banting ex date,Negatif
balas dividen koreksi lumayan entrynya mesti tuju invest minimal hold jatuh tp dividen banting,Negatif
arb langsung grup bri gebuk kemarin,Negatif
balas crypto goreng jam arb kuat harap tidur crypto tau pas tidur guyur hm pagi banting habis untung malam tp,Negatif
crypto goreng jam arb kuat harap tidur crypto tau pas tidur guyur hm,Negatif
balas gantung merknya bandar short sell,Negatif
balas ath ci moga breakout pekan kak minggu tahan,Netral
pindah rdpu libur investasi leher,Positif
balas kontan co id jakarta pt bukit asam tbk putus bagi dividen rp miliar tara langsung kabur pindah,Positif
balas usa buru tutup gap duit iseng taruh coin coin hot topic,Positif
pakde right issue nasib share insight nya,Positif
pindah aja akumulasi,Positif
right issue dapat suhu tarik kah tengah kering ihsg foto,Positif
balas nya laba lo pakde omset tingkat manajemen haha,Positif
balas ndelosor nih volume nya lari tier hari value transaksi nya trilyun,Positif
haha,Positif
balas anak pungut suka beda bandar bandar out migrasi coin balas tetangga hijau loh rumput tetangga hijau lebat carik,Positif
murah,Positif
hasil break ema foto,Positif
invest oke sangkut crash dividen lumayan cons oke berat maybe ubah uandang cukai rokok titik terang nya sisa nya komentar,Positif
ayo om pillay ara nya spy cepat piutang nya puasa ramai unjung matahari nya,Positif
pintar ya habis akuisisi pakai cari modal jual emc keren habis eksekusi cek modal dapat bentuk aset market cap,Positif
balas benhan info ri ayo rapat baris diskusi loh iya ya coba ikut ah kali kemarin swing trade,Positif
benhan info ri ayo rapat baris diskusi,Positif
balas serok suhu supportnya fibonacci resistnya,Positif
serok suhu,Positif
balas lihat ipot sih cum date nya nominal nya terima kasih info barusan beli kemarin jumat gtw cumdatenya,Positif
balas iya cumdate lihat ipot sih cum date nya nominal nya,Positif
iya cumdate,Positif
pas minus persen yp pas minus persen yp langsung nih pena pa ya,Positif
balas average down kali total porto saham porsi total minus hancur sabar angka bagus perhati moga moga nembus bawah,Positif
rapat,Positif
balas ungsi oh lancar laju nya,Positif
balas tumben nih ungsi,Positif
tumben nih,Positif
dividen perak dividen payout ratio yield fix yah,Positif
aksi grup coal news ya,Positif
balas astaga nya buang divnya jelek gpp bentar naik sesuai harga coal hehe,Positif
kenang sempet biar kenang indah,Positif
diam to the moon,Positif
terbang guys yu akumulasi minggu beli,Positif
naik signifikan ya om,Positif
fly the moon,Positif
balas om om om prospek ya om beli an alhamdulillah naik bingung prospek berita,Positif
mencet buy tp hati deg an,Positif
balas bandar ihsg gocek nya seram alhasil pindah iya gocek bandar ihsg bikin mules trading enak murni ta mnt cuan,Positif
bursa asia eropa libur kakak copet pd all time high rocket meanwhile ihsg money with wings,Negatif
balas emiten property distribusi hari tau moga besok stop distribusi distribusi tawar murah haha,Negatif
emiten property distribusi hari tau moga besok stop distribusi,Negatif
mana after gentlement talk loyo,Negatif
saham chip downtrend tau sebab,Negatif
balas iya invest pilih saham invest jangka profit ban pbv nya tinggi susah naik alih kondisi market lawan trading boncos,Negatif
ihsg oh ihsg kuat mental barusan cl,Negatif
balas aduh harap kondisi cepat pulih tp anda worst case butuh balikin mod tau nasib depan tau dunia saham join ada masuk senior dunia saham dingin milik saham minus jadi investasi jangka minus pikir cl saham bluechip investasi jangka khawatir,Negatif
lapkeu jelek hati lapkeu jelek diturunin,Negatif
balas foto trading beli pucuk jual boncosnya invest fundamental hancur,Negatif
balas foto lha tp bilang kemarin realisasi swf jelek out alas analisa fundamental alir kaca spion suka kalah pas angka lapor uang bagus harga langit,Negatif
tp wkr lapkeu salah akuntan audit langsung usaha amburadul parah,Negatif
balas average down kali total porto saham porsi total minus hancur makan swf,Negatif
average down kali total porto saham porsi total minus hancur,Negatif
balas cl cl iris kuat turun ni porto untung average down,Negatif
balas dividen perak dividen payout ratio yield fix yah merah lumayan,Negatif
cum date dividen buang ya,Negatif
dpr anjlok dividen rp lembar dividen yield bandar tau info iya distribusi foto,Negatif
balas gebuk dividen rumor,Negatif
gebuk,Negatif
astaga nya buang divnya jelek,Negatif
buka ara arb nasib si vvip tukang guyur,Negatif
hati konstruksi bumn hancur rugi lapang proyek mangkrak gaji telat minggu,Negatif
strong kemarin bantai tidak punya barang konstruksi sih tp tega bandar guyur moga sabar,Negatif
pindah bursa crypto,Negatif
balas jebol ya om turun kemarin kasih naik dy istirahat,Negatif
masuk kubur,Negatif
masuk kandang,Negatif
balas sedih lihat kuat naik,Negatif
sedih lihat,Negatif
warning kemarin hti distribusi situ nafsu salah salah pom ya arb harga high tau cra masuk ush ikt deh sangkut sibuk si ngopi nonton nunggu ihsg stabil fil angka an timbang,Negatif
arb,Negatif
banting,Negatif
confirm dotop,Negatif
buang selesai,Negatif
balas iya gocek bandar ihsg bikin mules trading enak murni ta mnt cuan bilang gocek bandar bandar gocek kemarin turun murni bandar withdraw fund taruh,Negatif
balas ya hold average hold aja,Netral
balas moga besok capai lekas usa buru tutup gap duit iseng taruh,Netral
ya hold average,Netral
balas pindah aja akumulasi nunggi,Netral
balas gmama biar dy konsolidasi ngegas,Netral
balas saham layak hold bentar rups moga kabar semangat moga baik porto nya,Netral
balas saham layak hold sptinya saham dividen porto,Netral
balas minus saham layak hold solusi baik ya,Netral
balas billy viewnya right issue akusissi rs emc rs hold sih kak tunggu ya berita thank you sharingnya,Netral
balas sabar logam logam an nunggu timing sore besok minggu trading cuan beli goreng loh ya putus buy or hold jempol,Netral
balas masuk akal net ipo harga next bawa an ghost,Positif
bilang back dor listing gimna prospek,Positif
balas ara hati jorok ujung arb ara nya slow tp haha ara koreksi bahaya,Positif
balas ihsg merah hijau moga indeks hijau tebal hijau tebal hijau moga lipat,Positif
balas hajar bursa sinyal bilang untung ihsg merah hijau moga indeks hijau tebal hijau,Positif
hebat,Positif
balas jalan tp masuk strategi valid tp besok mantap benhan si jangka tengah kemarin tektokan situ tutup porto hijau merah merah cuan,Positif
balas lepas jebol situ eh tarik minus hijau untung tutup saham la jalan tp masuk strategi valid tp besok masuk pullback,Positif
balas haha faliq ikut selamat porto balik rugi untung,Positif
balas ayo teman average ayun sedap ya haha faliq ikut selamat porto,Positif
balas swing om target nunggu corporate action ayo teman average ayun sedap ya,Positif
balas hijau merah om ku hijau nih hijau tunggu besok hijau,Positif
hijau merah om ku hijau nih,Positif
mantap nih vibration law nya kakak balas foto saudara panen besok gilir,Positif
balas buy harga tutup sambar naik om lo ya amat langsung bunyi clang masuk besok turun hihi,Positif
naik tutup sesi,Positif
menembuss ath nya,Positif
balas moga symmetrical triangles april break ihsg moga april bullish,Positif
balas iya sih cl cuan entrynya,Positif
rocket rocket rocket rocket rocket rocket rocket dll cekidot,Positif
pantau,Positif
ara susul,Positif
ya terbang,Positif
balas kanan kiri ep ep akumulasi bentar tau ara or arb tp terbang sih,Positif
balas kanan kiri ep akumulasi terbang,Positif
mending dividen,Positif
dividen lembar rp dividen interim rp sisa bagi rp cum apr exdate apr,Positif
serok,Positif
balas halo ya bang cerah serok,Positif
balas gpp nurut bawa kecuali jatuh bentar cumdate an om patrick proses akumulasi public,Positif
dividen yield harga naik kemarin foto,Positif
lumayan moga,Positif
balas buah hasil party jual terbang pegang,Positif
tp,Positif
lirik,Positif
lirik,Positif
tarik,Positif
ath,Positif
ara,Positif
welcome,Positif
ara,Positif
masuk daftar nih tunggu candle hijau konstruksi seram,Positif
kuat ex cum ya,Positif
hijau ayo,Positif
ayo ara,Positif
serok lumayan,Positif
balas eh bully ihsg moga semesta dukung ihsg rebound keceng moga dukung,Positif
ath nya foto,Positif
salah miss em bilang turun,Negatif
balas arb ya kali arb uma maret transaksi arbnya,Negatif
balas amit arb uma beda ara konsolidasi bahaya,Negatif
balas iya naik pesat hajar amit arb uma,Negatif
arb,Negatif
balas moga lipat iya naik pesat hajar,Negatif
hak ya bunda ms duit bid habis,Negatif
pulang digit,Negatif
arb take profit,Negatif
sayonara,Negatif
tidur,Negatif
langsung arb,Negatif
balas iya fomo gpp nurut bawa kecuali jatuh jual rugi bilang hold tergtg yakin,Netral
biarin digangguin,Netral
wl iya sih murah sih banking,Positif
balas persen ngegas iya coba cek dri hijau mbak iya sh tinggal nya naik bnyak lippo group,Positif
balas iya kak beli sayang sempet lot terbang kak keburu tp bagus gapapa cuan kak sesal salesnya,Positif
balas waaaah ken swikeee huhuhuhu beli kah iya kak beli sayang sempet lot terbang kak keburu tp,Positif
balas pantau slalu iring gerak hrg nya iya gerak bareng sprt sprt bareng naik turun,Positif
piutang temasek usdjt konversi lembar saham nilai nya lembar balas masuk iseng iseng langsung naik pantau slalu iring gerak hrg nya,Positif
balas foto masuk iseng iseng langsung naik,Positif
ri curi start kerek,Positif
prediksi suhu tembus syaang nya tp,Positif
balas foto bwat inpest pilih om hihihi,Positif
om foto,Positif
terimakasih insightnya timing masuk marketnya ajar timecycle mohon bimbing na hey hey haka haka hey heyy rocket rocket rocket rocket rocket rocket rocket rocket roket kakaaaa,Positif
balas marcapnya ya hu iya om ya gerakin ihsg signifikan bca bri,Positif
marcapnya ya hu,Positif
balas mini angkat index ya,Positif
mantab sesuai pakde,Positif
mantap terima kasih insightnya sabar tunggu,Positif
minggu diakum yu broker ritel kanan tinggal tunggu wuss rocket rocket rocket foto,Positif
balas ara hyung rocket rocket rocket naik ara,Positif
balas posting grup salah maaf prediksi all attention please turun indeks sek moga besok banking naik pelan gpp naik indeks cuaca bagus sesuai view amiin,Positif
ya berita right issue kemarin langsung terbang,Positif
balas yoook yoook sobat kumpul ara hyung rocket rocket rocket,Positif
balas tanam bibit ya yoook yoook sobat kumpul,Positif
tanam bibit ya,Positif
naeknya pakai vol obat,Positif
waaah ath mudah jam break,Positif
xl diam naik,Positif
wow,Positif
tp done thx lord,Positif
balas ath cape mo istirahat mantap serok,Positif
aaaraaa ndar panic buy rocket rocket rocket ihsg andd still,Positif
tidak ada obattttt break ath rocket rocket rocket rocket rocket rocket,Positif
yeauyy finally susul si samee,Positif
rocket,Positif
ayo cincai,Positif
ayo,Positif
ayo balek,Positif
balas ara nih ara ndarrr nya,Positif
balas haka bagus gandoss,Positif
ara nih,Positif
balas haka jossssss,Positif
mini ngegas,Positif
balas masuk ko pas rf beli masuk mantp mudah tutup hijau,Positif
masuk ko pas rf beli masuk,Positif
nya perlahan tp naik naik puncak gunung,Positif
ara,Positif
ngegas,Positif
epic comeback panic buy nya nih modal besok april,Positif
jalan tuh,Positif
ara,Positif
ngegas,Positif
terbang ads berita bagus,Positif
mantap kemarin avd,Positif
yihaa,Positif
balas yes ihns terima kasih pakde target tp,Positif
balas ara edan asa wush,Positif
ara,Positif
ath ayo,Positif
balas break cuzz tp,Positif
balas ath ayo ayo,Positif
ath ayo,Positif
balas nyesal naik wajar transaksi bandar borong rela haha iya beli iseng profit pasar belah hasil boom bandar ngeri,Positif
selesai konsol nya ya terbang nih,Positif
rocket nih,Positif
wih moga bagger enak nih angkat all time high,Positif
haka,Positif
balas eh break,Positif
ara,Positif
ciaamiikkk gilaaaa,Positif
tembus ihns nih,Positif
balas ramai break tembus,Positif
btw tembus,Positif
balas ramai break ya hu,Positif
balas ramai break hit hu bil,Positif
ramai break,Positif
ara,Positif
balas ihsg kumat merah darah balas tau ledak rups,Positif
balas tau ledak ngebid harga,Positif
tau ledak,Positif
balas ngegas poodle,Positif
ngegas,Positif
nya ngegas main mg,Positif
bangun kubur,Positif
balas elus gembok sabar sabarr hahahah tos sednag mrnunggu susul,Positif
ara,Positif
nya lupa haka om harga cpo hijau,Positif
balas terbamg jebol ya,Positif
bntr ara,Positif
terbamg,Positif
to the moon,Positif
rocket rocket,Positif
harga feeling foto,Positif
balas mending bnb wushhh rocket,Positif
kondisi arb si bentuk htf arb nyentuh bawah titik breakoutnya,Negatif
balas belah enteng tampilin chart koment ilmu macem tau erti aduh pesimis ya tau depan memmg bkal turun tinggal gimna atur trading nya your trade and trade you,Negatif
balas foto susah,Negatif
analisis hu lanjut penurunanya,Negatif
naik,Negatif
msih merah ngikut tuh,Negatif
balas ara ara,Negatif
balas teman suka fengshui saham loss kmd ganti sekuritas cuan ngakak klu pakai bca loss nga sl,Negatif
tik arb,Negatif
balas jual rugi aammsiioong,Negatif
balas arb ya kali arb uma maret transaksi arbnya,Negatif
balas pantau slalu iring gerak hrg nya nih trlalu ngegas,Netral
simpan lebaran,Netral
balas keren ci percaya kak bilang mantra sabar koentji kak masuk trading ya hold cari celah muat,Netral
balas ihsg kuat still prediksi salah besok mantap stay ya break ath,Netral
balas break cuzz bagger muntah sabar hold,Netral
balas break cuzz hold pakde,Netral
selamat hold,Netral
balas jual rugi aammsiioong sabar koentji,Netral
balas murah harga utang bayar pajak antri kak,Positif
beli pas april,Positif
hu,Positif
bentar mlm bilang aroma,Positif
nya ara,Positif
top volume,Positif
serok hu,Positif
serok hu,Positif
ara,Positif
ngegas,Positif
balas pegang berat target nya bagger ni ko pegang kmrin ara senin bagger balas foto volume ara volume kemarin jadi nya saham sehat tp disclaimer on pandang,Positif
balas foto kawal ath,Positif
balas foto jadinga mending ambil ya naik ya,Positif
balas owe copy ilmu koh aho slalu focus setia ce anggap pesona cuan kotos mendung cerah cuan bohong tp neng fokus saham mantan indah pindah,Positif
balas pohai kenain pasal nih just kidding pegang makannsiang lauk apa nikmat beda ma cl,Positif
happy cuan sangka arb,Positif
nih,Positif
nungguin dividen tau,Positif
balas foto nya turun borong rf aman koreksi ya,Positif
akhirny ara,Positif
balas hajar berkat masinis aho beliau jaga,Positif
balas pantau harga kerek ya trading rnya tuju sih tgu in banting,Positif
naik ya,Positif
balas kemari hey hey hey kawan mantap tp,Positif
guyur dx langsung turun tuh murah untung langsung naik,Positif
balas ara kejar nya bidnya tipis,Positif
ara kejar nya,Positif
ara ara big caps ya,Positif
to the moon rocket,Positif
beli temasek,Positif
gas,Positif
angkat nya ndarr,Positif
balas jdi koreksi haha knapa ya kuat kemarin,Positif
ayo kpn kau,Positif
balas persis lumayan bottom lot at least tidur nyenyak deh pegang big serg ma cumen moga cuan lebar,Positif
bagus,Positif
to the moon,Positif
balas gin ihsg naik cepat kembsli persis lumayan bottom lot at least tidur nyenyak deh pegang big,Positif
jjooosss,Positif
minat,Positif
ara,Positif
stonks,Positif
mg makan ya jual jual,Positif
tembus kah,Positif
balas ara gas pol mantap koh cuan bareng yah,Positif
ara gas pol berani ambil prluang cuan dsalah perhitgn cl cumen tonton,Positif
nungguin emiten dividen cicil saham,Positif
balas borong bk nya om tau bk minat,Positif
balas oke ya ok,Positif
turun bawa naik,Positif
telat average up nikmat,Positif
bagus,Positif
saat tkut serok langsung borong bndar,Positif
balas kena pom sos haha biar dpat sero,Positif
balas kena pom sos saat takut buy then cuan,Positif
mantep,Positif
balas turun dgj metode gan simple harga brpa hajar,Positif
balas ayo turun habis rocket rocket rocket rocket rocket rocket rocket rocket rocket tawar harga kak harap an,Positif
nya,Positif
balas trading rnya ya kak lupa ci nya tp beli,Positif
balas neng mah wkwkwkw overdosis,Positif
balas ayo turun habis rocket rocket rocket rocket rocket rocket rocket rocket rocket naik turun,Positif
neng mah wkwkwkw,Positif
ayo turun habis rocket rocket rocket rocket rocket rocket rocket rocket rocket rocket,Positif
balas nya lumayan minggu trading rnya ya kak,Positif
nya lumayan minggu,Positif
ngegas,Positif
manggung,Positif
naik,Positif
borong bk,Positif
ngegas,Positif
ngegas sempat serok,Positif
haduh haka buru biarin turun habis rocket rocket rocket kencang,Positif
ara,Positif
ara foto,Positif
balas patut pantau besok sinyal terbang lihat tembus,Positif
rocket,Positif
balas gann versi simple lewat death balas gann versi simple lewat death cerita mudah an mantan indah,Positif
gann versi simple lewat death rocket rocket rocket rocket,Positif
rocket rocket rocket,Positif
balas ok haka gitu araaakan ndar aho,Positif
balas siaappp feeling ku merah ya closing ok haka gitu,Positif
ihsg gap up katrol,Positif
masuk bagus ngg ya,Positif
balas jual ya beli ama gojek grup beli,Positif
ambil momen bgs bentar nyusul tunggu,Positif
lippo grup uang batas saham usaha baik rugi lippo,Positif
balas jumat tp bln trakhir jumat hijau tau,Positif
lihat chart seru pd,Positif
wow kelar mbaca ribu sp tinggal pilih suka pilih perhati sektor finance reversal bca dump mining naik iring nikel tembus resist bln aktif moga scr jangka tengah uptrend cintah ama grup ajar bidang ilmu grup ikut alhamdulillah the terimakasih guru kawan moga ilmu share berkah alir,Positif
sami sami diskusi anggota based on chart ajar dalam chart kombinasi akurat cakep chart banding,Positif
balas wahh trauma neng bolak,Positif
balas haka nih,Positif
nya beda lupa hsmp ngeluarin produk skt harga nya produk ya,Positif
balas terimakasih silah teman tarik analisa nya senangx uptrend gin moga premature trendnya,Positif
balas silah share analisa nya bsk mampir dl mantap coba resisten tp support jebol cutloss,Positif
balas thank you tambah nya daahh,Positif
another minervini or neil setup vcp then break out pullback vol rendah harga close harga level foto,Positif
lovers pattern cup handle potensi lanjut bullish trend nya tembus vol tp harga hasil tutup ma ma on list ikut overall market foto,Positif
terima kasih guru fakhri dkk tetep watch nya depan konsol tetep tahan ma nya opportunity short term trade volume spike harga hasil tembus ma ma tarik tahan area dynamic support crs turun positive foto,Positif
obv bullish divergence pungut foto,Positif
offernya bidnya juta enek liat,Positif
balas foto bullish divergence periode mar,Positif
digital pbv gila bubble ko,Positif
balas valuasinya gila narasi nya gojek grup goreng pakai narasi gojek ya hu terbang lumayan kaya ya,Positif
balas northstar kakak adek we never know terbang tutup gap puluh ribu,Positif
emiten grup nya terbang kaya,Positif
sell on strength aduu naik bang balas power naik nya gojek ya gojek bawa gojek ngeliat valuasi ngiler wkwkk lo haha,Positif
balas beli gojek grab temasek gojek beli ya grab sinergi ovo cuan om,Positif
matahari beli gojek ribu hu,Positif
pena ngomong fundamental corporate action kuat apa,Positif
balas inside bars ya gemesnya guru btw nya kehadang ma ma tanda kuat reversal moga besok bo,Positif
tp benhan kemarin sempet persen neng,Positif
patut pantau besok sinyal terbang,Positif
mantulnya mantep ya,Positif
break out resisten,Positif
naik tp top buyer si lord moge besok langsung dumped tuh barang,Positif
balas sungkem cici guru hijau poles kotak harga isi gembok,Positif
happy cuan all lupa ya,Positif
balas tunggu besok turun om harga open tutup hijau ngacirr besok mudah ya,Positif
candle cihuy sikatt,Positif
balas haha aammpuuunn benhan siaaapp point ramal gaaeesss porto nya ara,Positif
benhan fillingnya bilang saat nmerah langsung hijau gerak bursa,Positif
sundul pelan pelan,Positif
balas rangka aktif tuh kaka,Positif
rangka aktif,Positif
mabur,Positif
balas terbang ya semogaaa naik,Positif
balas feeling prediksi break out feeling lo ya lihat disclaimer on barang jug terbang ya,Positif
ihsg ara ndarr rocket rocket rocket,Positif
haka,Positif
lupa potensi mantap potensi mantap koreksi,Positif
ngegas,Positif
in trust,Positif
diam biar bandar,Positif
haka,Positif
duid,Positif
nya guru eko bawono jalan,Positif
lumayan copet bentar doang,Positif
ara signal,Positif
next bawah ngegas,Positif
balas nya hijau mantap,Positif
ara,Positif
nya hijau,Positif
balas feeling prediksi break out feeling lo ya lihat disclaimer on barang jug selamat menang hijau,Positif
balas bandar asing saham jas peluang naik,Positif
gw pantau done detail aja broker merah pd beli gw haka deh,Positif
masuk kemarin haka loncat langsung,Positif
balas jir gw jual kemarin jalan pantes sore haka asing makan bid gw bandar asing saham jas peluang naik,Positif
jir gw jual kemarin jalan pantes sore haka asing makan bid gw,Positif
balas aaaraaa ndar rocket rocket rocket jalan ya om congrats,Positif
balas bo benhan ayo ayo akurasi kapten gunners blg bo ya flying high,Positif
balas foto mau tulis bawah tega ya deh nya support kuat moga mantap iya,Positif
balas feeling closing feeling closing keren nih feel feeling prediksi break out feeling lo ya lihat disclaimer on barang,Positif
balas foto cuan om masuk rekomny,Positif
bikin senyum kemarin,Positif
ara ndar hehe,Positif
ngegas,Positif
haka,Positif
balas aq barang tp neng klu macan ngegas ihsg hijau brg mbak sebln nungguin naik nyampe haha,Positif
balas mining ngegasssss akhirnyaaaa aq barang tp neng klu macan ngegas ihsg hijau,Positif
mining ngegasssss akhirnyaaaa,Positif
balas kode hambalang ya om,Positif
bo,Positif
lumayan coba cek,Positif
balas feeling closing feeling closing keren nih feel lihat hijau tp merah demikisn biar nyopet tp arah tetepnaik,Positif
balas msinnya halus krmrn feeling closing feeling closing keren nih feeling closing dont worry lets see,Positif
gileeee,Positif
nungguin dividen an dri hrg,Positif
balas siapp fix closing semangaatt araa ndaarr psstt ngebet cuan pakai ilmu extra sabar ya hahahha jaman an sideways nya eh butuh minggu an an,Positif
balas foto siapp fix closing semangaatt araa ndaarr rocket rocket rocket psstt ngebet cuan pakai ilmu cocokmology aahh cocok flag pattern jalan dunnkkk iya,Positif
balas pagi guru moga sehat iya pagi pagi kasih bocor saham bagus terima kasihh amiiiiin nebak foto,Positif
pokok si koar koar saham jual si koar koar bukti kemarin turun,Negatif
balas ci lihat nya sisi fundamental hu ya alesan fundamental ya salah lihat naik fundanya bagus dpr nya pelit dividen usaha trading emas milik negara sentimen tesla desember liat gelagat tesla masuk kesini tutup mata batin tau haka,Negatif
foto arb hahah,Negatif
balas arah hu ayo cl bubar haha,Negatif
ati kena suspend buang nya tuh barusan kejar,Negatif
vcp volume kecil foto,Negatif
balas berat sih banding lihat iya turun tipis hrsnya nurunin tumpang lihat episode cari stock,Negatif
balas ya susah move on gerak nunggu lq nya turun banding tahan dividen tarik,Negatif
balas ara kejar nya berat sih banding lihat,Negatif
haha bad news ngopi,Negatif
nya sesat jalan bandar,Negatif
balas berani makan ya berat,Negatif
balas pagi beli tongkol tau beli turun scepat kilat lot sgt bsr masuk,Negatif
sue gue jual murah pd ni,Negatif
balas komfrim sesat sesat kasi koreksi,Negatif
balas komfrim sesat,Negatif
close sehat,Negatif
balas siaappp feeling ku merah ya closing tunggu kemarin tinggal masinis,Negatif
sepi,Negatif
jual jual ni hiya hiya hiya,Negatif
balas tolong prediksi jelek siaappp feeling ku merah ya closing,Negatif
balas sd december mudah an corp lapor tahun nya ok dech mudah manager anderson temasek usaha makan gaji buta tuh manager,Negatif
papar hu hauw sore sell on news,Negatif
balas ajar lewat level pro gampang buy susah cl salah gampang buy susah sell hu,Negatif
balas senangx uptrend gin moga premature trendnya kena fibonacci golden ratio moga besok lanjut hbis pinokio bar merah wajar volume tipis,Negatif
balas foto wahh trauma,Negatif
balas foto besok close tembus sesat,Negatif
balas lihat hidden bullish div dobot ya hu macd kah div nya dobot double bottom ya pngn tp ragu tau dobot nya downtrend hehe cmiiw iya,Negatif
balas sales eps growth super sigaret kretek kena sentimen cukai guru ambless,Negatif
balas offernya bidnya juta enek liat cantik ya bd nya,Negatif
balas skdr pakai isu digital arb digital lupa,Negatif
sinyal jual tutup bwh btw sila cermat struktur harga volume foto,Negatif
balas terbang tutup gap puluh ribu yah jdi trun bawah pnik cl,Negatif
balas beli gojek grab temasek cocokmology nya temasek dkk beli shareholder above singapore milik publik gerus drama ya,Negatif
suspend ya besok,Negatif
balas patut pantau besok sinyal terbang volume dukung,Negatif
balas kapok,Negatif
ihsg gap an tutup tambah dobot drama ulang kah,Negatif
injury time,Negatif
tinggal,Negatif
merah entri muat,Negatif
balas ihsg ara ndarr rocket rocket rocket besok prediksi arb ya,Negatif
balas lupa potensi mantap potensi mantap koreksi volume volume susah jebol ma stucked naik penuh koper dx bq xa,Negatif
balas ngaco bang kena prank,Negatif
manya keras tembus,Negatif
balas ngaco bang semesta dukung,Negatif
balas cuan om masuk rekomny ngaco bang,Negatif
hijau ihsg susah naik,Negatif
balas foto lelet keong,Negatif
balas koreksi bear div kemarin mao masuk invest pakai sl seram takut gaada batas arb anjlok ludes aplg gapake sl,Negatif
balas indikator lucu ni hari si tt coin postnya ara pagi lihat sepi tanda ihsg koreksi bear div kemarin mao masuk invest pakai sl seram,Negatif
balas feeling closing feeling closing keren nih feel berat lihat lq nya,Negatif
balas sellm bentuk rambut hold,Netral
balas sesuai jual hold target hu,Netral
balas bijaksana jual sbagian hold hu,Netral
balas jual nya kemarin blom smpt beli terbang tp blg makas yauda rejeki mana trims insightnya ko tp sisa biarin mana,Netral
balas png cup nunggu handlenya bentuk cup nya sanggup tunggu go ahead,Netral
hati dividen trap ya habis terjun hold alami cuan saham nya banting,Netral
incar dividen mending keep lq patok tahan nya dividen nya dri hrg,Netral
balas ayo kpn kau om sabar,Netral
ngikut tunggu sesi ya,Netral
balas ber target ci slagi up trand hold keras saham lama huni porto kak hold desember ya petakilan masuk modal average up optimal profit gembok,Netral
balas bawa kesana vm coba position trading kak hold keras balik arah patah up ber target ci slagi up trand hold keras saham lama huni porto,Netral
balas harap sih jangka kak trade pribadi sih hold jangka kak at least,Netral
balas masuk bagus ngg ya ngk nunggu breakout tah,Netral
balas jual ya simpen om,Netral
