,Pesan,Status
328,Hk closing aja biar aman  ,Negatif
329,ihsg mulai nyungsep ,Negatif
330,gmana brani jalanin swf kl masi sering bom sana sini?    ,Negatif
331,"Membalas : Dalem banget wskt nya , untung sempet keluar dari kmrn kmrn
Saya baru keluar td di atas, skrng liat ambles dalam rasanya ingin jadi ironmen wkwkwk",Negatif
332,"Dalem banget wskt nya , untung sempet keluar dari kmrn kmrn  ",Negatif
333,wskt rugi 9T. lg dibenahi kok. tadi uda ada berita restrukturisasi. apa nanti ada berita jualan tol? restrukturisasi himbara?,Negatif
334,"Membalas : .... Ya mmg saya salah sih. Beli di pucuk Ga cutloss Rugi 9t wskt And swf ga ngaruh tnyt..
Cutloss wskt 9t ?",Negatif
335,"....  Ya mmg saya salah sih. Beli di pucuk

Ga cutloss

Rugi 9t wskt
And swf ga ngaruh tnyt..",Negatif
336,"Pakde @hmasori ada 3 sektor yg bisa dijadiin pantauan utk next week.
1. Banking
2. Properti dan konstruksi BUMN yg rata2 besok dapag dukungan momentum pembalik
3. Coal mining yg masih bullish...


Pak @JuthaBram 


Konstruksi  wskt break 1300 pak jutha..

Turun trus ga ada abise..

Apa ak jual saja kah

Loss gila2an.. 30% an",Negatif
337,"Ihsg ijoo, kok sepi yaaa, lemah lesuu",Negatif
338,"Membalas : Pantau KPAL
TP?",Negatif
339,"Membalas : ANTM saham pertama yg saya latihan untuk trading.. itu saham cocoknya 200 poin TP sekali 200 poin TP sekali.. jgn krn mau TP byk
Wkwk bner om.,ANTM dan TINS satu family.,xlo abis rally 150-200 point loyo dah
Emg pas buat celap celup  ",Negatif
340,"permintaan saya mudah, jangan mampir ke cent ataupun wiim ya udah gitu aja",Negatif
341,"Membalas : Ga punya pasangan om, sendirian dari dulu 
sudah TP gjtl ckkckckck",Negatif
342,"Membalas : Dmmx naik tapi tidak dengan volume besar, berarti pola htf nya gagal ya?     
Minggu ini harus breakout kalo tidak bisa berarti pola HTF gaga  ",Negatif
343,Ada yg tau kenapa bbca downtrend ? Kira2 suport terdekat dmn ya?,Negatif
344,"Membalas : Wah sabotase ?
Pure bencana",Negatif
345,"Membalas : Lha kan kemarin sudah janji sama bu Nana  
Trimakasi Meneer saya baru sampe rmh, besok pagi baru bisa baca lbh detail, 

slamat malam dan beristirahat",Negatif
346,"Contoh lainnya,, saham yg lurus tau tau bisa meledak, kesukaannya LKH  ,, eniwe inkp tkim dlu juga konsol di lama di 1000an klo ga salah
Ini adalah foto",Netral
347,"Membalas : takut ke 5.800 beneran gak sih tuh? kemrn udh gila2an, masa hr ini juga
Klo takut jgn masuk tunggu kondusif ",Netral
348,"Membalas : Sayang amat cent nya ga close d 300 ya pak
Gk usah buru2   yg penting endingnya cakep   di hr kamis besok  ",Netral
349,"Membalas : Jangan ngikutin saya, saya keluar masuk buat menuhin fee broker aja biar real timenya gratis
    ... ya memang sesuai trading plan masing2    ... saya masi hold CENTnya ... belajar dari SAME, selama momentum belum hilang, tahaaaannnnn!!!    ",Netral
350,"Membalas : Byk yg tetep didlm ada yg krluar masuk semuanya punya kelebihan dan kekurangan tergtg psikologi org cocoknya jgn ikut2 an tar ma
Biasanya saya tetap didalam mengandalkan TS untuk TP-nya

Tapi CENT ini sering bikin jarum suntik, jadi sangat cocok buat keluar masuk (Jual atas ambil lagi bawah)",Positif
351,"Membalas : BBYB : RUPS Pelaksanaan Right Issue di tgl 31 Mar, dimana jadwal pelaksanaan sebelumnya sempat ditunda...
Ah baru baca ini.. pantas BBYB hari ini volumenya besar",Positif
352,"Membalas : Kawal bareng2 yuk  
Saya selalu bareng cent Sampai semesta bilg cukup  ",Positif
353,"Membalas : I see, jadi digital colony bisa dibilang pemilik CENT ya om? Thankyou infonya
Digital Colony mau akuisisi CENT. Sepertinya right issue nanti standby buyernya mereka",Positif
354,"Membalas : Itu ada jawabannya di atas
I see, jadi digital colony bisa dibilang pemilik CENT ya om? Thankyou infonya",Positif
355,Hidup pak benhan juga hidupkan Cent  ,Positif
356,"Membalas : Haka CENT
Jam 2 keluar news ini  .",Positif
357,"Membalas : Photo
Haka CENT",Positif
358,"Membalas : Photo
Ini tgl tnggu ada yg narik aja, ke goceng juga enteng,, model2an kaya isat",Positif
359,Guys ad yg msh pegang eraa berarti bsok saham kita udh pecah nominal+jadi banyak ya,Positif
360,"Wskt, Ptpp nya lagi diskon ya boend ",Positif
361,"Membalas : kan patriotik kak, MERAH DARAHKUUUU!!!      
dapet ini pasti same di ma 20 kan mba rui    ",Positif
362,"Membalas :   
Qjd inget pas ihsg merah2 trus tiba2 ditarik ijo mas..wkwkwkwk",Positif
363,Tetap bersyukur ACES ijo... ,Positif
364,"Ini pgas napa om, kok broker saham bandar pada pungutin?
Ini adalah foto",Positif
365,yok essa ribon yokk,Positif
366,Cent ngamuk,Positif
367,"Membalas : PTPP itu lq45 pak
Fundamental ptpp oke lah, bagi dividen juga. Tunggu beberapa bulan lg juga naik pak",Positif
368,"BACA ambroll nih, ada yg mau hajar gk?",Positif
369,"Same biasa kuat di ma20, akankah kini juga akan mantul di sana?",Positif
370,Awassss siapp2 cent mau terbang    ,Positif
371,"Membalas : Asik, buat serok ini. Hu Billy mau tunggu di 5700 ?
Emiten nya hu Billy aman ga terpengaruh badai   ",Positif
372,DNAR & BGTG get ready?,Positif
373,Semoga ERAA ijo besok SS,Positif
374,Baca ara guys. Selanjutnya apa ya? Bbyb?,Positif
375,BBHI bangkit dr kubur,Positif
376,"Membalas : Yuhu BBYB
BBYB masih bisa naik ga ya",Positif
377,"Membalas : ya jangan pak..
Kadung nyemplung
Membalas : fomo baca boleh ga ya
Klo menurut suhu Hauw justru pas lagi di mark up gini yang bisa cuan banyak dan cepat, jangan tunggu pas koreksi karena itu sudah moment distribusi.",Positif
378,"Membalas : BBYB : RUPS Pelaksanaan Right Issue di tgl 31 Mar, dimana jadwal pelaksanaan sebelumnya sempat ditunda...
Area buy",Positif
379,"Membalas : BbYB belakang nya Alibaba loh  
BBYB : RUPS Pelaksanaan Right Issue di tgl 31 Mar, dimana jadwal pelaksanaan sebelumnya sempat ditunda...",Positif
380,sentimen bandar sdg mau beramain di baca,Positif
381,"Membalas : ANTM kira kira bisa ke 3.500 ngga pak?
1300-1500 dg syarat break dan bertahan dibawah 2150",Positif
382,BACA dan ARTO the real bank digital... Yg lain cm ikut 2.. belakang mereka raksasa2 unicorn,Positif
383,BACA ok punya,Positif
384,"Baca bagus buat masuk, tp jngn bnyk2. Bagus lg tunggu candle biru buat memastikan. Prosentase saham, 50% bnyk diatas harga skrg.",Positif
385,"Membalas : ada ide emiten apa yang menarik bang?
Kbag. Wkwkwkwk",Positif
386,"LPPF weekly, harga di atas MA5 9 weeks, di atas MA10 8 weeks, di atas EMA30 4 weeks, dan sedang berusaha jebol MA60. Masuk setup-nya Ko Billy ga nih?
Ini adalah foto",Positif
387,Next BNBA watch ya!,Positif
388,Arakan BACA,Positif
389,Nikel nikelan semuanya stay di base masing-masing. Strong.  LPPF yang paling cantik.,Positif
390,BACA gass trs,Positif
391,"PTPP teknikalnya lg di area deman, pengen serok tapi ragu",Positif
392,Akhirnya WIIM nyolek 955,Positif
393,"Membalas : Lgi diguyur RF
Klu buat FT aman lah kak, harganya sllu dijaga  ",Positif
394,"Membalas : CENT naik lg yuk   udah full lg muatan  
Kyk ada yg jaga dibanting trus dinaikin wkwk",Positif
395,CENT naik lg yuk   udah full lg muatan  ,Positif
396,serok bawah CENT kenyang,Positif
397,tpia sdh start mau rups mgkn menuju RI jg ,Positif
398,"Membalas : Tp kl gara2 ini wskt jadi 500 lg boleh lah  
Gw di Adhi karya aja gan   lebih lincah gerakannya kalo lagi bullish",Positif
399,Tp kl gara2 ini wskt jadi 500 lg boleh lah  ,Positif
400,"eraa...hari ini cumdate ss tapi masih gitu2 aja...
masih rame sido kayanya",Positif
401,AGRO DOID rebound,Positif
402,ASSA n CENT bkn pagi pagi happy  ,Positif
403,"wah ini YP masang pager CENT di 292, abg dia 293",Positif
404,cent kenceng juga ya,Positif
405,"Membalas : candaaaa apusss... 
Yang agro yang agro (harusnya) hari ini rebound ijo,,, yang agro yang agro",Positif
406,ENRG mau CUM RI ya?,Positif
407,"INCO area demand, ada yang lagi ngumpul in banyak banget.
Ini adalah foto",Positif
408,jadi asing keluar sebulan ini untuk jaga2 masalah bpjs ini ya? dilihat dari ngerinya asing keluar dari BBRI yang mana BPJS sudah untung,Negatif
409,"Membalas : Ini peraturan nya.. Lengkap perihal batasan kepemilikan emiten dll bpjs.. Kalau mau baca silahkan.. Intinya ga semudah itu jual
Thanks sharingnya Om. Yang ngeri ini efek ""fear""nya aja sih. Kadang aslinya gak ada apa2, efek gosipnya mbikin runtuh duluan. Macam Archegos ini...  ",Negatif
410,"Membalas : Hati  guys jagan sampai terjadi lagi.
Inget bunuh diri masuk neraka   
Membalas : Biasanya saya tetap didalam mengandalkan TS untuk TP-nya Tapi CENT ini sering bikin jarum suntik, jadi sangat cocok buat keluar
Tp prsktek susah pak hrs brner 2 udh klik baru bisa kadang pas jual hrg mlh lebh tinggi tunggu gak turun masuk malah turun  ",Negatif
411,Saya Cl WSKT kena loss 8%,Negatif
412,"Ini adalah foto
Sentimen negatif utk ANTM",Negatif
413,"Membalas : Fix besok WSKT ARB lagi
Kontruksi iya kyk nya karna ada kendala kerjaan yang masih bayak tender
Kontruksi itu biasa nya  moncernya Akhir tahun karna pendapatan mereka bulan2 itu baru terkumpul dan kejar target biasa nya",Negatif
414,"Membalas : Besok fik ihsg ijo di atas 2%
Fix besok WSKT ARB lagi",Negatif
415,"Membalas : https://market.bisnis.com/read/20210330/7/1374514/historia-bisnis-geger-saham-palsu-hmsp-inco-smgr-inkp-inru
Kampret ini cnbc    
Fear disebarr terus. 
Besok tau2 semua berita bagus muncul",Negatif
416,BNBA apa kabar ya? Masih arb kah?,Negatif
417,"Membalas : Bursa efek BUMN WSKT WIKA PTPP ADHI      
dibohongin SWF ",Negatif
418,"Membalas : kak, gimna nih prospeknya antm ke depan?
ANTAM berANTEM     ",Negatif
419,"Membalas : Fundamental ptpp oke lah, bagi dividen juga. Tunggu beberapa bulan lg juga naik pak
rugi mau bagi dividen apa? wkwk",Negatif
420,"Membalas : Baca kalau closing merah sih sptinya parah tuh bandar kasar mainnya
Agak sulit tp mungkin saja pak...
Andaikata dimerahin ARTO sasaran berikutnya  ",Negatif
421,Baca kalau closing merah sih sptinya parah tuh bandar kasar mainnya,Negatif
422,"Lihat BBCA tuh, kesian amat mati2an nahan indeks sendirian woyyy     tolongin napa    ",Negatif
423,Hari BBRI.... besok BMRI.... yg dibuang Asing... giring opini IHSG dibawah 6000,Negatif
424,"Wahaha..ngamati agrs ngeri, hati  yg ginian..angka bidnya palsu, tadi ribuan begitu dianjlokin hilang semua",Negatif
425,Wskt kembali ke asal mari kita berdoa spy g tiap hr ARB,Negatif
426,CTRA arb di support,Negatif
427,SAME runtuh ya supportnya,Negatif
428,"Membalas : https://www.cnbcindonesia.com/market/20210330133606-17-233985/duh-bp-jamsostek-bakal-kurangi-investasi-saham-reksa-dana besok me
pgas makin ambles",Negatif
429,"Mungkin ibu bapak tidak mengenal saya tapi uang yang nyangkut di saham2 minibank lebih baik digunakan utk kepentingan lain ya sedekah misalnya atau zakat..

Risk sangat besar dibandingkan dengan expected return.. deviasi dari saham2 minibank yg berkisar antara 27-36% sangat jelas memperlihatkan bahwa itu semua permainan sekelompok orang / institusi pemegang dana besar...

Salam profit kita semua  ",Negatif
430,Same terjun bebas,Negatif
431,"Membalas : ini BBRI div 2% kurang yah kok dibanting?
BBRI mau tutup gep di 3700",Negatif
432,ini BBRI div 2% kurang yah kok dibanting?,Negatif
433,RI nya simpang siur soalnyaz HMETD BBYB juga ga nongol hari ini,Negatif
434,saya kemarin 27 persen baru cl. coz udah ngk kuat psikis saya lihat nih wskt. nyangkut d 1900. nih saham kl turun arb. ngeri lama2 kl dipegang,Negatif
435,"Offer tebel d BBRI dah ilang, akankah reversal?",Negatif
436,"Membalas : Butuh keberanian ini
Baca lapkeu Q4 tinggal nunggu bangkrut aja",Negatif
437,"Membalas : kalau ga nyampe mau terus menunggu bang?
Gak mesti lah mas kita cuma ngarep Doang kalo di kasih bagus.
Ada info menarik Gaes coba Pantao saham Bsim kayak nya minggu ini saagat menarik kali Minimal 1 ARA dech tapi ini bukan ajak beli atao jual...",Negatif
438,"Membalas : Dan kemungkinan ARB nya lebih dr ARTO juga.....
Lah ya smw itu ARB wajar, masalahnya masuknya ya jgn dipucuk... Masuk nya sekarang pas msh murah klo masuk ntar pas 10 rb ya telat wkwkwk",Negatif
439,"Membalas : ANTM kira kira bisa ke 3.500 ngga pak?
Ke 2700 aja belum mampu pak  , masih tektokan",Negatif
440,"Membalas : Aset lbh dr ARTO, Profitnya msh ok, reputasi ok, kesiapan infra lbh ok dan ini OVO + Grab yg size-nya lbh besar menurut data unt
Dan kemungkinan ARB nya lebih dr ARTO juga.....",Negatif
441,"Kondisi IHSG skrg, kurang bagus nahan barang lama. Main On Day Trading aja.",Negatif
442,"Membalas : BACA masih bisa masuk ga yah
kalo turun siap ga pak",Negatif
443,"ramaikan BSIM dong yok, sedih bgt sepi ",Negatif
444,"Membalas : ERAA yang mau stocksplit juga tak bergeming.
Market nya gk kondusif pak  ",Negatif
445,ERAA yang mau stocksplit juga tak bergeming.,Negatif
446,"PTPP perusahaan bagus dibanding wskt, tapi ikutan arb  ",Negatif
447,Cent ayo turun lagi,Negatif
448,ayo CENT turunin lagiii,Negatif
449,"Membalas : Swf gagal? Sekelas opung luhut masa ngeprank   *saya gapunya barang
Kan kpn hr abis di prank soal TESLA   bkn gk mgkn SWF jg prank  ",Negatif
450,Gila bbri ambrol,Negatif
451,Swf gagal? Sekelas opung luhut masa ngeprank   *saya gapunya barang,Negatif
452,"Wskt besok arb lg
Ni pasti udah mentok dia arb",Negatif
453,WSKT dikasih ke ma200 nggak ya? Masih kurang turun 14%an lagi...alias 2x ARB   ,Negatif
454,"Membalas : Iyaa...ud 2 mg hidup segan mati tak mau   nyangkut di 205
Kalo masih dalam plan ya blm nyangkut itu, definisi nyangkut kalo udh lewat batas SL tp ga di SL turun trs",Negatif
455,"Membalas : Wskt : was was mikirin harta
abs CL barusan, masuk gara2 kena php kmarin di 1300an... wkwkwkwk",Negatif
456,Wskt : was was mikirin harta,Negatif
457,"Membalas : Para suhu...psab gimn ya? Ud lama dighosting sm bandar  
Dari chart lg support ya, breakdown 190 siap kabur",Negatif
458,"Membalas : CNBC Indonesia https://www.cnbcindonesia.com/market/20210329220801-17-233813/duh-3-tahun-saham-matahari-ramayana-cs-gak-pernah-c
nah berita sentimen negative ini bisa kebalikan dr wskt kita saksikan sebentar lg  ",Negatif
459,"Membalas : Photo
Ini cuma analisa pribadi tapi waktulah yang membuktikan
Bebas saja semua orang bisa berasumsi tapi kalau ruginya begitu ini sangat berbahaya
Hanya org yg kelebihan uang yg mau serok",Negatif
460,"WSKT kmr byk yg rekomen buy termasuk para analis hs ,elen may dll.  Pertanyaannya koq bisa ga tau begitu parahnya keuangan WSKT saya yakin byk bgt korban berjatuhan",Negatif
461,"Membalas : Sy sbnrnya mau trading di WSKT ini. Kdg bingung jg mau CL tau2 malah dibawa naek. Belakangan ini pola EM trade juga begitu. Yg s
Kuat tahan lama ga? Jeleknya pemerintah ga ada duit. Mo bantu paling dikit. Berharap jualan tol ke luar atau ina. Proyek ga akan banyak dulu, pendanaan susah, kecuali dpt surat jaminan dari pemerintah. 

Perbaikan akan ada, tapi lambat",Negatif
462,"Membalas : Pagi hu. Wskt sy nyangkut 15%. Baiknya CL saja apa gimana ya? Klo semalam ntn live EM suruh invest aja katanya. Jd bingung...
Jangan invest di WSKT
1200 itu dia ada gap, hari ini mungkin ada pantulan",Negatif
463,"Membalas : Bapak niatnya bgmn, trading atau investasi? Kalau trading harusnya dr awal sudah pasang stoploss, ga akan lg ada kata nyangkut s
Sy sbnrnya mau trading di WSKT ini. Kdg bingung jg mau CL tau2 malah dibawa naek. Belakangan ini pola EM trade juga begitu. Yg swing kena level stoploss, lalu klo gak mau stoploss ya jadi investing aja. Cm yg jd mslh dgn ada berita begini jd bingung apakah layak wskt ini di invest?",Negatif
464,"Membalas : Pagi hu. Wskt sy nyangkut 15%. Baiknya CL saja apa gimana ya? Klo semalam ntn live EM suruh invest aja katanya. Jd bingung...
Bapak niatnya bgmn, trading atau investasi? Kalau trading harusnya dr awal sudah pasang stoploss, ga akan lg ada kata nyangkut selama stoploss belum terpenuhi, sekalipun sudah terkena SL yasudah, risk trading sebelumnya harus sudah ditentukan seberapa dalam yang bisa diterima jika posisi yang diambil salah..",Negatif
465,"Membalas : Photo
Biasanya kalo pas kemaren saya perhatikan arb dari bank bvic dan bgtg sama inpc pada nyesel jual arb tapi ya emang pait banget bisa sampe lossnya di 40%,karena ketika lot order di akum bandar itu bisa naik lagi dari arb sampe 10%, banyak yang average pas bandar akum jadi lossnya bisa ketutup.
Membalas : Biasanya kalo pas kemaren saya perhatikan arb dari bank bvic dan bgtg sama inpc pada nyesel jual arb tapi ya emang pait banget b
3 bank tersebut diakum sehari sama MG
",Negatif
466,"Membalas : Photo
Kalau pakai uang dingin hold aja, karena ada sentimen swf",Netral
467,"WSKT

Walaupun
Sakit
Kita
Tetap #HOLD 

Credit by : #RITELNYANGKUTERS",Netral
468,"Membalas : Jangan dulu kak, seminggu lagi lah ditahan dulu ...   
CENT dluan ya yg ath ",Positif
469,"Membalas : Saya tetap di saham dulu kak, belum 1 tahun, masi bayi merangkak ini, mau nekunin disini dulu saja
SAME menuju ATH ci  
Semoga breakout pekan ini  @RuiAuxilia
",Positif
470,"Membalas : Besok kira"" msh rme hunter dividen g ya.,PTBA rups.,  
Ptba biasanya dividennya lumayan",Positif
471,ntar bbca tanda2 reversal baru rame lagi,Positif
472,"Besok kira"" msh rme hunter dividen g ya.,PTBA rups.,  ",Positif
473,"Membalas :   Semoga besok rebound kenceng ya Bu....
Harus tuh, gila bener market d sini kalo gak rebon",Positif
474,"Membalas : Jujur saya juga buta bgt karena ga mau belajar.. Padahal bos saya dlu beli BTC waktu masih 12 jutaan via bank BCA dlu ga tau gmn
Ebusett,, skrg uda brp itu ya   tapi klo liat cuannya ya gtu bukan ratusan % lagi 3 Bln bisa ribuan %",Positif
475,"Membalas : Lihat dr chart sebelum ada isu gabung gojek saja sudah kliatan pak. Emiten begitu tapi ajib gorengnya dari 200- 5000 bolak balik
Tiap taun ada aja ya yg mega cuan ya pak seblum arto dulu ada tcpi yg joss juga dari 100an ke 8000  ",Positif
476,"Membalas : ARTO itu ada yg serap RI di 138
Lihat dr chart sebelum ada isu gabung gojek saja sudah kliatan pak. Emiten begitu tapi ajib gorengnya dari 200- 5000 bolak balik. 
",Positif
477,"ARTO itu ada yg serap RI di 138
Mereka yg skrg bandarin",Positif
478,"Saya hanya bilang aja kalau sebentar lagi meroket ngajak cuan bareng  ,

Kalau BBRI jebol 3.960 stop los aja ",Positif
479,"Investor retail mari kita serok ,mau bagi deviden",Positif
480,"Membalas : CENT dluan ya yg ath 
Besok turun dulu ya om 
",Negatif
481,"Membalas : Nah itu, tar kayak dmas, dalem jatuhnya. Tp itmg terakhir dividen yg lalu ga dibanting.
Iya itmg ga kebanting banget tapi kalau ptba langganannya kebanting saat ex date",Negatif
482,"Membalas : Tapi setiap bagi dividen, koreksinya lumayan juga jadi entrynya mesti bener tapi kalau memang tujuannya invest atau minimal hold
Nah itu, tar kayak dmas, dalem jatuhnya. Tp itmg terakhir dividen yg lalu ga dibanting.",Negatif
483,arb lgsg ini grup   kayak bri dikepret agro kmrn  ,Negatif
484,"Membalas : Crypto = gorengan 24jam Yg arb 7% aja ga kuat, jgn harap bisa bobo kl main crypto. Taunya pas bobo diguyur aja hmmmm
Nah, tadi pagi dibanting abis.. untung malemnya udah tp",Negatif
485,"Crypto = gorengan 24jam
Yg arb 7% aja ga kuat, jgn harap bisa bobo kl main crypto. Taunya pas bobo diguyur aja hmmmm",Negatif
486,"Membalas : Tergantung merknya pak  
Kalau UNVR bandarnya main short sell terus...  ",Negatif
487,"Membalas : SAME menuju ATH ci   Semoga breakout pekan ini  @RuiAuxilia
Jangan dulu kak, seminggu lagi lah ditahan dulu ...   ",Netral
488,Saatnya pindahin uang ke rdpu dan waktunya liburan sambil investasi leher keatas lagi  ,Positif
489,"Membalas : KONTAN.CO.ID - JAKARTA. PT Bukit Asam Tbk (PTBA) memutuskan akan membagikan dividen sebesar Rp 835 miliar. Jumlah ini setara 35%
lgs kabur pindah ITMG  ",Positif
490,"Membalas : ga usa buru2..tutup aja smua gap dlo sampai yg plg bawah     duit iseng2 taro koin dlo..
Coin mana coin?  Lagi hot topic ",Positif
491,Pakde @hmasori apakah right issue SMRA akan bernasib baik seperti SAME ? Share sedikit insight nya Pak... ,Positif
492,Kelamaan pindah ke yg laen aj bsde udh mulai akum,Positif
493,"SMRA mau right issue, gimana pendapat para suhu? Menarik kah ditengah keringnya IHSG?
Ini adalah foto",Positif
494,"Membalas : https://investasi.kontan.co.id/news/rugi-bersih-sarana-meditama-metropolitan-same-naik-jadi-rp-449-miliar-di-2020
Q4 nya malah laba lho pakdhe


Omset meningkat..

Q1 s.d Q3 ngga usah dilihat soalnha kan masih manajemen lama wkwkw",Positif
495,"Membalas : Bisa ndelosor lagi nihh, volume nya biasanya diatas 15T hari ini cuma 8T.
gimana gak lari ke koin.., satu koin tier 2 aja sehari value transaksi nya bisa 16 Trilyun  ",Positif
496,Smua ke koin haha,Positif
497,"Membalas : anak pungut, pak   suka dibedain sama bandar
Bandarnya cash out jg mungkin pak migrasi ke coin jg 
Membalas : hari ini tetangga ijo loh  
Rumput tetangga lebih hijau dan lebat pak carik ",Positif
498,ICBP PTBA PGAS masih murah2.,Positif
499,"LPPF kalau berhasil break ema50
Ini adalah foto",Positif
500,"Bjbr, bjtm kalau mau invest oke Pak.. Dlu sy juga nyangkut waktu crash dan bs balik + dividen yg lumayan.. Utk unvr cons good sy lbh oke SIDO.. hmsp ini yg berat.. Maybe kalau ada perubahan uandang2 ttg cukai rokok ada titik terang nya.. Sisa nya gak bs komen pak, krn blm pernah",Positif
501,ayo om pillay.. ara kan mppa nya spy cepet balik piutang nya jg dah deket puasa bakal rame pengunjung matahari nya    ,Positif
502,"Pintar ya EMTK, habis akuisisi SAME dipakai buat cari modal untuk jual EMC punya dia... keren abis eksekusinya.
Cek aja modal dia keluar berapa dan dapatnya berapa dlm bentuk aset maupun market cap",Positif
503,"Membalas : Benhan itu SAME sdh keluar info mau RI lagi, hayuk2 rapatkan barisan, kita diskusi lagi
loh iya ya? wah coba ikutan ah kali ini, kemarin2 cuma buat swing trade aja di SAME  ",Positif
504,"Benhan itu SAME sdh keluar info mau RI lagi, hayuk2 rapatkan barisan, kita diskusi lagi   
",Positif
505,"Membalas : Bbri bole serok suhu?  
Supportnya klo di fibo saya 4150, Resistnya 4270",Positif
506,Bbri bole serok suhu?  ,Positif
507,"Membalas : Liat di ipot hari ini sih cum date nya, sudah ada nominal nya juga
Wah, terima kasih infonya, saya bbri brusan beli kmaren jumat gtw klo hri ini cumdatenya",Positif
508,"Membalas : Oiya bbri cumdate hri ini?
Liat di ipot hari ini sih cum date nya, sudah ada nominal nya juga",Positif
509,Oiya bbri cumdate hri ini?,Positif
510,wskt td pas minus 4 persen yp msh dikit banget. Pas mulai minus 5/6 persen tiba2 yp langsung diatas 10 m. Nih bolpen pa siapa ya.,Positif
511,"Membalas : WSKT udah avg down bbrp kali smpe 30% dr total porto...biasanya 1saham 10% dr porsi total...skrg minus 17%     ancur2an wskt...
Sabar dikit lagi WSKT   Angka 1055 ini bagus untuk diperhatikan. Moga moga ga nembus ke bawahnya.",Positif
512,sudah rapat kan itmg hari ini,Positif
513,"Membalas : Banyak pengungsi dari PTBA pak 
Oalahh pantesan ITMG lancar laju nya  ",Positif
514,"Membalas : ITMG tumben nih   
Banyak pengungsi dari PTBA pak ",Positif
515,ITMG tumben nih   ,Positif
516,"PTBA dividen sekitar 72.45 perak
Dividen payout ratio 35%
Yield sekitar 2.7%

maish belum fix yah",Positif
517,itmg kok beraksi sendirian dari grup coal? ada news apa ya?,Positif
518,"Membalas : buset ptba nya dibuang2 divnya jelek paling
Gpp, ntar juga naek lagi Q3-4 sesuai harga coal, hehe",Positif
519,WSKT kenangan masa lalu. Sempet 100% lebih awal tahun.  Biarkan jadi kenangan indah  ,Positif
520,ITMG diam2 to the moon  ,Positif
521,Sepertinya EXCL mau mulai terbang..... Guys........ YU sudah akum seminggu..... beli terus...,Positif
522,Mari same essa opms naiknya signifikan bgt ya om,Positif
523,MLPL FLY THE MOON,Positif
524,"Membalas : Om om disini saya masih 17 tahun, mau nanya boleh ga om?
Prospek tfas gmna ya om? Dulu beli tfas di 600an alhamdulillah naik smpe skrng, cmn masi bingung. Gmna prospeknya, cuman baca berita bgini begitu  ",Positif
525,Ntah kenapa setiap mau mencet buy tp kalo bbri lewat itu hati jadi deg2 an,Positif
526,"Membalas : Bandar ihsg gocekan nya serem, alhasil pada pindah ke koin2an?
Iya. Gocekan bandar ihsg bkin mules.  trading di koin enak. Murni TA. Bru 30 mnt cuan 20% di koin",Positif
527,"Bursa asia sama eropa beberapa libur, kang copet pd maen koin semua ini, banyak koin yg all time high :rocket:

Meanwhile ihsg : :money_with_wings:",Negatif
528,Itmg juga kecil pak di bawah 1% ,Negatif
529,"Membalas : SMRA di antara emiten property yg laen lg d distribusi udh 5 harian ga tau knp, semoga bsok stop distribusi -_-
Distribusi lagi dong masih mau nawar lebih murah lagi wkwkwk",Negatif
530,"SMRA di antara emiten property yg laen lg d distribusi udh 5 harian ga tau knp, semoga bsok stop distribusi -_-",Negatif
531,"WSKT, PTPP mau kemana ini? After Gentlement talk malah loyo",Negatif
532,sekarang saham2 blue chip lagi pada downtrend semua. saya kurang tau penyebabnya,Negatif
533,"Membalas : Iya saya juga sempat baca, jika mau invest harus pilih saham, untuk apa invest jangka panjang jika profit yg didapat tidak seban
Pbv nya unvr udah ketinggian. Susah buat naek lg. Alihin yg lain aja.
Kondisi market begini jgn dilawan, makin trading malah makin boncos nanti",Negatif
534,"Ihsg oohh ihsg saya tidak kuat mental, barusan saya CL dmmx di 430",Negatif
535,"Membalas : Waduh @DapurEka saya berharap kondisi cepat pulih Tp menurut sya kalo seandainya worst case butuh waktu 2 tahun utk balikin mod
Tidak ada yg tau nasib kedepan seperti apa, saya pun juga tidak tau bagaimana dunia persahaman karena baru join 2021, maka dari itu saya bertanya adakah masukan dari para senior di dunia persahaman jika menggunakan uang dingin + memiliki saham yg minusnya sudah dalam, apakah untuk dijadikan investasi jangka panjang akan baik

Untuk UNVR sendiri meski minus sudah dalam memang tidak ada pikiran untuk CL, karena saham bluechip jadi lebih aman untuk investasi jangka panjang. Hanya saja saya khawatir dengan TINS",Negatif
536,"Tins lapkeu jelek, yg punya hati2, lapkeu jelek pada diturunin",Negatif
537,"Membalas : Photo
kalo trading beli di pucuk baru jual sekarang boncosnya gede, kalo invest juga fundamentalnya wskt ancur  ",Negatif
538,"Membalas : Photo
Lha tp uda dibilang kmrn2 kan di sini
Realisasi SWF jelek, out
Makanya ini alasan analisa fundamental aliran kaca spion suka kalah pas angka di laporan keuangan bagus semua harganya udah sampe langit",Negatif
539,Ini tp wkr lapkeu kluar jg kalau ga slh dr akuntan yg audit jg mempertanyakan kelangsungan usaha dr wskt...soalny amburadul parah,Negatif
540,"Membalas : WSKT udah avg down bbrp kali smpe 30% dr total porto...biasanya 1saham 10% dr porsi total...skrg minus 17%     ancur2an wskt...
Ke makan swf dlu skrg -39%",Negatif
