,Data,User,Pesan,Saham,Jam,Tanggal
14,15,Benhan,"Membalas : ok ...maksudnya induknya harganya ga sd 100, w nya aja digoreng selama masa berlaku w sd masa jatuh tempo tebus r berakhir di 27
W nya akan digoreng skrg supaya ritel ikut jual beli, terus sambil distribusi yg punya W banyak (kemungkinan bandarnya emiten).",MASA,5:33:45 PM,Friday April 30 2021
15,16,Rui :rocket: :speedboat::dancer: ,"Saya merasa harga induk FREN belum akan naik dalam waktu dekat ini, karena orang2 yang punya FREN-W sekarang sudah mulai tebus warrantnya, karena akhir tahun ini sudah habis masanya dan akan hangus apabila tidak ditebus, dan setelah tebus ya mereka maunya jual agar bisa kembali modal   ","AGAR,FREN",5:33:17 PM,Friday April 30 2021
16,17,Aho Lie,"Membalas : ok ...maksudnya induknya harganya ga sd 100, w nya aja digoreng selama masa berlaku w sd masa jatuh tempo tebus r berakhir di 27
Induk tar diangkat tp lama prosesnya pjg  ",MASA,5:32:22 PM,Friday April 30 2021
17,18,Novine 90210,"Membalas : Ga akan ada yg tebus W lah kalau harga induknya di bawah 100 hehe... Trading W ya digoreng, toh masih 2 tahun masa berlakunya
ok ...maksudnya induknya harganya ga sd 100, w nya aja digoreng selama masa berlaku w sd masa jatuh tempo tebus r berakhir di 27 april 2026 ya?",MASA,5:31:29 PM,Friday April 30 2021
18,19,Jee Satya      Green_hot_wasabi,Maspion bukan merk elektronik aja ternyata ,MERK,5:29:38 PM,Friday April 30 2021
19,20,Benhan,"Membalas : keluarin w segitu banyak kira2 cuma buat menarik org buy r diharga tinggi ? tapi r nya juga sedikit lembar yg dikeluarkan. apa
Ga akan ada yg tebus W lah kalau harga induknya di bawah 100 hehe...

Trading W ya digoreng, toh masih 2 tahun masa berlakunya",MASA,5:27:34 PM,Friday April 30 2021
20,21,Fajar Oktavaria,"Membalas : Biasanya habis RI hrg induk terdilusi ini kok blm y pak?
Mungkin maksud ibu terdilusi karna harga teoritis, tapi harga  teoritis diterapkan jika harga tebusnya < harga saham induknya saat cumdate
Karna fren itu harga tebusnya > harga saham induk jadi tidak ada harga teoritis",FREN,5:17:34 PM,Friday April 30 2021
21,22,Jee Satya      Green_hot_wasabi,"Situasi gini nunggu  kios  aja nih, siapa tau ada tambahan buat trading, rame pas malming",KIOS,4:55:02 PM,Friday April 30 2021
22,23,Aho Lie,"Membalas : habis ri ( masa trading r) , r nya naik kencang atau habis ri, induknya naik kencang ?
Yg pentg klo kencg ikut   
Tp jgn yg udah gas full br ikut jgn telat inti time is money   ",MASA,4:06:29 PM,Friday April 30 2021
23,24,Novine 90210,"Membalas : Pernah waktu itu ada saham yg hbs RI R nya naik kencang, lupa saham apa
habis ri ( masa trading r) , r nya naik kencang atau habis ri, induknya naik kencang ?",MASA,4:04:16 PM,Friday April 30 2021
24,25,Bu Nana,"Kali ini model Ri nya fren beda ya, R nya naik kencang
Pernah waktu itu ada saham yg hbs RI R nya naik kencang, lupa saham apa",FREN,3:41:05 PM,Friday April 30 2021
25,26,Ryan Yudhistira,"Ga ke prediksi emg FREN, kmrn malah banyak yg ngasih perhitungan harga teoritis fren bisa 120 krn nominal tembus RI dan W-2 yg 100+
Eh malah di bawa turun 
Ga tau apakah akan dibawak naik beneran atau nggak",FREN,3:30:09 PM,Friday April 30 2021
26,27,Aho Lie,"Membalas : Sy kmrn jual R gatau apa masi bisa naik lg?
Kan udah untung bener klo turun ibu udah cuan masalh udah tp naik lg rejrki org krn gsk ada yg tau mau nsik atau turun wong induk 85 tembus 120 trus R 400 edan...ee  
Selama gak rugi klo nurut saya mau dihold dijual dibeli udah bener klo yg jd masalh nyangkut    
Toh rugi juga Cl trus bilang untung di cutloss masak TP nyesel malah bilg rugi     ",TRUS,3:15:33 PM,Friday April 30 2021
27,28,Bu Nana,"Membalas : Saya ngincer R tp waktu hr pertama nawar murah dicuekin emang sengaja mau jual warran gak mikir harga fren udah tau paling harga
Sy kmrn jual R gatau apa masi bisa naik lg?",FREN,3:12:04 PM,Friday April 30 2021
28,29,RBTAN59,"cumdate nya internatinal   
Membalas : Investor Sido malah kebanyakan udah sepuh2 lho Om
ini yg khusus mikirin pewaris.... kalo sy beda pikir nya pewaris sy hanya berhak atas sisa yg sy sdh dpt cape dr perjuangan.. kalo gak enak nya mantu dan besan donk    
kecuali spt opa Tp Rachmat.. mantu nya Patrick waluyo jg sdh banyak punya emiten.. kalo OM PW dijadiin pewaris jg gak masalah... malah di suruh bangun  kerajaan    
Membalas : bahas Fren yuk   
udah bahas ini aja buat senin jd bisa action apa   ","FREN,SIDO",2:51:02 PM,Friday April 30 2021
29,30,Jose - Aliran - YPC,"Membalas : kalo usia sdh magrib kapan bisa nikmati nya  
Investor Sido malah kebanyakan udah sepuh2 lho Om",SIDO,2:50:50 PM,Friday April 30 2021
30,31,RBTAN59,"Membalas : Mesti belajar lebih sabar Pak....lo jadinya untuk SPT sido ini? Bukan mari?
   sy sdh usia magrib hrs pake high speed.... gak pernah lirik sido.. ( sido cuma kalo mau acuan pd lk)  
kalo milenial oke lah 50% hold di sido   
kalo usia sdh  magrib  kapan bisa nikmati nya  ","MARI,SIDO",2:42:43 PM,Friday April 30 2021
31,32,Happy L1fe,"Membalas : diem aja di SIDO all in.. jgn lg buka running trade 5tahun jamin pasti cuan lbh dr 50%
Mesti belajar lebih sabar Pak....lo jadinya untuk SPT sido ini? Bukan mari?  
","MARI,SIDO",2:39:39 PM,Friday April 30 2021
32,33,RBTAN59,"Membalas : Kalau sekarang LK gak ngaruh ya Pak
diem aja di SIDO all in.. jgn lg buka running trade 5tahun jamin pasti cuan lbh dr 50%   ",SIDO,2:37:45 PM,Friday April 30 2021
33,34,Nas,"Ya begitulah dunia saham  seperti roda berputar, klu cocok terus pasti dipuja puja.",RODA,2:37:04 PM,Friday April 30 2021
34,35,Aho Lie,"Membalas : contek koh Aho aja action nya    
Jgn klo gak cocok marah2 dibuly kyk sebelh di puisi trus gak kelar yg ketua gak berani muncul lg  ",TRUS,2:33:27 PM,Friday April 30 2021
35,36,Aho Lie,Pertama jsman kolonial ganti milenial trus matrial    ,TRUS,2:29:21 PM,Friday April 30 2021
36,37,Happy L1fe,"Membalas : cuma beda zaman aja kalo awal zamanLKH start hrs rajin baca LK..emiten kalo skrg msh acuan baca LK.. yah sama aja kereta sdh tib
Kalau sekarang LK gak ngaruh ya Pak",BACA,2:29:10 PM,Friday April 30 2021
37,38,RBTAN59,"Membalas : Sbr krn duitnya bnyk,, kalo duit pas pasan ga mungkin bisa sabar
LKH kan rintis dr duit paspasan jg  
cuma beda zaman aja kalo awal zamanLKH start hrs rajin baca LK..emiten kalo skrg msh acuan baca LK.. yah sama aja kereta sdh tiba di jogja tp ada yg msh sdg antri di gambir beli tiket ke jogja   ",BACA,2:21:05 PM,Friday April 30 2021
38,39,Happy L1fe,"Membalas : https://investor.id/investory/drama-fren-bikin-investor-tercengang
Nah ini bener , kejadian ya di saham wiim bfin, lk bagus malah longsor....memang ada istilah sell on news.... Tp mestinya saham itu beli /invest perusahaan yg sehat (LK bagus/sentimen bagus) bukan malah jualan","BFIN,FREN,WIIM",1:51:58 PM,Friday April 30 2021
39,40,RBTAN59,"Ini adalah foto
bahas Fren yuk   ",FREN,1:41:18 PM,Friday April 30 2021
40,41,RBTAN59,"Membalas : Baru berita ini besok berubah mau Ri bisa tunda   drpd gsk bisa tidur mendg jd cash terus
good idea  
","CASH,GOOD",1:02:40 PM,Friday April 30 2021
41,42,Aho Lie,Baru berita ini besok berubah mau Ri bisa tunda   drpd gsk bisa tidur mendg jd cash terus   ,CASH,1:00:53 PM,Friday April 30 2021
42,43,Aho Lie,"Membalas : @koh Aho /@om Benhan.. mohon pencerahan hal fren effect sukses di hrg R dan W.. bagaimana skrg effect ke hrg induk nya yg masih
Saya ngincer R tp waktu hr pertama nawar murah dicuekin emang sengaja mau jual warran gak mikir harga fren udah tau paling harga 85 an tembus 120 gpp asal harga R murah ini 400 mrndg gua pilih yg pasti lgs loncat nyopet warran   
Membalas : terus knapa gak niat nyopet di hrg induk aja Koh... akum dr skrg?
Gak mau lama2 masalh sekrg jaman cepet berubah jd ikut jaman aja yg pentg udah cuan masalh tar lebh byk bukan rejeki saya    
",FREN,12:58:44 PM,Friday April 30 2021
43,44,Aho Lie,"Membalas : @koh Aho /@om Benhan.. mohon pencerahan hal fren effect sukses di hrg R dan W.. bagaimana skrg effect ke hrg induk nya yg masih
Saya copet terus masalhnya harga R mash gak sesuai saya pedgan mash mahal klo murah says mau maksnya nyopet di warran saya gak simpen lgs jusl     ",FREN,12:55:33 PM,Friday April 30 2021
44,45,RBTAN59,@koh Aho /@om Benhan.. mohon pencerahan hal fren  effect sukses di hrg R dan W.. bagaimana skrg effect ke hrg induk nya yg masih di 84 sementara exercise R120. w100... sementara kalo ternyata penjamin yg lbh banyak tebus R... malah rugi gak kalo induk bertahan di 84.... sekali lg mohon pencerahan nya   ,FREN,12:49:21 PM,Friday April 30 2021
45,46,Jimmy,"Membalas : Maksimal dia ambil 2 saham aja. Sy berfikir dia dpt bisikan krn saham2 yg diambil rata2 yg gak di kenal umum gitu. Misalnya MARI
Mesti sabar ini. Ngumpulin sedikit demi sedikit. Kalo ada yang iseng haka, bisa diguyur dulu sampe kocar kacir  . Kesabaran inilah yang retail kadang ga punya. Mau masuk pagi, cuan siang. Mending kita ke MBS aja gambling he he he. Atau ya trading forex/crypto  ",MARI,12:28:02 PM,Friday April 30 2021
46,47,Avianto,"Membalas : Iya Mas. Tapi akhir-akhir ini main 5-10M sih berat ya. Awal tahun tuh super enak. Di emiten Top5, keluar masuk 5-10M sekali jala
Maksimal dia ambil 2 saham aja. Sy berfikir dia dpt bisikan krn saham2 yg diambil rata2 yg gak di kenal umum gitu. Misalnya MARI, PNBS dll..","MAIN,MARI,PNBS",12:26:14 PM,Friday April 30 2021
47,48,Jimmy,"Membalas : Iya yg gak big2 banget sih, selalu di bisikin agar ikut ngangkat harga juga... Sy punya teman yg kayak gini nih, dia jarang lo
Iya Mas. Tapi akhir-akhir ini main 5-10M sih berat ya. Awal tahun tuh super enak. Di emiten Top5, keluar masuk 5-10M sekali jalan masih bisa. Kalo sekarang sih masuk 2-5M aja uda bisa berapa tick itu naik/turunnya  ","AGAR,MAIN",12:22:23 PM,Friday April 30 2021
48,49,Avianto,"Membalas : Apa ga kebalik, Mas? Kalo sekuritasnya bisa bisikin, berarti yang dibisikin itu ""not big enough"" he he he. Yang uda beneran big
Iya yg gak big2 banget sih, selalu di bisikin agar ikut ngangkat harga juga... 

Sy punya teman yg kayak gini nih, dia jarang loss.. (lihat dr sharing dia di ig nya). Dia odt.. ambil 3% - 5%.  Modal nya sekitar 5 - 10 Milyar setiap trading",AGAR,12:20:47 PM,Friday April 30 2021
49,50,Bu Nana,"Ini lg sy cari pak ada di 2017 rame banget analisa bumi
Tapi blm ketemu news nya 

Trading nya ikut2 an tmn yg pintar , tapi liat chart nya uda mulai ada sesuatu di vol nya , pak Jimmy",BUMI,12:11:21 PM,Friday April 30 2021
50,51,Jimmy,"Membalas : Wah uda lupa ada apa di bumi 928 tapi bbrp tmn uda bilang lg kumpulin bumi
Mesti baca-baca lagi arsip telegram 3-4 tahun lalu. Ada OWK dkk banyak seingat saya. Jatuh tempo kalo ga salah 1-2 tahun ini. Tapi ya ini very high risk lah. Mending simpen di yang aman-aman sajah (kecuali memang sudah khatam tradingnya)  ","AMAN,BACA,BUMI",12:09:48 PM,Friday April 30 2021
51,52,Bu Nana,Wah uda lupa ada apa di bumi 928 tapi bbrp tmn uda bilang lg kumpulin bumi,BUMI,12:00:00 PM,Friday April 30 2021
52,53,Jimmy,"Membalas : Hehe iya pak tram dr gocap, tapi bakri blm pernah ada yg balik k 8000 lg
Ke 8000 sih berat. Saya dulu megang itu di 8000an, kayanya CL di 5000an. Pas ke 500 masuk lagi, sempet ditarik ke 900-1000an. Abis itu terjun bebas  . Kalo ga salah inget, tahun 2021-2022 ini BUMI akan ada corp action related aksinya 3-4 tahun silam di harga 928. Layak pantau buat penggemar gorengan  ","BUMI,TRAM",11:55:57 AM,Friday April 30 2021
53,54,Bu Nana,"Membalas : Semua bisa terjadi. Saya teringat saham TRAM. Temen saya nyangkut di 50, pas 65 dijual. Beberapa minggu ke 400an kalo ga salah  
Hehe iya pak tram dr gocap, tapi bakri blm pernah ada yg balik k 8000 lg",TRAM,11:51:57 AM,Friday April 30 2021
54,55,Jimmy,"Membalas : cape 2 baca in lap keuangan atau ngitung valuation atau baca chart / ta.. tp realita nya berlawanan arah
Yang paling jitu itu kalo dapat bisikan big player. Bubar itu semua pelajaran lain lain  
Membalas : mending adro drpd bnbr, bertahun2 gocap reverse stock, gatau klo tiba2 naik ngalahin return adro, mungkinkah?
Semua bisa terjadi. Saya teringat saham TRAM. Temen saya nyangkut di 50, pas 65 dijual. Beberapa minggu ke 400an kalo ga salah  . Lumayan manyun dia.","ADRO,BACA,BNBR,TRAM",11:39:29 AM,Friday April 30 2021
55,56,hmin918,"Membalas : tahun brp ya?
seingat saya april/mei 2008
jadi ingat ingat aja..nanti kalau ada IPO besar..sebelum bookbuilding/pooling.. pasar akan cenderung tertekan karena uang terserap ke sana",UANG,10:44:10 AM,Friday April 30 2021
56,57,Bu Nana,"mending adro drpd bnbr, bertahun2 gocap reverse stock, gatau klo tiba2 naik ngalahin return adro, mungkinkah?","ADRO,BNBR",10:39:26 AM,Friday April 30 2021
57,58,Meneer Greg,"Membalas : yang no 2.. IPO adro.. sekitar 10-11T
Warbiasak   

Bisa jadi trivia ihsg
Membalas : ini note taker ya pak  
Nek njenengan taker menopo pak Carik?",ADRO,10:31:22 AM,Friday April 30 2021
58,59,hery,"Membalas : yang no 2.. IPO adro.. sekitar 10-11T
ini note taker ya pak  ",ADRO,10:21:08 AM,Friday April 30 2021
59,60,hmin918,"Membalas :   Amazing..
yang no 2.. IPO adro.. sekitar 10-11T",ADRO,10:19:51 AM,Friday April 30 2021
60,61,hmin918,"Membalas : Ohya?
Saat itu, Bakrie Brothers menerbitkan sekitar 80,23 miliar saham baru seharga Rp 500 per saham. Alhasil, emiten bersandi saham BNBR ini bisa meraup duit Rp 40,12 triliun. Ini merupakan aksi korporasi terbesar sepanjang sejarah Bursa Efek Indonesia (BEI).","AKSI,BNBR",9:28:54 AM,Friday April 30 2021
61,62,Meneer Greg,"Membalas : cuman rekor fund raising di BEI masih dipegang BNBR
Ohya?",BNBR,9:21:27 AM,Friday April 30 2021
62,63,hmin918,"Membalas : Pertamina Hulu Energi Mulls $3 Billion Jakarta IPO [""https://www.bloomberg.com/news/articles/2021-04-30/pertamina-exploration-u
cuman rekor fund raising di BEI masih dipegang BNBR
",BNBR,8:06:50 AM,Friday April 30 2021
63,64,moses,elsa udh break resis di ya ?,ELSA,11:19:47 PM,Friday April 30 2021
64,65,RBTAN59,"Membalas : Silo contohnya
yes ",SILO,11:04:13 PM,Friday April 30 2021
65,66,Happy L1fe,Silo contohnya,SILO,11:03:49 PM,Friday April 30 2021
66,67,RBTAN59,"Membalas : KAEF aja habis muncul badnews kemarin nyatanya hari ini juga naik tinggi 
ini realita nya    
cape 2 baca in lap keuangan atau ngitung valuation atau baca chart / ta.. tp realita nya berlawanan arah   
kadang sesekali  mang ada yg cocok jg sih     
","BACA,KAEF",10:57:50 PM,Friday April 30 2021
67,68,Hanief Abdur Rahman,"Membalas : kan lucu kalo lppf di kerek sampe ara pdhl gerai nya pd mau di tutup
KAEF aja habis muncul badnews kemarin nyatanya hari ini juga naik tinggi ","KAEF,LPPF",10:57:24 PM,Friday April 30 2021
68,69,RBTAN59,"Membalas : mereka mau jualan, pasang berita
bener... maka sy tulis mudahan mrk bisa agak malu spt di lppf kan terlihat bandar malu2 kucing kerek hrg nya   
kan lucu kalo lppf di kerek sampe ara pdhl gerai nya pd mau di tutup ",LPPF,10:45:06 PM,Friday April 30 2021
69,70,Faliq H,"Membalas : https://amp.kontan.co.id/news/gaet-lebih-banyak-pengguna-noice-mahaka-radio-mari-gandeng-telkomsel
mereka mau jualan, pasang berita",MARI,10:42:59 PM,Friday April 30 2021
70,71,Happy L1fe,"Mari
Ini adalah foto",MARI,10:02:50 PM,Friday April 30 2021
71,72,Rui :rocket: :speedboat::dancer: ,"Membalas : Kalo yg ga hobi baca buku, video"" edukasi banyak di yutub..  
Nah ini   
Channel 'Trading with Rayner' sangat direkomendasikan, bisa belajar banyak tentang basic teknikal disana",BACA,9:48:03 PM,Friday April 30 2021
72,73,Bow,"Membalas : Kalau mau belajar dari basic dulu saja, itu saya sudah infokan buku buat technical analysis dasar, ada di Files grup ini, silaka
Kalo yg ga hobi baca buku, video"" edukasi banyak di yutub..  ",BACA,9:46:33 PM,Friday April 30 2021
73,74,Hartono,"Membalas : Brms tuh, mau coorporate action...rumornya mau diambil alih grup salim 
rumor dari kapan?",BRMS,9:41:38 PM,Friday April 30 2021
74,75,Rui :rocket: :speedboat::dancer: ,"Membalas : Ih boong ah ini     
     suweeerrrr Pak @Ferry234  .... Gegara COVID ini saya terjun ke saham, sebelumnya mah mana kepikiran, kerja nonstop ga bisa lirik2 yang lain   
Dan balik lagi, kalau mau belajar menurut saya membuat analisa tidaklah rumit, yang susah itu eksekusi dan disiplin pada trading plan serta memanage emosinya, yang dimana sampai sekarang saya masi harus terus belajar ... FOMO oh FOMO ....   ",PLAN,9:21:25 PM,Friday April 30 2021
75,76,Ferry | @kiss_traders,"Membalas : Belum paham ya belajar, gimana caranya? Itu silakan baca bukunya Edianto Ong yg judulnya TA for Mega Profit, tersedia di files g
Ih boong ah ini     ","BACA,MEGA",9:16:19 PM,Friday April 30 2021
76,77,Havid,"Brms tuh, mau coorporate action...rumornya mau diambil alih grup salim  
",BRMS,8:57:28 PM,Friday April 30 2021
77,78,Faliq H,"Membalas : kalo dapet AR yg cakep wahh hoki banget dah wkwkwkwkw
Kenapa pak emang kok hoki?   AR cakep itu cwk kan?",HOKI,8:55:44 PM,Friday April 30 2021
78,79,Bandar nyangkut,"Membalas : Belum paham ya belajar, gimana caranya? Itu silakan baca bukunya Edianto Ong yg judulnya TA for Mega Profit, tersedia di files g
Baik cii terimakasih ya masukannya","BACA,MEGA",8:35:31 PM,Friday April 30 2021
79,80,Rui :rocket: :speedboat::dancer: ,"Membalas : Saya newbie cii blm paham.. 
Belum paham ya belajar, gimana caranya? Itu silakan baca bukunya Edianto Ong yg judulnya TA for Mega Profit, tersedia di files grup ini

Kalau cuma minta analisa dari senior kapan belajarnya? Dan mau saya luruskan, saya bukan senior, saya itu angkatan coronials jg, br start Agustus 2020, tapi kenapa saya bisa bikin analisa? Ya karena belajar...

Alasan karena newbie dan ga paham lalu minta rekom/analisa k yang lebi senior itu bagi saya itu ya malas belajar","BACA,MEGA",8:20:57 PM,Friday April 30 2021
80,81,Rui :rocket: :speedboat::dancer: ,"Membalas : Artinya masih disimpen, dibuka lagi akhir tahun ya Ci Rui  
Kalau MA50 jebol, kuncinya baru nongol kak  

@Herrykalaby02  lha ko tanya saya? Keluarin dulu analisa anda baru kita bisa diskusikan

@hartono777 kurang tertarik dengan FREN kak",FREN,8:14:41 PM,Friday April 30 2021
81,82,Hartono,"Membalas : SAME? Apa itu SAME? Sudah lupa saya ..... #gaya CENT sudah lepas, sekarang sedang mencari gebetan baru
fren?","CENT,FREN,SAME",8:13:55 PM,Friday April 30 2021
82,83,Bagus Giant,"Membalas : udah tenggelam di Palung Mariana ci, box isi SAME lengkap dengan gembok yang kuncinya entah dimana
Artinya masih disimpen, dibuka lagi akhir tahun ya Ci Rui  
",SAME,8:07:38 PM,Friday April 30 2021
83,84,Dewi Calico,Ayok ayok para senior yg ada pandangan PNBS. Sy bersedia membaca,PNBS,8:06:00 PM,Friday April 30 2021
84,85,Bandar nyangkut,"Membalas : SAME? Apa itu SAME? Sudah lupa saya ..... #gaya CENT sudah lepas, sekarang sedang mencari gebetan baru
Cii prospek PNBS gimana menurutmu ci","CENT,PNBS,SAME",8:03:40 PM,Friday April 30 2021
85,86,Rui :rocket: :speedboat::dancer: ,"Membalas : Ci @rui udh move on dr same?
udah tenggelam di Palung Mariana ci, box isi SAME lengkap dengan gembok yang kuncinya entah dimana",SAME,8:03:38 PM,Friday April 30 2021
86,87,Jose - Aliran - YPC,"Membalas : SAME? Apa itu SAME? Sudah lupa saya ..... #gaya CENT sudah lepas, sekarang sedang mencari gebetan baru
Bjbr, bbyb Ci, next bris","BBYB,BJBR,BRIS,CENT,SAME",8:03:19 PM,Friday April 30 2021
87,88,Vesilia Vebiola Vesi,"Membalas : SAME? Apa itu SAME? Sudah lupa saya ..... #gaya CENT sudah lepas, sekarang sedang mencari gebetan baru
Ci @rui udh move on dr same?","CENT,SAME",8:02:19 PM,Friday April 30 2021
88,89,Rui :rocket: :speedboat::dancer: ,"Membalas : Sultan bandar Ci @RuiAuxilia. Btw masih hold cent & same Ci?
SAME? Apa itu SAME? Sudah lupa saya ..... #gaya

CENT sudah lepas, sekarang sedang mencari gebetan baru  ","CENT,SAME",8:01:36 PM,Friday April 30 2021
89,90,Vesilia Vebiola Vesi,"Membalas : beneran juga gpp kok. tuh, hu @michaelyeoh91 sekalian, mumpung ada
@luckv02 ko MY sih my hero digrup sebelah  
Membalas : Knapa
@michaelyeoh91 Gpp sih ko... Wkwkwk... Takut salah ngomong  ",HERO,7:56:35 PM,Friday April 30 2021
90,91,Vesilia Vebiola Vesi,"Membalas : Nt kasi link
@michaelyeoh91 Yg mau daftar juga Ngeriiii kali ko...  ",LINK,7:55:20 PM,Friday April 30 2021
91,92,Michael Yeoh,"Membalas : beneran juga gpp kok. tuh, hu @michaelyeoh91 sekalian, mumpung ada

Yg mw daftar
Nt kasi link",LINK,7:54:08 PM,Friday April 30 2021
92,93,Tom,"Membalas : Lha tadi lppf dibanting tutupan bisa jadi karena keluar margin
Terimakasih pak.. yg masuk kemungkinan bisa naik berarti ya",LPPF,7:44:37 PM,Friday April 30 2021
93,94,Hendro Masori,Lha tadi lppf dibanting tutupan bisa jadi karena keluar margin,LPPF,7:43:27 PM,Friday April 30 2021
94,95,Andreas N,"Membalas : Temen saya ada yg jurusita pajak tapi cantik banget lho pak... 
kalo dapet AR yg cakep wahh hoki banget dah wkwkwkwkw",HOKI,7:41:58 PM,Friday April 30 2021
95,96,Fajar Oktavaria,"Membalas : Iyaaa. Kalo liat fee transaksi bisa ngelus dada juga. Apalagi liat bunga T+. Walaupun cuan kadang geleng-geleng juga. Apalagi lo
Ngangguk + garuk kepala
Membalas : biasanya kalo ada kurang bayar pajak AR masing"" KPP itu pasti hubungin Wajib Pajak, bisa berupa WA ato kirim surat yg isinya det
Kalau yang datang juru sita baru dipersilahkan panik   ",DADA,7:36:27 PM,Friday April 30 2021
96,97,Jimmy,"Membalas : duitnya gede di sini  
Iyaaa. Kalo liat fee transaksi bisa ngelus dada juga. Apalagi liat bunga T+. Walaupun cuan kadang geleng-geleng juga. Apalagi loss, bisa ngangguk-ngangguk  ","DADA,SINI",7:35:22 PM,Friday April 30 2021
97,98,hery,"Membalas : Betul. Sekuritas yang saya pakai relatif pelit list margin dan haircut. Tapi royal untuk urusan limit dana T+...
duitnya gede di sini  
Membalas : Edan skg semua transaksi atas nama kita di dirjen pajak ketahuan semua.. komplit
iya pak. dah makin susah lari dari pajak  ",SINI,7:34:08 PM,Friday April 30 2021
98,99,Rakhmad Nirmawan Nofendi,"Membalas : Saham masuk margin Mei 2021 BBYB Bank Neo Commerce Tbk. BPTR Batavia Prosperindo Trans Tbk. BSIM Bank Sinarmas Tbk. BUDI Budi
Buset JKON, HDIT, TRIS bid offer tipis"" value transaksi kecil masuk list margin, MARI , WSKT, yg likuid malah keluar dr list margin   ","BANK,BBYB,BPTR,BSIM,BUDI,HDIT,JKON,MARI,TRIS,WSKT",7:30:12 PM,Friday April 30 2021
99,100,Hendro Masori,"Membalas : Kadang ada sekuritas yang ga ngikut list ini sih. Tergantung team risk management juga kayanya.
List nya mustinya sama Pak. Haircutnya yg beda2
Membalas : Om, klo saya skrg lg pegang saham WSKT di akun margin, dampaknya gmana yah dgn ktentuan itu?
Nanti dipindahkan ke rekening reguler. Senin otomatis pindah",WSKT,6:59:17 PM,Friday April 30 2021
100,101,Jimmy,"Membalas : Om, klo saya skrg lg pegang saham WSKT di akun margin, dampaknya gmana yah dgn ktentuan itu?
Harus dipindah ke akun regular Om. Kalo pake margin, nanti either top up atau di fs.",WSKT,6:56:08 PM,Friday April 30 2021
101,102,hery,"kalau margin level masih aman, yg gpp. kalau margin level sudah di bawah batas, sekuritas akan hubungi dan informasikan, dan mungkin akan force sell emiten hingga level aman tercapai kembali",AMAN,6:55:19 PM,Friday April 30 2021
102,103,Andi FX,"Membalas : Kategorikan sebagai CSR? Jadi pengurang pendapatan?   Siap Pak Fajar Oktavaria , betul 30% mentok
hitungan pph buat spekulan, tukang judi mustinya beda..50% pendapatan hrsnya masuk ke  ckpn (cadangan kerugian) kayak bank, antisipasi kalo loss   ",BANK,6:54:53 PM,Friday April 30 2021
